abbreviation	name	equation	reversible	compartment	lowbnd	uppbnd	obj_coef	rule	subsystem
HDDR5	3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	[c] : 3oxddACP + h + nadph --> 3hddACP + nadp	Irreversible	c	0	1000	0		Fatty Acid  Biosynthesis
HDER4	(3R)-3-Hydroxydecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	[c] : 3oxdeACP + h + nadph --> 3hdeACP + nadp	Irreversible	c	0	1000	0		Fatty Acid  Biosynthesis
HHDR7	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	[c] : 3oxhdACP + h + nadph --> 3hpaACP + nadp	Irreversible	c	0	1000	0		Fatty Acid  Biosynthesis
HHYR2	(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	[c] : 3oxhACP + h + nadph --> 3hhACP + nadp	Irreversible	c	0	1000	0		Fatty Acid  Biosynthesis
HOCR3	(3R)-3-Hydroxyoctanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	[c] : 3oxocACP + h + nadph --> 3hocACP + nadp	Irreversible	c	0	1000	0		Fatty Acid  Biosynthesis
HODR8	(3R)-3-Hydroxyoctadecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	[c] : 3oxocdacp + h + nadph --> 3hocdacp + nadp	Irreversible	c	0	1000	0		Fatty Acid  Biosynthesis
HTDR6	3R)-3-Hydroxytetradecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase	[c] : 3oxtdACP + h + nadph --> 3htdACP + nadp	Irreversible	c	0	1000	0		Fatty Acid  Biosynthesis
ACACT8r	acetyl-CoA C-acyltransferase (3-Oxoadipyl-CoA)	[c] : coa + oxadpcoa <==> accoa + succoa	Reversible	c	-1000	1000	0		Fatty Acid Degradation
HACD1	3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA)	[c] : aacoa + h + nadh <==> 3hbycoa + nad	Reversible	c	-1000	1000	0		Fatty Acid Degradation
HBUTD	3-hydroxybutyrate dehydrogenase	[c] : 3hbut-R + nad <==> acac + h + nadh	Reversible	c	-1000	1000	0		Fatty Acid Degradation
DHNPA	dihydroneopterin aldolase	[c] : dhnpt --> 2ahhmp + gcald	Irreversible	c	0	1000	0		Folate Metabolism
GCALDD	Glycolaldehyde dehydrogenase	[c] : gcald + h2o + nad --> glyclt + (2) h + nadh	Irreversible	c	0	1000	0		Folate Metabolism
GLYCL	glycine cleavage system	[c] : gly + nad + thf --> co2 + mlthf + nadh + nh4	Irreversible	c	0	1000	0		Folate Metabolism
MTHFR2	5,10-methylenetetrahydrofolate reductase (NADH)	[c] : (2) h + mlthf + nadh --> 5mthf + nad	Irreversible	c	0	1000	0		Folate Metabolism
GLUN	glutaminase	[c] : gln-L + h2o --> glu-L + nh4	Irreversible	c	0	1000	0		Glutamate Metabolism
GLUSy	glutamate synthase (NADPH)	[c] : akg + gln-L + h + nadph --> (2) glu-L + nadp	Irreversible	c	0	1000	0		Glutamate Metabolism
GLUTRS	Glutamyl-tRNA synthetase	[c] : atp + glu-L + trnaglu --> amp + glutrna + ppi	Irreversible	c	0	1000	0		Glutamate Metabolism
GLNS	glutamine synthetase	[c] : atp + glu-L + nh4 --> adp + gln-L + h + pi	Irreversible	c	0	1000	0		Glutamine Metabolism
FGLUTH	S-Formylglutathione hydrolase	[c] : fglut-S + h2o --> for + gthrd + h	Irreversible	c	0	1000	0		Glutathione Metabolism
GHMT2	glycine hydroxymethyltransferase	[c] : ser-L + thf --> gly + h2o + mlthf	Irreversible	c	0	1000	0		Glycine and Serine Metabolism
GLYTRS	Glycyl-tRNA synthetase	[c] : atp + gly + trnagly --> amp + glytrna + ppi	Irreversible	c	0	1000	0		Glycine and Serine Metabolism
PGCD	phosphoglycerate dehydrogenase	[c] : 3pg + nad --> 3php + h + nadh	Irreversible	c	0	1000	0		Glycine and Serine Metabolism
PSP_L	phosphoserine phosphatase (L-serine)	[c] : h2o + pser-L --> pi + ser-L	Irreversible	c	0	1000	0		Glycine and Serine Metabolism
SERD_L	L-serine deaminase	[c] : ser-L --> nh4 + pyr	Irreversible	c	0	1000	0		Glycine and Serine Metabolism
SERTRS	Seryl-tRNA synthetase	[c] : atp + ser-L + trnaser --> amp + ppi + sertrna	Irreversible	c	0	1000	0		Glycine and Serine Metabolism
ACYP	acylphosphatase	[c] : 13dpg + h2o --> 3pg + h + pi	Irreversible	c	0	1000	0		Glycolysis/Gluconeogenesis
FBA	fructose-bisphosphate aldolase	[c] : fdp <==> dhap + g3p	Reversible	c	-1000	1000	0		Glycolysis/Gluconeogenesis
FBP	fructose-bisphosphatase	[c] : fdp + h2o --> f6p + pi	Irreversible	c	0	1000	0		Glycolysis/Gluconeogenesis
GAPD	glyceraldehyde-3-phosphate dehydrogenase (NAD)	[c] : g3p + nad + pi <==> 13dpg + h + nadh	Reversible	c	-1000	1000	0		Glycolysis/Gluconeogenesis
GLCP	glycogen phosphorylase	[c] : glycogen + pi --> g1p	Irreversible	c	0	1000	0		Glycolysis/Gluconeogenesis
GLCS1	glycogen synthase (ADPGlc)	[c] : adpglc --> adp + glycogen + h	Irreversible	c	0	1000	0		Glycolysis/Gluconeogenesis
GLGC	glucose-1-phosphate adenylyltransferase	[c] : atp + g1p + h --> adpglc + ppi	Irreversible	c	0	1000	0		Glycolysis/Gluconeogenesis
PDH	pyruvate dehydrogenase	[c] : coa + nad + pyr --> accoa + co2 + nadh	Irreversible	c	0	1000	0		Glycolysis/Gluconeogenesis
PGK	phosphoglycerate kinase	[c] : 13dpg + adp <==> 3pg + atp	Reversible	c	-1000	1000	0		Glycolysis/Gluconeogenesis
PPS	phosphoenolpyruvate synthase	[c] : atp + h2o + pyr --> amp + (2) h + pep + pi	Irreversible	c	0	1000	0		Glycolysis/Gluconeogenesis
PYK	pyruvate kinase	[c] : adp + h + pep --> atp + pyr	Irreversible	c	0	1000	0		Glycolysis/Gluconeogenesis
TPI	triose-phosphate isomerase	[c] : dhap <==> g3p	Reversible	c	-1000	1000	0		Glycolysis/Gluconeogenesis
GLYCLTDx	Glycolate dehydrogenase (NAD)	[c] : glx + h + nadh --> glyclt + nad	Irreversible	c	0	1000	0		Glyoxylate Metabolism
GLYCLTDy	Glycolate dehydrogenase (NADP)	[c] : glx + h + nadph --> glyclt + nadp	Irreversible	c	0	1000	0		Glyoxylate Metabolism
HOXPRx	2-hydroxy-3-oxopropionate reductase (NAD)	[c] : glyc-R + nad <==> 2h3opp + h + nadh	Reversible	c	-1000	1000	0		Glyoxylate Metabolism
TARTRDH	tartrate dehydrogenase	[c] : nad + tartr-L <==> h + nadh + oxglyc	Reversible	c	-1000	1000	0		Glyoxylate Metabolism
TARTRDH2	tartrate dehydrogenase	[c] : nad + tartr-M <==> h + nadh + oxglyc	Reversible	c	-1000	1000	0		Glyoxylate Metabolism
HISTRS	Histidyl-tRNA synthetase	[c] : atp + his-L + trnahis --> amp + histrna + ppi	Irreversible	c	0	1000	0		Histidine Metabolism
PRPPS	phosphoribosylpyrophosphate synthetase	[c] : atp + r5p <==> amp + h + prpp	Reversible	c	-1000	1000	0		Histidine Metabolism
AMAA	N-acetylmuramoyl-L-alanine amidase	[c] : acmama + h2o --> acmam + ala-L	Irreversible	c	0	1000	0		Lipid & Cell Wall Metabolism
ARA4NT	4-amino-4-deoxy-L-arabinose transferase	[c] : (2) ara4n-L + (2) h + lipa --> ara4n-lipa + (2) h2o	Irreversible	c	0	1000	0		Lipid & Cell Wall Metabolism
CDPDSP	CDPdiacylglycerol-serine O-phosphatidyltransferase	[c] : cdpdag + ser-L --> cmp + h + ps	Irreversible	c	0	1000	0		Lipid & Cell Wall Metabolism
KDOPS	2-dehydro-3-deoxy-phosphooctonate aldolase	[c] : ara5p + h2o + pep --> kdo8p + pi	Irreversible	c	0	1000	0		Lipid & Cell Wall Metabolism
UAG2E	UDP-N-acetylglucosamine 2-epimerase	[c] : uacgam <==> uacmam	Reversible	c	-1000	1000	0		Lipid & Cell Wall Metabolism
UAG2EMA	UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis)	[c] : h2o + uacgam <==> acmana + h + udp	Reversible	c	-1000	1000	0		Lipid & Cell Wall Metabolism
UAGCVT	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	[c] : pep + uacgam --> pi + uaccg	Irreversible	c	0	1000	0		Lipid & Cell Wall Metabolism
UAMAGS	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	[c] : atp + glu-D + uama --> adp + h + pi + uamag	Irreversible	c	0	1000	0		Lipid & Cell Wall Metabolism
UDPG4E	UDPglucose 4-epimerase	[c] : udpg <==> udpgal	Reversible	c	-1000	1000	0		Lipid & Cell Wall Metabolism
UDPGD	UDPglucose 6-dehydrogenase	[c] : h2o + (2) nad + udpg <==> (3) h + (2) nadh + udpglcur	Reversible	c	-1000	1000	0		Lipid & Cell Wall Metabolism
ACACT10rr	acetyl-CoA C-acyltransferase (2-Methyl-3-acetoacetyl-CoA)	[c] : 2maacoa + coa <==> accoa + ppcoa	Reversible	c	-1000	1000	0		Lipids
ACACT2r	acetyl-CoA C-acyltransferase (butanoyl-CoA)	[c] : accoa + btcoa <==> 3ohcoa + coa	Reversible	c	-1000	1000	0		Lipids
ACACT3r	acetyl-CoA C-acyltransferase (hexanoyl-CoA)	[c] : accoa + hxcoa <==> 3oocoa + coa	Reversible	c	-1000	1000	0		Lipids
ACACT4r	acetyl-CoA C-acyltransferase (octanoyl-CoA)	[c] : accoa + occoa <==> 3odcoa + coa	Reversible	c	-1000	1000	0		Lipids
ACACT5r	acetyl-CoA C-acyltransferase (decanoyl-CoA)	[c] : accoa + dccoa <==> 3oddcoa + coa	Reversible	c	-1000	1000	0		Lipids
ACACT6r	acetyl-CoA C-acyltransferase (dodecanoyl-CoA)	[c] : accoa + ddcoa <==> 3otdcoa + coa	Reversible	c	-1000	1000	0		Lipids
ACACT7r	acetyl-CoA C-acyltransferase (tetradecanoyl-CoA)	[c] : accoa + tdcoa <==> 3ohdcoa + coa	Reversible	c	-1000	1000	0		Lipids
ACOAD1	acyl-CoA dehydrogenase (butanoyl-CoA)	[c] : b2coa + h + nadh <==> btcoa + nad	Reversible	c	-1000	1000	0		Lipids
ACOAD19	acyl-CoA dehydrogenase (isobutyryl-CoA)	[c] : (2) ibcoa + o2 --> (2) 2mp2coa + (2) h2o	Irreversible	c	0	1000	0		Lipids
ACOAD2	acyl-CoA dehydrogenase (hexanoyl-CoA)	[c] : h + hx2coa + nadh <==> hxcoa + nad	Reversible	c	-1000	1000	0		Lipids
ACOAD20	acyl-CoA dehydrogenase (2-methylbutnoyl-CoA)	[c] : (2) 2mbcoa + o2 --> (2) 2mb2coa + (2) h2o	Irreversible	c	0	1000	0		Lipids
ACOAD3	acyl-CoA dehydrogenase (octanoyl-CoA)	[c] : nad + occoa <==> h + nadh + oc2coa	Reversible	c	-1000	1000	0		Lipids
ACOAD4	acyl-CoA dehydrogenase (decanoyl-CoA)	[c] : dccoa + nad <==> dc2coa + h + nadh	Reversible	c	-1000	1000	0		Lipids
ACOAD5	acyl-CoA dehydrogenase (dodecanoyl-CoA)	[c] : ddcoa + nad <==> h + nadh + trans-dd2coa	Reversible	c	-1000	1000	0		Lipids
ACOAD6	acyl-CoA dehydrogenase (tetradecanoyl-CoA)	[c] : nad + tdcoa <==> h + nadh + td2coa	Reversible	c	-1000	1000	0		Lipids
ACOAD7	acyl-CoA dehydrogenase (hexadecanoyl-CoA)	[c] : nad + pmtcoa <==> h + hdd2coa + nadh	Reversible	c	-1000	1000	0		Lipids
ECOAH1	3-hydroxyacyl-CoA dehydratase (3-hydroxybutanoyl-CoA)	[c] : 3hbycoa <==> b2coa + h2o	Reversible	c	-1000	1000	0		Lipids
ECOAH2	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexanoyl-CoA)	[c] : 3hhcoa <==> h2o + hx2coa	Reversible	c	-1000	1000	0		Lipids
ECOAH3	3-hydroxyacyl-CoA dehydratase (3-hydroxyoctanoyl-CoA)	[c] : 3hocoa <==> h2o + oc2coa	Reversible	c	-1000	1000	0		Lipids
ECOAH4	3-hydroxyacyl-CoA dehydratase (3-hydroxydecanoyl-CoA)	[c] : 3hdcoa <==> dc2coa + h2o	Reversible	c	-1000	1000	0		Lipids
ECOAH5	3-hydroxyacyl-CoA dehydratase (3-hydroxydodecanoyl-CoA)	[c] : 3hddcoa <==> h2o + trans-dd2coa	Reversible	c	-1000	1000	0		Lipids
ECOAH6	3-hydroxyacyl-CoA dehydratase (3-hydroxytetradecanoyl-CoA)	[c] : 3htdcoa <==> h2o + td2coa	Reversible	c	-1000	1000	0		Lipids
ECOAH7	3-hydroxyacyl-CoA dehydratase (3-hydroxyhexadecanoyl-CoA)	[c] : 3hhdcoa <==> h2o + hdd2coa	Reversible	c	-1000	1000	0		Lipids
FACOAL140(ISO)	fatty-acid--CoA ligase (Iso-C14:0)	[c] : atp + coa + fa1 <==> amp + fa1coa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL150(anteiso)	fatty-acid--CoA ligase (anteiso-C15:0)	[c] : atp + coa + fa4 <==> amp + fa4coa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL150(ISO)	fatty-acid--CoA ligase (Iso-C15:0)	[c] : atp + coa + fa3 <==> amp + fa3coa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL160	fatty-acid--CoA ligase (hexadecanoate)	[c] : atp + coa + hdca <==> amp + pmtcoa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL160(ISO)	fatty-acid--CoA ligase (Iso-C16:0)	[c] : atp + coa + fa6 <==> amp + fa6coa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL161	fatty-acid--CoA ligase (hexadecenoate)	[c] : atp + coa + hdcea <==> amp + hdcoa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL161(ISO)	fatty-acid--CoA ligase (Iso-C16:1)	[c] : atp + coa + fa5 <==> amp + fa5coa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL170(anteiso)	fatty-acid--CoA ligase (anteiso-C17:0)	[c] : atp + coa + fa12 <==> amp + fa12coa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL170(ISO)	fatty-acid--CoA ligase (Iso-C17:0)	[c] : atp + coa + fa11 <==> amp + fa11coa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL171(anteiso)	fatty-acid--CoA ligase (anteiso-C17:1)	[c] : atp + coa + fa10 <==> amp + fa10coa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL171(ISO)	fatty-acid--CoA ligase (Iso-C17:1)	[c] : atp + coa + fa9 <==> amp + fa9coa + ppi	Reversible	c	-1000	1000	0		Lipids
FACOAL180	fatty-acid--CoA ligase (octadecanoate)	[c] : atp + coa + ocdca <==> amp + ppi + strcoa	Reversible	c	-1000	1000	0		Lipids
FACOAL181	fatty-acid--CoA ligase (octadecenoate)	[c] : atp + coa + ocdcea <==> amp + odecoa + ppi	Reversible	c	-1000	1000	0		Lipids
HACD2	3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA)	[c] : 3ohcoa + h + nadh <==> 3hhcoa + nad	Reversible	c	-1000	1000	0		Lipids
HACD3	3-hydroxyacyl-CoA dehydrogenase (3-oxooctanoyl-CoA)	[c] : 3oocoa + h + nadh <==> 3hocoa + nad	Reversible	c	-1000	1000	0		Lipids
HACD4	3-hydroxyacyl-CoA dehydrogenase (3-oxodecanoyl-CoA)	[c] : 3odcoa + h + nadh <==> 3hdcoa + nad	Reversible	c	-1000	1000	0		Lipids
HACD5	3-hydroxyacyl-CoA dehydrogenase (3-oxododecanoyl-CoA)	[c] : 3oddcoa + h + nadh <==> 3hddcoa + nad	Reversible	c	-1000	1000	0		Lipids
HACD6	3-hydroxyacyl-CoA dehydrogenase (3-oxotetradecanoyl-CoA)	[c] : 3otdcoa + h + nadh <==> 3htdcoa + nad	Reversible	c	-1000	1000	0		Lipids
HACD7	3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA)	[c] : 3ohdcoa + h + nadh <==> 3hhdcoa + nad	Reversible	c	-1000	1000	0		Lipids
HACD8	3-hydroxyacyl-CoA dehydrogenase (2-Methylacetoacetyl-CoA)	[c] : 3hmbcoa + nad <==> 2maacoa + h + nadh	Reversible	c	-1000	1000	0		Lipids
HACOADr	3-hydroxyacyl-CoA dehydrogenase	[c] : 3hmp + nad --> h + mmalsa-S + nadh	Irreversible	c	0	1000	0		Lipids
HMGL	hydroxymethylglutaryl-CoA lyase	[c] : hmgcoa --> acac + accoa	Irreversible	c	0	1000	0		Lipids
DNASYN_Eco	DNA replication, E. coli	[c] : (100) atp + (25) datp + (25) dctp + (25) dgtp + (25) dttp + (100) h2o --> (100) adp + dna_Eco + (100) h + (100) pi + (100) ppi	Irreversible	c	0	1000	0		Macromolecule Synthesis
PLIPSYN_Eco	Phospholipid synthesis reaction, E. coli	[c] : (0.057) clpn_EC + (2) h2o + (0.688) pe_EC + (0.193) pg_EC + (0.062) ps_EC --> (0.5) pi + plipid_Eco	Irreversible	c	0	1000	0		Macromolecule Synthesis
PROTSYN_Eco	Protein synthesis, E. coli	[c] : (103) alatrna + (59) argtrna + (48) asntrna + (48) asptrna + (18) cystrna + (53) glntrna + (53) glutrna + (53) glytrna + (2000) gtp + (2000) h2o + (19) histrna + (58) iletrna + (90) leutrna + (69) lystrna + (31) mettrna + (37) phetrna + (44) protrna + (43) sertrna + (51) thrtrna + (11) trptrna + (28) tyrtrna + (85) valtrna --> (2000) gdp + (3001) h + (2000) pi + protein_Eco + (103) trnaala + (59) trnaarg + (48) trnaasn + (48) trnaasp + (18) trnacys + (53) trnagln + (53) trnaglu + (53) trnagly + (19) trnahis + (58) trnaile + (90) trnaleu + (69) trnalys + (31) trnamet + (37) trnaphe + (44) trnapro + (43) trnaser + (51) trnathr + (11) trnatrp + (28) trnatyr + (85) trnaval	Irreversible	c	0	1000	0		Macromolecule Synthesis
RNASYN_Eco	RNA replication, E. coli	[c] : (126) atp + (20) ctp + (32) gtp + (100) h2o + (22) utp --> (100) adp + (100) h + (100) pi + (100) ppi + rna_Eco	Irreversible	c	0	1000	0		Macromolecule Synthesis
HEMEOS	Heme O synthase	[c] : frdp + h2o + pheme --> h + hemeO + ppi	Irreversible	c	0	1000	0		Membrane bioenergetics
ACACT1r	acetyl-CoA C-acetyltransferase	[c] : (2) accoa <==> aacoa + coa	Reversible	c	-1000	1000	0		Membrane Lipid Metabolism
ACCOAC	acetyl-CoA carboxylase	[c] : accoa + atp + hco3 --> adp + h + malcoa + pi	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
ACOAD8	acyl-CoA dehydrogenase (isovaleryl-CoA)	[c] : ivcoa + nad --> 3mb2coa + h + nadh	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
ACOATA	Acetyl-CoA ACP transacylase	[c] : ACP + accoa <==> acACP + coa	Reversible	c	-1000	1000	0		Membrane Lipid Metabolism
C120SN	Fatty acid biosynthesis (n-C12:0)	[c] : actACP + (14) h + (4) malACP + (10) nadph --> (4) ACP + (4) co2 + ddcaACP + (5) h2o + (10) nadp	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
C140SN	Fatty acid biosynthesis (n-C14:0)	[c] : actACP + (17) h + (5) malACP + (12) nadph --> (5) ACP + (5) co2 + (6) h2o + myrsACP + (12) nadp	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
C141SN	Fatty acid biosynthesis (n-C14:1)	[c] : actACP + (16) h + (5) malACP + (11) nadph --> (5) ACP + (5) co2 + (6) h2o + (11) nadp + tdeACP	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
C160SN	Fatty acid biosynthesis (n-C16:0)	[c] : actACP + (20) h + (6) malACP + (14) nadph --> (6) ACP + (6) co2 + (7) h2o + (14) nadp + palmACP	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
C161SN	Fatty acid biosynthesis (n-C16:1)	[c] : actACP + (19) h + (6) malACP + (13) nadph --> (6) ACP + (6) co2 + (7) h2o + hdeACP + (13) nadp	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
C181SN	Fatty acid biosynthesis (n-C18:1)	[c] : actACP + (22) h + (7) malACP + (15) nadph --> (7) ACP + (7) co2 + (8) h2o + (15) nadp + octeACP	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
CLPNS_EC	Cardiolipin Synthase (E.coli)	[c] : (0.04) pg_EC <==> (0.02) clpn_EC + glyc	Reversible	c	-1000	1000	0		Membrane Lipid Metabolism
DASYN_EC	CDP-Diacylglycerol synthetase (Ecoli)	[c] : ctp + h + (0.02) pa_EC <==> (0.02) cdpdag_EC + ppi	Reversible	c	-1000	1000	0		Membrane Lipid Metabolism
KAS15	b-ketoacyl synthase	[c] : accoa + h + malACP --> actACP + co2 + coa	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
KAS16	3-hydroxy-myristoyl-ACP synthesis	[c] : ddcaACP + (2) h + malACP + nadph --> 3htdACP + ACP + co2 + nadp	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
MCOATA	Malonyl-CoA-ACP transacylase	[c] : ACP + malcoa <==> coa + malACP	Reversible	c	-1000	1000	0		Membrane Lipid Metabolism
PASYN_EC	Phosphatidic acid synthase (Ecoli)	[c] : glyc3p + (0.322) hdeACP + (0.208) myrsACP + (0.373) octeACP + (0.982) palmACP + (0.115) tdeACP --> (2) ACP + (0.02) pa_EC	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
PGPP_EC	Phosphatidylglycerol phosphate phosphatase (Ecoli)	[c] : h2o + (0.02) pgp_EC --> (0.02) pg_EC + pi	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
PGSA_EC	Phosphatidylglycerol synthase (Ecoli)	[c] : (0.02) cdpdag_EC + glyc3p <==> cmp + h + (0.02) pgp_EC	Reversible	c	-1000	1000	0		Membrane Lipid Metabolism
PSD_EC	Phosphatidylserine decarboxylase (Ecoli)	[c] : h + (0.02) ps_EC --> co2 + (0.02) pe_EC	Irreversible	c	0	1000	0		Membrane Lipid Metabolism
PSSA_EC	Phosphatidylserine syntase (Ecoli)	[c] : (0.02) cdpdag_EC + ser-L <==> cmp + h + (0.02) ps_EC	Reversible	c	-1000	1000	0		Membrane Lipid Metabolism
AHCYSNS	adenosylhomocysteine nucleosidase	[c] : ahcys + h2o --> ade + rhcys	Irreversible	c	0	1000	0		Methionine Metabolism
CYSTL	cystathionine b-lyase	[c] : cysth-L + h2o --> hcys-L + nh4 + pyr	Irreversible	c	0	1000	0		Methionine Metabolism
DHPTDC	4,5-dihydroxy-2,3-pentanedione cyclization (spontaneous)	[c] : dhptd --> h2o + hmfurn	Irreversible	c	0	1000	0		Methionine Metabolism
METAT	methionine adenosyltransferase	[c] : atp + h2o + met-L --> amet + pi + ppi	Irreversible	c	0	1000	0		Methionine Metabolism
METS	methionine synthase	[c] : 5mthf + hcys-L --> h + met-L + thf	Irreversible	c	0	1000	0		Methionine Metabolism
METTRS	Methionyl-tRNA synthetase	[c] : atp + met-L + trnamet --> amp + mettrna + ppi	Irreversible	c	0	1000	0		Methionine Metabolism
RHCCE	S-ribosylhomocysteine cleavage enzyme	[c] : rhcys --> dhptd + hcys-L	Irreversible	c	0	1000	0		Methionine Metabolism
GLYOX	hydroxyacylglutathione hydrolase	[c] : h2o + lgt-S --> gthrd + h + lac-D	Irreversible	c	0	1000	0		Methylglyoxal Metabolism
LGTHL	lactoylglutathione lyase	[c] : gthrd + mthgxl --> lgt-S	Irreversible	c	0	1000	0		Methylglyoxal Metabolism
ALLTAH	allantoicase	[c] : alltt + h2o --> urdglyc + urea	Irreversible	c	0	1000	0		Nitrogen
CYNTAH	Cyanate aminohydrolase	[c] : cynt + (3) h + hco3 --> (2) co2 + nh4	Irreversible	c	0	1000	0		Nitrogen
DDGALK	2-dehydro-3-deoxygalactonokinase	[c] : 2dh3dgal + atp --> 2dh3dgal6p + adp + h	Irreversible	c	0	1000	0		Nitrogen
NH4OHD	NH4OH dissociation	[c] : h + nh4oh <==> h2o + nh4	Reversible	c	-1000	1000	0		Nitrogen Metabolism
AICART	phosphoribosylaminoimidazolecarboxamide formyltransferase	[c] : 10fthf + aicar <==> fprica + thf	Reversible	c	-1000	1000	0		Nucleotide Metabolism
ASPCT	aspartate carbamoyltransferase	[c] : asp-L + cbp --> cbasp + h + pi	Irreversible	c	0	1000	0		Nucleotide Metabolism
CSND	Cytosine deaminase	[c] : csn + h + h2o --> nh4 + ura	Irreversible	c	0	1000	0		Nucleotide Metabolism
DGTPH	dGTPase	[c] : dgtp + h2o --> dgsn + pppi	Irreversible	c	0	1000	0		Nucleotide Metabolism
DTMPK	dTMP kinase	[c] : atp + dtmp <==> adp + dtdp	Reversible	c	-1000	1000	0		Nucleotide Metabolism
IMPC	IMP cyclohydrolase	[c] : h2o + imp <==> fprica	Reversible	c	-1000	1000	0		Nucleotide Metabolism
IMPD	IMP dehydrogenase	[c] : h2o + imp + nad --> h + nadh + xmp	Irreversible	c	0	1000	0		Nucleotide Metabolism
ITPASE	dITP pyrophosphatase	[c] : ditp + h2o --> dimp + ppi	Irreversible	c	0	1000	0		Nucleotide Metabolism
MCSNAH1r	5-Methylcytosine aminohydrolase	[c] : 5mcsn + h + h2o <==> nh4 + thym	Reversible	c	-1000	1000	0		Nucleotide Metabolism
MTAP	5'-methylthioadenosine phosphorylase	[c] : 5mta + pi --> 5mdr1p + ade	Irreversible	c	0	1000	0		Nucleotide Metabolism
OMPDC	orotidine-5'-phosphate decarboxylase	[c] : h + orot5p --> co2 + ump	Irreversible	c	0	1000	0		Nucleotide Metabolism
PRASCS	phosphoribosylaminoimidazolesuccinocarboxamide synthase	[c] : 5aizc + asp-L + atp <==> 25aics + adp + h + pi	Reversible	c	-1000	1000	0		Nucleotide Metabolism
URIDK1	uridylate kinase (UMP)	[c] : atp + ump --> adp + udp	Irreversible	c	0	1000	0		Nucleotide Metabolism
URIDK2	uridylate kinase (dUMP)	[c] : atp + dump --> adp + dudp	Irreversible	c	0	1000	0		Nucleotide Metabolism
XTPASE	XTP pyrophosphatase	[c] : h2o + xtp --> h + ppi + xmp	Irreversible	c	0	1000	0		Nucleotide Metabolism
ADA	Adenosine deaminase	[c] : adn + h + h2o --> ins + nh4	Irreversible	c	0	1000	0		Nucleotide Salvage Pathways
ADD	adenine deaminase	[c] : ade + h + h2o --> hxan + nh4	Irreversible	c	0	1000	0		Nucleotide Salvage Pathways
ADK1	adenylate kinase	[c] : amp + atp <==> (2) adp	Reversible	c	-1000	1000	0		Nucleotide Salvage Pathways
ADK3	guanylate kinase (aMP:gTP)	[c] : amp + gtp <==> adp + gdp	Reversible	c	-1000	1000	0		Nucleotide Salvage Pathways
ADK4	adentylate kinase (ITP)	[c] : amp + itp <==> adp + idp	Reversible	c	-1000	1000	0		Nucleotide Salvage Pathways
ADNK1	adenosine kinase	[c] : adn + atp --> adp + amp + h	Irreversible	c	0	1000	0		Nucleotide Salvage Pathways
ADPT	adenine phosphoribosyltransferase	[c] : ade + prpp --> amp + ppi	Irreversible	c	0	1000	0		Nucleotide Salvage Pathways
AMPN	AMP nucleosidase	[c] : amp + h2o --> ade + r5p	Irreversible	c	0	1000	0		Nucleotide Salvage Pathways
AP4AH	bis(5'-nucleosyl)-tetraphosphatase	[c] : ap4a + h2o --> (2) adp + (2) h	Irreversible	c	0	1000	0		Nucleotide Salvage Pathways
AP5AH	Ap5A hydrolase	[c] : ap5a + h2o --> adp + atp + (2) h	Irreversible	c	0	1000	0		Nucleotide Salvage Pathways
