name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Thiolapillus	1608298	G	23	0	23	0.00000
Sedimenticola	349742	G	21	0	21	0.00000
Guyparkeria	2035712	G	60	1	61	0.00001
Sulfuriflexus	1860077	G	17	0	17	0.00000
Granulosicoccus	437504	G	16	0	16	0.00000
Halothiobacillus	109262	G	25	0	25	0.00000
Wenzhouxiangella	1676142	G	10	0	10	0.00000
Aeromonas	642	G	915	2650	3565	0.00049
Oceanimonas	129577	G	57	0	57	0.00001
Zobellella	347533	G	33	0	33	0.00000
Pseudaeromonas	1929090	G	19	0	19	0.00000
Dongshaea	2802288	G	12	0	12	0.00000
Tolumonas	43947	G	10	0	10	0.00000
Oceanisphaera	225143	G	10	0	10	0.00000
Succinivibrio	83770	G	63	0	63	0.00001
Microbulbifer	48073	G	312	3	315	0.00004
Teredinibacter	2425	G	93	0	93	0.00001
Cellvibrio	10	G	40	0	40	0.00001
Simiduia	447467	G	20	0	20	0.00000
Maricurvus	1122283	G	15	0	15	0.00000
Gilvimarinus	940550	G	14	0	14	0.00000
Marinimicrobium	359337	G	12	0	12	0.00000
Halioglobus	1217416	G	52	0	52	0.00001
Luminiphilus	1341118	G	20	0	20	0.00000
Congregibacter	393661	G	18	1	19	0.00000
Kineobactrum	2678529	G	15	0	15	0.00000
Spongiibacter	630749	G	25	2	27	0.00000
Methylomonas	416	G	195	0	195	0.00003
Methylococcus	413	G	104	2	106	0.00001
Methylobacter	429	G	49	0	49	0.00001
Methylomicrobium	39773	G	40	0	40	0.00001
Methylovulum	762296	G	40	0	40	0.00001
Methylomagnum	1760987	G	36	0	36	0.00000
Methylocaldum	73778	G	29	0	29	0.00000
Candidatus Methylocalor	3135206	G	22	0	22	0.00000
Candidatus Methylospira	1808977	G	20	0	20	0.00000
Methylogaea	1295378	G	18	0	18	0.00000
Methylotuvimicrobium	2822410	G	18	0	18	0.00000
Methylomarinovum	1486720	G	45	0	45	0.00001
Thiomicrorhabdus	2039723	G	57	0	57	0.00001
Piscirickettsia	1237	G	37	0	37	0.00001
Thiomicrospira	933	G	23	2	25	0.00000
Methylophaga	40222	G	22	0	22	0.00000
Thiosulfativibrio	2781120	G	21	0	21	0.00000
Hydrogenovibrio	28884	G	13	10	23	0.00000
Francisella	262	G	94	0	94	0.00001
Thiothrix	1030	G	80	0	80	0.00001
Legionella	445	G	272	2	274	0.00004
Rickettsiella	59195	G	29	0	29	0.00000
Coxiella	776	G	17	29	46	0.00001
Hydrocarboniphaga	243627	G	42	2	44	0.00001
Solimonas	413435	G	37	1	38	0.00001
Nevskia	64001	G	36	2	38	0.00001
Sinimarinibacterium	1861863	G	20	0	20	0.00000
Algiphilus	1266053	G	26	0	26	0.00000
Candidatus Pseudothioglobus	2841677	G	25	0	25	0.00000
Candidatus Thiodubiliella	2738885	G	21	0	21	0.00000
Candidatus Vesicomyidisocius	2732587	G	16	0	16	0.00000
Candidatus Vondammii	2686004	G	16	12	28	0.00000
Celerinatantimonas	412033	G	24	0	24	0.00000
Candidatus Reidiella	2738850	G	11	0	11	0.00000
Gilliamella	1193503	G	61	0	61	0.00001
Orbus	743714	G	16	0	16	0.00000
Cardiobacterium	2717	G	48	1	49	0.00001
Suttonella	13275	G	16	0	16	0.00000
Ignatzschineria	112008	G	14	0	14	0.00000
Sulfurifustis	1692042	G	42	0	42	0.00001
Sulfuricaulis	1744881	G	16	0	16	0.00000
Acidiferrobacter	986106	G	12	0	12	0.00000
Thiohalobacter	1273155	G	38	0	38	0.00001
Immundisolibacter	1934947	G	32	0	32	0.00000
Kangiella	261963	G	31	0	31	0.00000
Sulfurivermis	2034504	G	26	0	26	0.00000
Candidatus Spongiihabitans	3033996	G	25	0	25	0.00000
Candidatus Portiera	235572	G	23	0	23	0.00000
Woeseia	1738655	G	17	0	17	0.00000
Salinisphaera	180541	G	17	0	17	0.00000
Xanthobacter	279	G	3646	117	3763	0.00051
Ancylobacter	99	G	171	5	176	0.00002
Labrys	204476	G	44	0	44	0.00001
Starkeya	152053	G	34	0	34	0.00000
Aquabacter	45402	G	30	0	30	0.00000
Pseudolabrys	556257	G	24	0	24	0.00000
Azorhizobium	6	G	22	0	22	0.00000
Bartonella	773	G	3736	30	3766	0.00051
Rhizobium	379	G	1331	84	1415	0.00019
Agrobacterium	357	G	519	258	777	0.00011
Neorhizobium	1525371	G	137	47	184	0.00003
Pararhizobium	1612611	G	92	4	96	0.00001
Allorhizobium	78526	G	27	2	29	0.00000
Sinorhizobium	28105	G	254	23	277	0.00004
Ensifer	106591	G	158	9	167	0.00002
Shinella	323620	G	193	36	229	0.00003
Hoeflea	274591	G	106	2	108	0.00001
Georhizobium	2661800	G	27	0	27	0.00000
Liberibacter	34019	G	18	0	18	0.00000
Peteryoungia	2853332	G	17	1	18	0.00000
Aliirhizobium	3070965	G	17	1	18	0.00000
Ciceribacter	1648508	G	11	0	11	0.00000
Lentilitoribacter	1649463	G	11	0	11	0.00000
Bradyrhizobium	374	G	2121	358	2479	0.00034
Rhodopseudomonas	1073	G	203	4	207	0.00003
Tardiphaga	1395974	G	73	1	74	0.00001
Afipia	1033	G	62	5	67	0.00001
Nitrobacter	911	G	22	0	22	0.00000
Mesorhizobium	68287	G	882	43	925	0.00013
Nitratireductor	245876	G	160	6	166	0.00002
Phyllobacterium	28100	G	80	1	81	0.00001
Aminobacter	31988	G	80	14	94	0.00001
Aquibium	2911176	G	46	1	47	0.00001
Terribium	3143704	G	31	2	33	0.00000
Chelativorans	449972	G	24	1	25	0.00000
Methylobacterium	407	G	537	26	563	0.00008
Microvirga	186650	G	183	2	185	0.00003
Methylorubrum	2282523	G	75	13	88	0.00001
Devosia	46913	G	347	5	352	0.00005
Pelagibacterium	1082930	G	83	5	88	0.00001
Paradevosia	1573407	G	37	1	38	0.00001
Maritalea	623276	G	23	0	23	0.00000
Roseibium	150830	G	201	38	239	0.00003
Stappia	152161	G	117	5	122	0.00002
Breoghania	1406135	G	40	0	40	0.00001
Pannonibacter	227873	G	28	6	34	0.00000
Labrenzia	478070	G	17	3	20	0.00000
Pseudovibrio	258255	G	16	0	16	0.00000
Bosea	85413	G	353	6	359	0.00005
Aureimonas	414371	G	159	7	166	0.00002
Martelella	293088	G	93	5	98	0.00001
Antarcticirhabdus	3042730	G	41	2	43	0.00001
Jiella	1775688	G	17	0	17	0.00000
Aurantimonas	182269	G	12	0	12	0.00000
Methylocystis	133	G	162	6	168	0.00002
Methylosinus	425	G	79	5	84	0.00001
Brucella	234	G	156	97	253	0.00003
Pseudochrobactrum	354349	G	50	1	51	0.00001
Hyphomicrobium	81	G	101	2	103	0.00001
Rhodomicrobium	1068	G	36	1	37	0.00001
Methyloceanibacter	1484898	G	22	1	23	0.00000
Rhodoplanes	29407	G	16	0	16	0.00000
Methyloligella	1485594	G	16	0	16	0.00000
Oricola	1594166	G	60	2	62	0.00001
Oceaniradius	2679892	G	32	6	38	0.00001
Roseitalea	1915401	G	19	1	20	0.00000
Ahrensia	152180	G	16	0	16	0.00000
Reyranella	445219	G	117	1	118	0.00002
Pyruvatibacter	1742974	G	39	0	39	0.00001
Kaustia	2838250	G	20	0	20	0.00000
Anderseniella	444432	G	17	0	17	0.00000
Parvibaculum	256616	G	14	1	15	0.00000
Candidatus Phaeomarinobacter	1541445	G	14	0	14	0.00000
Phreatobacter	1632780	G	92	2	94	0.00001
Methylovirgula	1156568	G	46	0	46	0.00001
Methylocella	120652	G	24	0	24	0.00000
Cohaesibacter	655352	G	63	0	63	0.00001
Acuticoccus	1904377	G	62	0	62	0.00001
Pleomorphomonas	261933	G	35	1	36	0.00000
Hartmannibacter	1572860	G	21	0	21	0.00000
Nordella	169055	G	24	0	24	0.00000
Enhydrobacter	212791	G	10	0	10	0.00000
Blastochloris	59282	G	44	1	45	0.00001
Alsobacter	1502180	G	38	1	39	0.00001
Bauldia	1145345	G	22	0	22	0.00000
Kaistia	166953	G	13	0	13	0.00000
Salinarimonas	690086	G	28	1	29	0.00000
Lichenihabitans	2723776	G	27	0	27	0.00000
Aestuariivirga	2650923	G	26	0	26	0.00000
Terrirubrum	3142786	G	24	0	24	0.00000
Chelatococcus	28209	G	19	0	19	0.00000
Rhodoligotrophos	987053	G	19	0	19	0.00000
Chenggangzhangella	2041902	G	19	0	19	0.00000
Coralliovum	3228940	G	15	0	15	0.00000
Salaquimonas	2712688	G	11	0	11	0.00000
Paracoccus	265	G	858	1422	2280	0.00031
Cereibacter	1653176	G	68	1	69	0.00001
Pseudooceanicola	1679449	G	61	0	61	0.00001
Rhodovulum	34008	G	55	0	55	0.00001
Thioclava	285107	G	48	0	48	0.00001
Yoonia	2211641	G	48	0	48	0.00001
Gymnodinialimonas	2937410	G	44	0	44	0.00001
Tabrizicola	1443919	G	41	0	41	0.00001
Pukyongiella	2831925	G	39	1	40	0.00001
Limimaricola	2211638	G	38	0	38	0.00001
Pontivivens	1844015	G	35	0	35	0.00000
Frigidibacter	1775705	G	32	2	34	0.00000
Paroceanicella	2683599	G	31	0	31	0.00000
Tritonibacter	2083206	G	30	0	30	0.00000
Roseinatronobacter	121820	G	27	0	27	0.00000
Polymorphum	991903	G	26	2	28	0.00000
Roseicitreum	1209946	G	26	0	26	0.00000
Pikeienuella	2831955	G	25	0	25	0.00000
Pacificitalea	2846749	G	24	0	24	0.00000
Pseudogemmobacter	2663134	G	23	0	23	0.00000
Profundibacter	2778525	G	23	0	23	0.00000
Pelagovum	2795377	G	22	0	22	0.00000
Pseudoroseicyclus	1813601	G	21	0	21	0.00000
Nioella	1775424	G	19	0	19	0.00000
Falsirhodobacter	1434002	G	19	0	19	0.00000
Arenibacterium	2824249	G	18	0	18	0.00000
Silicimonas	1955420	G	18	0	18	0.00000
Paragemmobacter	3143992	G	17	0	17	0.00000
Marivivens	1759396	G	16	0	16	0.00000
Neotabrizicola	2946607	G	16	0	16	0.00000
Pseudophaeobacter	1541822	G	15	0	15	0.00000
Brevirhabdus	1855413	G	14	0	14	0.00000
Parasedimentitalea	2738399	G	14	0	14	0.00000
Fuscovulum	2818469	G	14	0	14	0.00000
Amaricoccus	56999	G	13	0	13	0.00000
Haematobacter	366614	G	13	1	14	0.00000
Rhodophyticola	2680018	G	12	0	12	0.00000
Gemmobacter	204456	G	12	0	12	0.00000
Fontisubflavum	3118803	G	11	0	11	0.00000
Abyssibius	3029205	G	11	0	11	0.00000
Albidovulum	205889	G	11	0	11	0.00000
Aliiroseovarius	1658781	G	10	0	10	0.00000
Sulfitobacter	60136	G	345	20	365	0.00005
Roseovarius	74030	G	243	9	252	0.00003
Leisingera	191028	G	171	8	179	0.00002
Phaeobacter	302485	G	130	9	139	0.00002
Alloyangia	2919626	G	96	2	98	0.00001
Ruegeria	97050	G	82	2	84	0.00001
Roseivivax	93682	G	68	1	69	0.00001
Thalassovita	335927	G	67	0	67	0.00001
Jannaschia	188905	G	55	0	55	0.00001
Salipiger	263377	G	52	6	58	0.00001
Mameliella	1434019	G	48	1	49	0.00001
Celeribacter	875170	G	45	3	48	0.00001
Ketogulonicigenium	92944	G	42	1	43	0.00001
Roseicyclus	336277	G	42	0	42	0.00001
Tateyamaria	299261	G	33	0	33	0.00000
Pseudosulfitobacter	2854186	G	32	4	36	0.00000
Octadecabacter	53945	G	28	0	28	0.00000
Sagittula	58842	G	27	1	28	0.00000
Marinovum	367771	G	26	1	27	0.00000
Shimia	573139	G	26	0	26	0.00000
Ponticoccus	983507	G	25	0	25	0.00000
Palleronia	315422	G	25	0	25	0.00000
Roseobacter	2433	G	25	0	25	0.00000
Loktanella	245186	G	24	0	24	0.00000
Antarctobacter	74032	G	21	0	21	0.00000
Falsihalocynthiibacter	2854182	G	20	0	20	0.00000
Seohaeicola	481178	G	17	0	17	0.00000
Pelagimonas	1434029	G	16	0	16	0.00000
Tropicibacter	599653	G	15	0	15	0.00000
Thalassococcus	436357	G	12	0	12	0.00000
Oceanicola	252301	G	11	0	11	0.00000
Nereida	282198	G	10	0	10	0.00000
Rhodobacter	1060	G	75	1	76	0.00001
Sphingomonas	13687	G	1082	46	1128	0.00015
Sphingobium	165695	G	540	91	631	0.00009
Novosphingobium	165696	G	423	24	447	0.00006
Sphingopyxis	165697	G	291	20	311	0.00004
Sphingorhabdus	1434046	G	76	0	76	0.00001
Blastomonas	150203	G	75	4	79	0.00001
Rhizorhabdus	1649486	G	57	10	67	0.00001
Sphingomicrobium	1227948	G	42	1	43	0.00001
Parasphingorhabdus	2709685	G	36	0	36	0.00000
Hankyongella	1763827	G	31	1	32	0.00000
Sphingosinithalassobacter	2676233	G	30	2	32	0.00000
Novosphingopyxis	2709686	G	19	3	22	0.00000
Alterisphingorhabdus (ex Yan et al. 2024)	3382518	G	16	0	16	0.00000
Allosphingosinicella	2823232	G	14	0	14	0.00000
Stakelama	1124625	G	12	0	12	0.00000
Erythrobacter	1041	G	169	12	181	0.00002
Porphyrobacter	1111	G	59	6	65	0.00001
Qipengyuania	1855416	G	175	17	192	0.00003
Altererythrobacter	361177	G	67	4	71	0.00001
Croceibacterium	2676755	G	65	3	68	0.00001
Croceicoccus	1295327	G	46	13	59	0.00001
Pelagerythrobacter	2800685	G	43	3	46	0.00001
Tsuneonella	2800686	G	35	2	37	0.00001
Aurantiacibacter	2800681	G	34	2	36	0.00000
Caenibius	2827482	G	20	1	21	0.00000
Paraurantiacibacter	2800682	G	14	0	14	0.00000
Alteriqipengyuania	2800680	G	13	0	13	0.00000
Polymorphobacter	1508451	G	54	0	54	0.00001
Sphingosinicella	335405	G	43	3	46	0.00001
Sandaracinobacteroides	2883109	G	25	0	25	0.00000
Glacieibacterium	2860235	G	19	0	19	0.00000
Zymomonas	541	G	125	13	138	0.00002
Alterirhizorhabdus	3423723	G	13	0	13	0.00000
Azospirillum	191	G	554	11	565	0.00008
Skermanella	204447	G	100	4	104	0.00001
Nitrospirillum	1543705	G	79	1	80	0.00001
Niveispirillum	1543704	G	28	1	29	0.00000
Indioceanicola	2478349	G	24	0	24	0.00000
Magnetospirillum	13134	G	92	10	102	0.00001
Ferrovibrio	1231242	G	77	0	77	0.00001
Rhodospirillum	1081	G	53	1	54	0.00001
Algihabitans	2821512	G	51	0	51	0.00001
Aerophototrophica	2811387	G	30	0	30	0.00000
Hwanghaeella	2605940	G	25	0	25	0.00000
Pararhodospirillum	1612157	G	14	0	14	0.00000
Thalassospira	168934	G	216	2	218	0.00003
Magnetospira	1182780	G	36	0	36	0.00000
Hypericibacter	2705399	G	58	0	58	0.00001
Thalassobaculum	526215	G	33	0	33	0.00000
Nisaea	390876	G	23	0	23	0.00000
Caenispirillum	414051	G	37	0	37	0.00001
Aestuariispira	1647175	G	43	0	43	0.00001
Pelagibius	643951	G	42	0	42	0.00001
Stella	93	G	37	0	37	0.00001
Terasakiella	196080	G	30	0	30	0.00000
Paramagnetospirillum	3031148	G	13	4	17	0.00000
Komagataeibacter	1434011	G	422	23	445	0.00006
Acetobacter	434	G	146	5	151	0.00002
Gluconobacter	441	G	82	2	84	0.00001
Rhodovastum	504465	G	37	0	37	0.00001
Lichenicola	2804525	G	36	0	36	0.00000
Rhodopila	1070	G	32	0	32	0.00000
Granulibacter	364409	G	31	0	31	0.00000
Lichenicoccus	2781897	G	26	0	26	0.00000
Candidatus Kirkpatrickella	3097638	G	24	0	24	0.00000
Gluconacetobacter	89583	G	24	0	24	0.00000
Pararoseomonas	2870712	G	19	2	21	0.00000
Asaia	91914	G	17	1	18	0.00000
Acidibrevibacterium	2603324	G	15	0	15	0.00000
Nguyenibacter	1519186	G	14	0	14	0.00000
Kozakia	153497	G	13	0	13	0.00000
Entomobacter	2811380	G	11	0	11	0.00000
Neoasaia	320496	G	10	0	10	0.00000
Roseomonas	125216	G	322	19	341	0.00005
Sediminicoccus	1706033	G	53	1	54	0.00001
Muricoccus	3409995	G	38	0	38	0.00001
Dankookia	1940143	G	33	0	33	0.00000
Roseococcus	35812	G	24	0	24	0.00000
Humitalea	1223303	G	23	0	23	0.00000
Acidocella	50709	G	36	0	36	0.00000
Acidiphilium	522	G	17	0	17	0.00000
Elioraea	457933	G	25	0	25	0.00000
Brevundimonas	41275	G	456	19	475	0.00006
Caulobacter	75	G	321	15	336	0.00005
Phenylobacterium	20	G	116	6	122	0.00002
Asticcacaulis	76890	G	96	2	98	0.00001
Rickettsia	780	G	87	3	90	0.00001
Candidatus Tisiphia	2996317	G	36	13	49	0.00001
Orientia	69474	G	12	0	12	0.00000
Candidatus Megaera	1742636	G	16	0	16	0.00000
Candidatus Phycorickettsia	2115980	G	16	0	16	0.00000
Wolbachia	953	G	89	5	94	0.00001
Ehrlichia	943	G	27	3	30	0.00000
Glycocaulis	1433402	G	39	3	42	0.00001
Hyphobacterium	2004661	G	38	3	41	0.00001
Oceanicaulis	153232	G	22	2	24	0.00000
Maricaulis	74317	G	18	1	19	0.00000
Litorimonas	1167830	G	20	0	20	0.00000
Fretibacter	1649331	G	11	1	12	0.00000
Tistrella	171436	G	137	7	144	0.00002
Hyphomonas	85	G	93	1	94	0.00001
Candidatus Viadribacter	2892997	G	11	0	11	0.00000
Candidatus Pelagibacter	198251	G	85	0	85	0.00001
Parvularcula	208215	G	27	0	27	0.00000
Aquisalinus	1795639	G	26	0	26	0.00000
Hyphococcus	2038635	G	20	0	20	0.00000
Paremcibacter	2813804	G	36	0	36	0.00000
Emcibacter	1602338	G	20	0	20	0.00000
Luteithermobacter	2813803	G	10	0	10	0.00000
Kordiimonas	288021	G	53	0	53	0.00001
Minwuia	2493629	G	49	0	49	0.00001
Sneathiella	510690	G	41	9	50	0.00001
Candidatus Puniceispirillum	767891	G	20	1	21	0.00000
Burkholderia	32008	G	4148	4637	8785	0.00120
Cupriavidus	106589	G	1457	32	1489	0.00020
Paraburkholderia	1822464	G	896	3	899	0.00012
Ralstonia	48736	G	460	6	466	0.00006
Pandoraea	93217	G	363	4	367	0.00005
Polynucleobacter	44013	G	335	0	335	0.00005
Caballeronia	1827195	G	243	1	244	0.00003
Trinickia	2571160	G	51	0	51	0.00001
Robbsia	2038280	G	46	0	46	0.00001
Lautropia	47670	G	42	0	42	0.00001
Limnobacter	131079	G	36	0	36	0.00000
Pararobbsia	2718863	G	31	0	31	0.00000
Mycetohabitans	2571159	G	28	0	28	0.00000
Mycoavidus	1810868	G	20	0	20	0.00000
Candidatus Vallotiella	2018044	G	19	0	19	0.00000
Imbroritus	3422601	G	19	0	19	0.00000
Sutterella	40544	G	3946	100	4046	0.00055
Duodenibacillus	1980697	G	450	10	460	0.00006
Turicimonas	1918598	G	216	4	220	0.00003
Variovorax	34072	G	978	48	1026	0.00014
Comamonas	283	G	505	41	546	0.00007
Acidovorax	12916	G	375	66	441	0.00006
Hydrogenophaga	47420	G	274	26	300	0.00004
Rhodoferax	28065	G	229	18	247	0.00003
Polaromonas	52972	G	180	2	182	0.00002
Delftia	80865	G	147	49	196	0.00003
Ottowia	219181	G	131	8	139	0.00002
Diaphorobacter	238749	G	110	30	140	0.00002
Limnohabitans	665874	G	97	2	99	0.00001
Ramlibacter	174951	G	83	5	88	0.00001
Paracidovorax	3051137	G	49	31	80	0.00001
Alicycliphilus	201096	G	46	24	70	0.00001
Verminephrobacter	364316	G	31	1	32	0.00000
Melaminivora	1649468	G	28	5	33	0.00000
Paenacidovorax	3051138	G	27	6	33	0.00000
Hylemonella	232523	G	16	0	16	0.00000
Vandammella	2919468	G	15	0	15	0.00000
Brachymonas	28219	G	14	0	14	0.00000
Serpentinimonas	2490452	G	13	0	13	0.00000
Massilia	149698	G	536	61	597	0.00008
Pseudoduganella	1522432	G	293	36	329	0.00004
Duganella	75654	G	88	9	97	0.00001
Telluria	34069	G	51	22	73	0.00001
Rugamonas	212744	G	33	6	39	0.00001
Oxalobacter	846	G	960	11	971	0.00013
Herbaspirillum	963	G	281	11	292	0.00004
Janthinobacterium	29580	G	219	17	236	0.00003
Collimonas	202907	G	75	2	77	0.00001
Undibacterium	401469	G	67	0	67	0.00001
Noviherbaspirillum	1344552	G	41	1	42	0.00001
Achromobacter	222	G	555	42	597	0.00008
Bordetella	517	G	448	38	486	0.00007
Alcaligenes	507	G	136	3	139	0.00002
Pigmentiphaga	152267	G	97	3	100	0.00001
Taylorella	29574	G	93	0	93	0.00001
Castellaniella	359336	G	76	4	80	0.00001
Orrella	1921582	G	50	3	53	0.00001
Paralcaligenes	1148163	G	41	0	41	0.00001
Advenella	290425	G	35	1	36	0.00000
Neopusillimonas	2987605	G	34	2	36	0.00000
Kerstersia	257820	G	30	1	31	0.00000
Oligella	90243	G	27	0	27	0.00000
Pollutimonas	2987599	G	26	4	30	0.00000
Pusillimonas	305976	G	25	1	26	0.00000
Paenalcaligenes	1100891	G	20	0	20	0.00000
Pelistega	106146	G	20	0	20	0.00000
Basilea	1472344	G	14	0	14	0.00000
Roseateles	93681	G	394	9	403	0.00005
Rubrivivax	28067	G	100	6	106	0.00001
Piscinibacter	1114981	G	80	2	82	0.00001
Caldimonas	196013	G	71	4	75	0.00001
Methylibium	316612	G	70	3	73	0.00001
Sphaerotilus	34102	G	64	5	69	0.00001
Leptothrix	88	G	39	2	41	0.00001
Inhella	644355	G	36	1	37	0.00001
Aquincola	391952	G	26	3	29	0.00000
Thiomonas	32012	G	76	0	76	0.00001
Xylophilus	54066	G	69	0	69	0.00001
Tepidimonas	114248	G	58	3	61	0.00001
Piscinibacterium	2066914	G	50	0	50	0.00001
Aquabacterium	92793	G	45	0	45	0.00001
Eleftheria	1597779	G	28	0	28	0.00000
Rhizobacter	212743	G	25	0	25	0.00000
Neisseria	482	G	526	37	563	0.00008
Kingella	32257	G	69	5	74	0.00001
Vitreoscilla	59	G	48	1	49	0.00001
Uruburuella	299568	G	42	1	43	0.00001
Snodgrassella	1193515	G	40	0	40	0.00001
Conchiformibius	334107	G	39	0	39	0.00001
Eikenella	538	G	32	3	35	0.00000
Paralysiella	2898489	G	30	0	30	0.00000
Crenobacter	1654931	G	13	1	14	0.00000
Morococcus	212742	G	11	30	41	0.00001
Chromobacterium	535	G	246	19	265	0.00004
Aquitalea	407217	G	111	11	122	0.00002
Paludibacterium	400060	G	84	3	87	0.00001
Vogesella	57739	G	57	4	61	0.00001
Pseudogulbenkiania	568394	G	17	2	19	0.00000
Iodobacter	32014	G	54	1	55	0.00001
Chitinibacter	230666	G	54	1	55	0.00001
Chitinimonas	240411	G	43	1	44	0.00001
Chitiniphilus	585890	G	36	1	37	0.00001
Jeongeupia	885864	G	36	1	37	0.00001
Deefgea	400947	G	30	0	30	0.00000
Silvimonas	300264	G	24	0	24	0.00000
Chitinolyticbacter	1055692	G	16	0	16	0.00000
Microvirgula	57479	G	32	1	33	0.00000
Laribacter	168470	G	27	2	29	0.00000
Aquaspirillum	187	G	23	0	23	0.00000
Thauera	33057	G	220	21	241	0.00003
Azoarcus	12960	G	103	13	116	0.00002
Nitrogeniibacter	2891294	G	50	0	50	0.00001
Parazoarcus	2891322	G	25	1	26	0.00000
Pseudothauera	2891324	G	16	0	16	0.00000
Pseudazoarcus	2891323	G	10	0	10	0.00000
Dechloromonas	73029	G	193	34	227	0.00003
Ferribacterium	88875	G	33	1	34	0.00000
Azonexus	146936	G	28	8	36	0.00000
Quatrionicoccus	138117	G	17	2	19	0.00000
Azospira	146937	G	125	13	138	0.00002
Niveibacterium	1769726	G	67	0	67	0.00001
Aromatoleum	551759	G	64	8	72	0.00001
Oryzomicrobium	1911577	G	33	1	34	0.00000
Denitratisoma	311181	G	52	3	55	0.00001
Methyloversatilis	378210	G	48	1	49	0.00001
Sulfuricystis	3050898	G	21	1	22	0.00000
Sterolibacterium	157591	G	18	0	18	0.00000
Sulfuritalea	1054211	G	14	0	14	0.00000
Sideroxydans	314343	G	70	1	71	0.00001
Sideroxyarcus	2943286	G	28	0	28	0.00000
Ferrigenium	2249462	G	18	0	18	0.00000
Candidatus Nitrotoga	453161	G	12	0	12	0.00000
Gallionella	96	G	10	0	10	0.00000
Candidatus Methylopumilus	1679002	G	55	0	55	0.00001
Methylobacillus	404	G	31	1	32	0.00000
Methylovorus	81682	G	12	0	12	0.00000
Sulfuriferula	1778653	G	59	1	60	0.00001
Sulfurimicrobium	2772198	G	30	0	30	0.00000
Sulfuricella	935200	G	15	0	15	0.00000
Thiobacillus	919	G	57	5	62	0.00001
Sulfuritortus	1938335	G	23	5	28	0.00000
Nitrosomonas	914	G	49	0	49	0.00001
Nitrosospira	35798	G	30	0	30	0.00000
Usitatibacter	2803845	G	43	0	43	0.00001
Casimicrobium	2706000	G	25	0	25	0.00000
Chitinivorax	1433992	G	18	0	18	0.00000
Candidatus Kinetoplastidibacterium	33055	G	17	0	17	0.00000
Candidatus Accumulibacter	327159	G	14	0	14	0.00000
Ferrovum	416212	G	12	0	12	0.00000
Acidithiobacillus	119977	G	157	0	157	0.00002
Thermithiobacillus	119979	G	18	0	18	0.00000
Mariprofundus	377315	G	24	0	24	0.00000
Akkermansia	239934	G	106641	322	106963	0.01458
Luteolibacter	518753	G	149	0	149	0.00002
Verrucomicrobium	2735	G	96	0	96	0.00001
Roseimicrobium	1348508	G	21	0	21	0.00000
Haloferula	574899	G	15	0	15	0.00000
Fontisphaera	3050007	G	19	0	19	0.00000
Opitutus	178440	G	73	4	77	0.00001
Nibricoccus	2576890	G	33	2	35	0.00000
Termitidicoccus	3126963	G	33	0	33	0.00000
Oleiharenicola	2100741	G	30	3	33	0.00000
Lacunisphaera	1961799	G	28	2	30	0.00000
Synoicihabitans	2892920	G	28	0	28	0.00000
Horticoccus	2986286	G	23	0	23	0.00000
Actomonas	3138693	G	22	0	22	0.00000
Ereboglobus	2028344	G	18	0	18	0.00000
Ruficoccus	2175957	G	25	0	25	0.00000
Rubellicoccus	3138622	G	17	0	17	0.00000
Coraliomargarita	442430	G	41	0	41	0.00001
Methylacidiphilum (ex Ratnadevi et al. 2023)	511745	G	25	0	25	0.00000
Methylacidimicrobium	1541670	G	19	0	19	0.00000
Candidatus Xiphinematobacter	134550	G	10	0	10	0.00000
Stieleria	2795973	G	89	4	93	0.00001
Rosistilla	2795779	G	34	1	35	0.00000
Rhodopirellula	265488	G	33	1	34	0.00000
Roseimaritima	1579506	G	31	0	31	0.00000
Anatilimnocola	2807414	G	30	0	30	0.00000
Bremerella	2714594	G	24	0	24	0.00000
Aureliella	2795605	G	24	0	24	0.00000
Blastopirellula	265487	G	20	0	20	0.00000
Lacipirellula	2691417	G	61	0	61	0.00001
Pirellulimonas	2795783	G	45	0	45	0.00001
Botrimarina	2795782	G	25	0	25	0.00000
Aeoliella	2795781	G	13	0	13	0.00000
Gimesia	1649453	G	116	0	116	0.00002
Schlesneria	656899	G	32	0	32	0.00000
Maioricimonas	2795777	G	31	0	31	0.00000
Planctomyces	118	G	30	3	33	0.00000
Planctellipticum	3132181	G	28	0	28	0.00000
Stratiformator	3076095	G	26	0	26	0.00000
Symmachiella	2795780	G	22	0	22	0.00000
Caulifigura	2795778	G	21	0	21	0.00000
Alienimonas	2714737	G	16	0	16	0.00000
Thalassoglobus	2795865	G	16	0	16	0.00000
Fuerstiella	1936111	G	15	0	15	0.00000
Crateriforma	2714592	G	15	1	16	0.00000
Polystyrenella	2795774	G	10	0	10	0.00000
Singulisphaera	466152	G	96	6	102	0.00001
Tundrisphaera	2029859	G	52	3	55	0.00001
Aquisphaera	1511635	G	38	2	40	0.00001
Tautonia	2680020	G	35	0	35	0.00000
Isosphaera	127	G	19	0	19	0.00000
Paludisphaera	1763521	G	19	1	20	0.00000
Gemmata	113	G	64	0	64	0.00001
Urbifossiella	2807415	G	58	0	58	0.00001
Frigoriglobus	2774146	G	33	0	33	0.00000
Limnoglobus	2731450	G	19	0	19	0.00000
Telmatocola	1382832	G	15	0	15	0.00000
