Id	Description	Flux	Compartment	Equation
rxn05348_c0	Decanoyl-acyl-carrier protein malonyl-acyl-carrier-protein c0	0.9498552	c0	 cpd00067[c0] + cpd11492[c0] + cpd11474[c0] -->  cpd11493[c0] + cpd00011[c0] + cpd11489[c0]
rxn08815_c0	Lysophospholipase L1 2-acylglycerophosphoglycerol n-C18 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15323[c0] -->  cpd00067[c0] + cpd01080[c0] + cpd02090[c0]
rxn06076_c0	2'-Deoxycytidine diphosphate oxidized-thioredoxin 2'-oxidoreductase c0	0.2989079	c0	 cpd11421[c0] + cpd00096[c0] -->  cpd00001[c0] + cpd11420[c0] + cpd00533[c0]
rxn00649_c0	O3-Acetyl-L-serine acetate-lyase adding hydrogen sulfide c0	1.056858	c0	 cpd00239[c0] + cpd00722[c0] -->  cpd00067[c0] + cpd00084[c0] + cpd00029[c0]
rxn03435_c0	R-2 3-Dihydroxy-3-methylpentanoate NADP oxidoreductase c0	-3.39265	c0	 cpd02535[c0] + cpd00006[c0] <--  cpd00067[c0] + cpd00005[c0] + cpd10162[c0]
rxn03891_c0	trans-hexaprenyltranstransferase c0	0.003908795	c0	 cpd00113[c0] + cpd00906[c0] -->  cpd00012[c0] + cpd02590[c0]
rxn02937_c0_PRAIS	2-Formamido-N1-5-phosphoribosylacetamidine cyclo-ligase c0	5.615478	c0	 cpd00002[c0] + cpd02826[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02140[c0]
rxn10537_c0	glycine reversible transport via sodium symport c0	-5.730799	c0/e0	 cpd00971[e0] + cpd00033[e0] <--  cpd00033[c0] + cpd00971[c0]
rxn00148_c0	ATP pyruvate O2-phosphotransferase c0	-1000	c0	 cpd00002[c0] + cpd00020[c0] <--  cpd00061[c0] + cpd00008[c0]
rxn09123_c0	Phospholipase A1 phosphatidate n-C12 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15521[c0] <--  cpd00067[c0] + cpd01741[c0] + cpd15350[c0]
rxn03031_c0_THDPS	Succinyl-CoA 2 3 4 5-tetrahydropyridine-2 6-dicarboxylate c0	4.336601	c0	 cpd00001[c0] + cpd02465[c0] + cpd00078[c0] -->  cpd00010[c0] + cpd02724[c0]
rxn08804_c0	Lysophospholipase L1 2-acylglycerophosphoethanolamine n-C14 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15314[c0] <--  cpd00067[c0] + cpd03847[c0] + cpd00908[c0]
rxn09131_c0	Phospholipase A1 phosphatidylethanolamine n-C14 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15529[c0] -->  cpd00067[c0] + cpd03847[c0] + cpd15337[c0]
rxn09159_c0	Phospholipase A2 phosphatidylglycerol n-C14 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15536[c0] <--  cpd00067[c0] + cpd03847[c0] + cpd15319[c0]
rxn09124_c0	Phospholipase A1 phosphatidate n-C14 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15522[c0] <--  cpd00067[c0] + cpd03847[c0] + cpd15363[c0]
rxn02159_c0	L-Histidinol NAD oxidoreductase c0	1.111385	c0	 cpd00003[c0] + cpd00641[c0] -->  cpd00067[c0] + cpd00004[c0] + cpd01324[c0]
rxn00474_c0	L-Serine hydro-lyase adding indoleglycerol-phosphate c0	-999.3566	c0	 cpd00054[c0] + cpd00359[c0] <--  cpd00001[c0] + cpd00065[c0]
rxn08352_c0	1-hydroxy-2-methyl-2-E-butenyl 4-diphosphate reductase dmpp c0	0.004299675	c0	 cpd00067[c0] + cpd00004[c0] + cpd08615[c0] -->  cpd00001[c0] + cpd00003[c0] + cpd00202[c0]
rxn04139_c0	2-Octaprenyl-3-methyl-6-methoxy-1 4-benzoquinone NADPH2 oxygen c0	0.003908795	c0	 cpd00007[c0] + cpd00005[c0] + cpd03448[c0] -->  cpd00001[c0] + cpd00006[c0] + cpd03449[c0]
rxn05231_c0	Ribonucleotide reductase ADP c0	0.2989079	c0	 cpd00008[c0] + cpd11421[c0] -->  cpd00001[c0] + cpd00177[c0] + cpd11420[c0]
rxn02988_c0	quinolinate synthase c0	0.04483618	c0	 cpd00095[c0] + cpd03470[c0] --> (2) cpd00001[c0] + cpd00067[c0] + cpd00009[c0] + cpd02333[c0]
rxn00161_c0	S-Malate NADP oxidoreductaseoxaloacetate-decarboxylating c0	12.49628	c0	 cpd00006[c0] + cpd00130[c0] -->  cpd00020[c0] + cpd00011[c0] + cpd00005[c0]
rxn02331_c0	2-Dehydro-3-deoxy-D-octonate-8-phosphate c0	0.5219391	c0	 cpd00001[c0] + cpd00061[c0] + cpd00817[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd02730[c0]
rxn12510_c0	ATP pantothenate 4'-phosphotransferase c0	0.003966277	c0	 cpd00002[c0] + cpd00644[c0] -->  cpd00008[c0] + cpd02201[c0]
rxn05145_c0_PIabc	Orthophosphate-ABC transport c0	10.70786	c0/e0	 cpd00002[c0] + cpd00001[c0] + cpd00009[e0] -->  cpd00067[c0] + (2) cpd00009[c0] + cpd00008[c0]
rxn05341_c0_HOCR3	3R-3-Hydroxyoctanoyl-acyl-carrier-protein NADP oxidoreductase c0	0.9498552	c0	 cpd00067[c0] + cpd00005[c0] + cpd11490[c0] -->  cpd00006[c0] + cpd11483[c0]
rxn00151_c0	ATP pyruvate orthophosphate phosphotransferase c0	337.1786	c0	 cpd00002[c0] + cpd00067[c0] + cpd00009[c0] + cpd00020[c0] -->  cpd00012[c0] + cpd00018[c0] + cpd00061[c0]
rxn10043_c0	cytochrome-c oxidase H/e- = 2 c0	1000	c0/e0	(6) cpd00067[c0] + (0.5) cpd00007[c0] + (2) cpd00110[c0] -->  cpd00001[c0] + (4) cpd00067[e0] + (2) cpd00109[c0]
rxn03436_c0	S-2-Aceto-2-hydroxybutanoate NADP oxidoreductase isomerizing c0	3.39265	c0	 cpd00498[c0] -->  cpd10162[c0]
rxn00423_c0_SERAT	serine O-acetyltransferase c0	1.056858	c0	 cpd00022[c0] + cpd00054[c0] -->  cpd00010[c0] + cpd00722[c0]
rxn11934_c0	AMP sulfite FAD oxidoreductase c0	-2.870171	c0	 cpd00018[c0] + cpd00015[c0] + cpd00081[c0] <--  cpd00982[c0] + cpd00193[c0]
rxn01964_c0_TRPS1	L-Serine hydro-lyase adding indoleglycerol-phosphate c0	1000	c0	 cpd00054[c0] + cpd02210[c0] -->  cpd00001[c0] + cpd00102[c0] + cpd00065[c0]
rxn08615_c0	glycogen synthase ADPGlc c0	-1000	c0	 cpd00387[c0] + cpd15302[c0] <--  cpd00008[c0] + cpd00155[c0]
rxn01101_c0_PGCD	3-Phospho-D-glycerate NAD 2-oxidoreductase c0	19.3996	c0	 cpd00003[c0] + cpd00169[c0] -->  cpd00067[c0] + cpd00004[c0] + cpd02069[c0]
rxn08810_c0	Lysophospholipase L1 2-acylglycerophosphoglycerol n-C12 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15318[c0] <--  cpd00067[c0] + cpd01741[c0] + cpd02090[c0]
rxn03919_c0	D-glycero-D-manno-heptose 1 7-bisphosphate phosphatase c0	0.3131635	c0	 cpd00001[c0] + cpd08316[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd04920[c0]
rxn08844_c0	Lysophospholipase L2 2-acylglycerophosphoethanolamine n-C18 1 c0	-1000	c0	 cpd00001[c0] + cpd15342[c0] <--  cpd00067[c0] + cpd15269[c0] + cpd00908[c0]
rxn02264_c0_UPP3S	Hydroxymethylbilane hydro-lyasecyclizing c0	0.0003908795	c0	 cpd00755[c0] -->  cpd00001[c0] + cpd00774[c0]
rxn05329_c0	3R-3-Hydroxybutanoyl-acyl-carrier-protein hydro-lyase c0	0.9498552	c0	 cpd11478[c0] -->  cpd00001[c0] + cpd11465[c0]
rxn00929_c0	L-Proline NAD 5-oxidoreductase c0	994.6314	c0	 cpd00003[c0] + cpd00129[c0] -->  cpd00067[c0] + cpd00004[c0] + cpd02431[c0]
rxn00018_c0	D-Ribulose 1 5-bisphosphate carboxy-lyase dimerizing c0	156.1425	c0	 cpd00001[c0] + cpd00011[c0] + cpd00871[c0] --> (2) cpd00067[c0] + (2) cpd00169[c0]
rxn04413_c0	rxn04413 c0	-1000	c0	 cpd00038[c0] + cpd03918[c0] <--  cpd00067[c0] + cpd00031[c0] + cpd03919[c0]
rxn00459_c0	2-Phospho-D-glycerate hydro-lyase c0	-239.9328	c0	 cpd00482[c0] <--  cpd00001[c0] + cpd00061[c0]
rxn01975_c0	beta-D-Glucose-6-phosphate NADP 1-oxoreductase c0	-1000	c0	 cpd00006[c0] + cpd00863[c0] <--  cpd00067[c0] + cpd00005[c0] + cpd00911[c0]
rxn09146_c0	Phospholipase A2 phosphatidate n-C14 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15523[c0] <--  cpd00067[c0] + cpd15298[c0] + cpd15330[c0]
rxn09134_c0	Phospholipase A1 phosphatidylethanolamine n-C16 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15532[c0] <--  cpd00067[c0] + cpd15237[c0] + cpd15340[c0]
rxn00863_c0	L-Histidinal NAD oxidoreductase c0	1.111385	c0	 cpd00001[c0] + cpd00003[c0] + cpd01324[c0] --> (2) cpd00067[c0] + cpd00004[c0] + cpd00119[c0]
rxn01465_c0	S-Dihydroorotate amidohydrolase c0	-3.802706	c0	 cpd00001[c0] + cpd00282[c0] <--  cpd00067[c0] + cpd00343[c0]
rxn09152_c0	Phospholipase A2 phosphatidylethanolamine n-C14 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15529[c0] <--  cpd00067[c0] + cpd03847[c0] + cpd15314[c0]
rxn00029_c0	5-Aminolevulinate hydro-lyaseadding 5-aminolevulinate and c0	0.001563518	c0	(2) cpd00338[c0] --> (2) cpd00001[c0] + cpd00067[c0] + cpd00689[c0]
rxn03004_c0	10-Formyltetrahydrofolate 5'-phosphoribosylglycinamide c0	5.016858	c0	 cpd00201[c0] + cpd02394[c0] -->  cpd00067[c0] + cpd00087[c0] + cpd02678[c0]
rxn09151_c0	Phospholipase A2 phosphatidylethanolamine n-C12 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15528[c0] -->  cpd00067[c0] + cpd01741[c0] + cpd15313[c0]
rxn00179_c0	ATP L-glutamate 5-phosphotransferase c0	2.573735	c0	 cpd00002[c0] + cpd00067[c0] + cpd00023[c0] -->  cpd00008[c0] + cpd02097[c0]
rxn01519_c0	dUTP nucleotidohydrolase c0	403.7965	c0	 cpd00001[c0] + cpd00358[c0] -->  cpd00012[c0] + cpd00299[c0]
rxn01791_c0	R-Pantoate beta-alanine ligase AMP-forming c0	0.003966277	c0	 cpd00002[c0] + cpd00085[c0] + cpd00408[c0] -->  cpd00012[c0] + cpd00018[c0] + cpd00644[c0]
rxn00119_c0_URIDK1	ATP nucleoside-phosphate phosphotransferase c0	4.207611	c0	 cpd00002[c0] + cpd00091[c0] -->  cpd00008[c0] + cpd00014[c0]
rxn03909_c0	1-Deoxy-D-xylulose-5-phosphate pyruvate-lyase carboxylating c0	0.032443	c0	 cpd00067[c0] + cpd00020[c0] + cpd00102[c0] -->  cpd00011[c0] + cpd08289[c0]
rxn09149_c0	Phospholipase A2 phosphatidate n-C18 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15526[c0] <--  cpd00067[c0] + cpd01080[c0] + cpd15329[c0]
rxn08809_c0	Lysophospholipase L1 2-acylglycerophosphoethanolamine n-C18 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd12547[c0] -->  cpd00067[c0] + cpd15269[c0] + cpd00908[c0]
rxn08818_c0	Lysophospholipase L2 2-acylglycerophosphotidate n-C14 0 c0	-1000	c0	 cpd00001[c0] + cpd15363[c0] <--  cpd00067[c0] + cpd00080[c0] + cpd03847[c0]
rxn00902_c0	3-Carboxy-3-hydroxy-4-methylpentanoate 3-methyl-2-oxobutanoate-lyase c0	5.264457	c0	 cpd00001[c0] + cpd00123[c0] + cpd00022[c0] -->  cpd00067[c0] + cpd00010[c0] + cpd01646[c0]
rxn01388_c0	isocitrate hydro-lyase c0	-1000	c0	 cpd00260[c0] <--  cpd00001[c0] + cpd00331[c0]
rxn00974_c0	citrate hydro-lyase c0	1000	c0	 cpd00137[c0] -->  cpd00001[c0] + cpd00331[c0]
rxn08807_c0	Lysophospholipase L1 2-acylglycerophosphoethanolamine n-C16 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15317[c0] -->  cpd00067[c0] + cpd15237[c0] + cpd00908[c0]
rxn01973_c0_SDPDS	N-Succinyl-LL-2 6-diaminoheptanedioate amidohydrolase c0	4.336601	c0	 cpd00001[c0] + cpd02698[c0] -->  cpd00036[c0] + cpd00504[c0]
rxn03181_c0	ATP 2 3 2' 3'-tetrakis3-hydroxytetradecanoyl-D-glucosaminyl-beta- c0	0.1043878	c0	 cpd00002[c0] + cpd03002[c0] -->  cpd00008[c0] + cpd02993[c0]
rxn05234_c0	Ribonucleotide reductase GTP c0	0.2989079	c0	 cpd00038[c0] + cpd11421[c0] -->  cpd00001[c0] + cpd11420[c0] + cpd00241[c0]
rxn03062_c0_IPMD	3-Isopropylmalate NAD oxidoreductase c0	5.264457	c0	 cpd00003[c0] + cpd02693[c0] -->  cpd00067[c0] + cpd00004[c0] + cpd02605[c0]
rxn01520_c0	5 10-Methylenetetrahydrofolate dUMP C-methyltransferase c0	0.2989079	c0	 cpd00299[c0] + cpd00125[c0] -->  cpd00330[c0] + cpd00298[c0]
rxn01343_c0	ATP Sedoheptulose 7-phosphate 1-phosphotransferase c0	-357.1716	c0	 cpd00002[c0] + cpd00238[c0] <--  cpd00008[c0] + cpd00349[c0]
rxn00800_c0	N6-1 2-DicarboxyethylAMP AMP-lyase c0	3.429657	c0	 cpd02375[c0] -->  cpd00018[c0] + cpd00106[c0]
rxn10042_c0_ATPS4	ATP synthase four protons for one ATP c0	1000	c0/e0	 cpd00009[c0] + cpd00008[c0] + (4) cpd00067[e0] -->  cpd00002[c0] + cpd00001[c0] + (3) cpd00067[c0]
rxn05740_c0	cpd00155 phosphorylase c0	-1000	c0	 cpd00067[c0] + cpd00009[c0] + cpd00155[c0] <--  cpd00089[c0] + cpd15302[c0]
rxn09130_c0	Phospholipase A1 phosphatidylethanolamine n-C12 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15528[c0] <--  cpd00067[c0] + cpd01741[c0] + cpd15336[c0]
rxn05229_c0	NCAIR synthetase and NCAIR mutase c0	5.615478	c0	 cpd00002[c0] + cpd02140[c0] + cpd00242[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02893[c0]
rxn09164_c0	Phospholipase A2 phosphatidylglycerol n-C18 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15541[c0] <--  cpd00067[c0] + cpd15269[c0] + cpd15324[c0]
rxn00293_c0	UTP N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase c0	0.8098104	c0	 cpd00062[c0] + cpd02611[c0] -->  cpd00012[c0] + cpd00037[c0]
rxn02789_c0	2-Isopropylmalate hydro-lyase c0	5.264457	c0	 cpd01646[c0] -->  cpd00001[c0] + cpd01710[c0]
rxn02200_c0	2-Amino-4-hydroxy-6-hydroxymethyl-7 8-dihydropteridine 4- c0	0.5748228	c0	 cpd00954[c0] + cpd00443[c0] -->  cpd00001[c0] + cpd00683[c0]
rxn08811_c0	Lysophospholipase L1 2-acylglycerophosphoglycerol n-C14 0 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15319[c0] <--  cpd00067[c0] + cpd02090[c0] + cpd03847[c0]
rxn03164_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2 6- c0	0.3005174	c0	 cpd00002[c0] + cpd00731[c0] + cpd02964[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02968[c0]
rxn02213_c0_DHQD1	3-Dehydroquinate hydro-lyase c0	5.024273	c0	 cpd00699[c0] -->  cpd00001[c0] + cpd01716[c0]
rxn01106_c0	2-Phospho-D-glycerate 2 3-phosphomutase c0	239.9328	c0	 cpd00482[c0] -->  cpd00169[c0]
rxn00048_c0	6 7-Dimethyl-8-1-D-ribityllumazine 6 7-dimethyl-8-1-D-ribityl c0	0.007932555	c0	(2) cpd02656[c0] -->  cpd02882[c0] + cpd00220[c0]
rxn02185_c0	2-Acetolactate pyruvate-lyase carboxylating c0	-10.24041	c0	 cpd00056[c0] + cpd00668[c0] <--  cpd00020[c0] + cpd03049[c0]
rxn01466_c0	Geranyl-diphosphate isopentenyl-diphosphate geranyltrans-transferase c0	0.004299675	c0	 cpd00113[c0] + cpd00283[c0] -->  cpd00012[c0] + cpd00350[c0]
rxn01302_c0	L-Homoserine NADP oxidoreductase c0	-1000	c0	 cpd00006[c0] + cpd00227[c0] <--  cpd00067[c0] + cpd00005[c0] + cpd00346[c0]
rxn01512_c0	ATP nucleoside-diphosphate phosphatransferase c0	-999.6815	c0	 cpd00002[c0] + cpd00297[c0] <--  cpd00008[c0] + cpd00357[c0]
rxn08841_c0	Lysophospholipase L2 2-acylglycerophosphoethanolamine n-C16 0 c0	-1000	c0	 cpd00001[c0] + cpd15339[c0] <--  cpd00067[c0] + cpd00214[c0] + cpd00908[c0]
rxn03536_c0	Adenosyl cobinamide kinase c0	1000	c0	 cpd00002[c0] + cpd03918[c0] -->  cpd00067[c0] + cpd00008[c0] + cpd03919[c0]
rxn03052_c0	5-Methyltetrahydropteroyltri-L-glutamate L-homocysteine c0	-0.01172639	c0	 cpd00135[c0] + cpd02738[c0] <--  cpd00060[c0] + cpd02555[c0]
rxn00777_c0	D-Ribose-5-phosphate ketol-isomerase c0	164.0161	c0	 cpd00101[c0] -->  cpd00171[c0]
rxn00409_c0	ATP nucleoside-diphosphate phosphatransferase c0	2.023641	c0	 cpd00002[c0] + cpd00096[c0] -->  cpd00008[c0] + cpd00052[c0]
rxn00917_c0	Xanthosine-5'-phosphate L-glutamine amido-ligase AMP-forming c0	3.297207	c0	 cpd00002[c0] + cpd00001[c0] + cpd00053[c0] + cpd00497[c0] -->  cpd00012[c0] + cpd00067[c0] + cpd00018[c0] + cpd00023[c0] + cpd00126[c0]
rxn02160_c0	L-Histidinol-phosphate phosphohydrolase c0	1.111385	c0	 cpd00001[c0] + cpd00807[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00641[c0]
rxn09150_c0	Phospholipase A2 phosphatidate n-C18 1 periplasm c0	-1000	c0	 cpd00001[c0] + cpd15527[c0] <--  cpd00067[c0] + cpd15269[c0] + cpd15328[c0]
rxn03908_c0	ATP 4-Cytidine 5'-diphospho-2-C-methyl-D-erythritol c0	0.032443	c0	 cpd00002[c0] + cpd08287[c0] -->  cpd00008[c0] + cpd08288[c0]
rxn02212_c0	2-Dehydro-3-deoxy-D-arabino-heptonate 7-phosphate phosphate-lyase c0	5.024273	c0	 cpd02857[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00699[c0]
rxn00470_c0	L-Ornithine carboxy-lyase c0	0.40548	c0	 cpd00067[c0] + cpd00064[c0] -->  cpd00011[c0] + cpd00118[c0]
rxn00337_c0	ATP L-aspartate 4-phosphotransferase c0	12.52576	c0	 cpd00002[c0] + cpd00067[c0] + cpd00041[c0] -->  cpd00008[c0] + cpd01977[c0]
rxn01116_c0	D-Ribulose-5-phosphate 3-epimerase c0	7.335411	c0	 cpd00171[c0] -->  cpd00198[c0]
rxn08527_c0	fumarate reductase c0	1000	c0	 cpd15499[c0] + cpd00106[c0] -->  cpd15500[c0] + cpd00036[c0]
rxn01314_c0	NADPH 6 7-dihydropteridine oxidoreductase c0	1000	c0	 cpd00067[c0] + cpd00005[c0] + cpd00231[c0] -->  cpd00006[c0] + cpd00233[c0]
rxn00122_c0	ATP FMN adenylyltransferase c0	0.007932555	c0	 cpd00002[c0] + cpd00050[c0] -->  cpd00012[c0] + cpd00015[c0]
rxn02186_c0	2 3-Dihydroxy-3-methylbutanoate NADP oxidoreductase isomerizing c0	-989.7596	c0	 cpd00067[c0] + cpd00005[c0] + cpd00668[c0] <--  cpd02498[c0] + cpd00006[c0]
rxn02011_c0	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate meso-2 6- c0	0.3005174	c0	 cpd00002[c0] + cpd00525[c0] + cpd00516[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02964[c0]
rxn00693_c0	5-Methyltetrahydrofolate L-homocysteine S-methyltransferase c0	1.825039	c0	 cpd00135[c0] + cpd00345[c0] -->  cpd00060[c0] + cpd00087[c0]
rxn00695_c0	ATP alpha-D-glucose-1-phosphate adenyltransferase c0	-1000	c0	 cpd00002[c0] + cpd00089[c0] <--  cpd00012[c0] + cpd00387[c0]
rxn01434_c0	L-Citrulline L-aspartate ligase AMP-forming c0	3.451144	c0	 cpd00002[c0] + cpd00041[c0] + cpd00274[c0] -->  cpd00012[c0] + cpd00018[c0] + cpd02152[c0]
rxn01444_c0	ATP deoxyguanosine 5'-phosphotransferase c0	-207.0022	c0	 cpd00002[c0] + cpd00277[c0] <--  cpd00008[c0] + cpd00296[c0]
rxn00364_c0	ATP CMP phosphotransferase c0	2.113773	c0	 cpd00002[c0] + cpd00046[c0] -->  cpd00008[c0] + cpd00096[c0]
rxn06865_c0	Endotoxin Synthesis lauroyl transferase c0	0.1043878	c0	 cpd11468[c0] + cpd03586[c0] -->  cpd11493[c0] + cpd03736[c0]
rxn03910_c0_MECDPS	2-Phospho-4-cytidine 5'-diphospho-2-C-methyl-D-erythritol c0	0.032443	c0	 cpd08288[c0] -->  cpd00046[c0] + cpd08301[c0]
rxn05330_c0	3R-3-Hydroxybutanoyl-acyl-carrier-protein hydro-lyase c0	0.9498552	c0	 cpd11479[c0] -->  cpd00001[c0] + cpd11473[c0]
rxn05651_c0	sulfate transport in via proton symport c0	2.870171	c0/e0	 cpd00067[e0] + cpd00048[e0] -->  cpd00067[c0] + cpd00048[c0]
rxn00838_c0	IMP L-aspartate ligase GDP-forming c0	3.429657	c0	 cpd00114[c0] + cpd00041[c0] + cpd00038[c0] --> (2) cpd00067[c0] + cpd00009[c0] + cpd00031[c0] + cpd02375[c0]
rxn00973_c0	citrate hydro-lyase c0	-986.4908	c0	 cpd00137[c0] <--  cpd00260[c0]
rxn08819_c0	Lysophospholipase L2 2-acylglycerophosphotidate n-C14 1 c0	1000	c0	 cpd00001[c0] + cpd15362[c0] -->  cpd00067[c0] + cpd00080[c0] + cpd15298[c0]
rxn00781_c0	D-Glyceraldehyde-3-phosphate NAD oxidoreductasephosphorylating c0	1000	c0	 cpd00009[c0] + cpd00102[c0] + cpd00003[c0] -->  cpd00004[c0] + cpd00203[c0]
rxn02342_c0	2-alpha-Hydroxyethylthiamine diphosphate lipoamide c0	-13.63306	c0	 cpd00213[c0] + cpd03049[c0] <--  cpd00056[c0] + cpd00836[c0]
rxn00849_c0	D-Alanine 2-oxoglutarate aminotransferase c0	-7.501254	c0	 cpd00117[c0] + cpd00024[c0] <--  cpd00020[c0] + cpd00186[c0]
rxn08806_c0	Lysophospholipase L1 2-acylglycerophosphoethanolamine n-C16 0 periplasm c0	1000	c0	 cpd00001[c0] + cpd15316[c0] -->  cpd00067[c0] + cpd00214[c0] + cpd00908[c0]
rxn08823_c0	Lysophospholipase L2 2-acylglycerophosphotidate n-C18 1 c0	1000	c0	 cpd00001[c0] + cpd15357[c0] -->  cpd00067[c0] + cpd00080[c0] + cpd15269[c0]
rxn01575_c0	L-Isoleucine 2-oxoglutarate aminotransferase c0	-3.39265	c0	 cpd00024[c0] + cpd00322[c0] <--  cpd00023[c0] + cpd00508[c0]
rxn01387_c0	Isocitrate NADP oxidoreductase decarboxylating c0	13.50919	c0	 cpd00006[c0] + cpd00260[c0] -->  cpd00067[c0] + cpd00005[c0] + cpd03187[c0]
rxn03394_c0	rxn03394 c0	0.003908795	c0	 cpd00067[c0] + cpd00007[c0] + cpd00005[c0] + cpd03444[c0] -->  cpd00001[c0] + cpd00006[c0] + cpd03445[c0]
rxn05333_c0	3R-3-Hydroxybutanoyl-acyl-carrier-protein hydro-lyase c0	0.9498552	c0	 cpd11482[c0] -->  cpd00001[c0] + cpd11475[c0]
rxn01870_c0	D-Fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase c0	-1000	c0	 cpd00802[c0] <--  cpd00095[c0] + cpd00448[c0]
rxn04954_c0	5-methyltetrahydrofolate NAD oxidoreductase c0	-1000	c0	 cpd00003[c0] + cpd00345[c0] <--  cpd00067[c0] + cpd00004[c0] + cpd00125[c0]
rxn01333_c0	Sedoheptulose-7-phosphate D-glyceraldehyde-3-phosphate c0	181.6245	c0	 cpd00102[c0] + cpd00238[c0] -->  cpd00072[c0] + cpd00236[c0]
rxn06729_c0_UAGAAT	R-3-Hydroxytetradecanoly-acyl-carrier-protein UDP-N-acetyl- c0	0.2087756	c0	 cpd00037[c0] + cpd11484[c0] -->  cpd11493[c0] + cpd02886[c0]
rxn02476_c0	Phosphoenolpyruvate 3-phosphoshikimate c0	5.024273	c0	 cpd00061[c0] + cpd02030[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00932[c0]
rxn00903_c0	L-Valine 2-oxoglutarate aminotransferase c0	-4.971987	c0	 cpd00024[c0] + cpd00156[c0] <--  cpd00023[c0] + cpd00123[c0]
rxn01513_c0	ATP dTMP phosphotransferase c0	0.2989079	c0	 cpd00002[c0] + cpd00298[c0] -->  cpd00008[c0] + cpd00297[c0]
rxn01111_c0	ATP D-ribulose-5-phosphate 1-phosphotransferase c0	156.1425	c0	 cpd00002[c0] + cpd00171[c0] -->  cpd00008[c0] + cpd00871[c0]
rxn08800_c0	Lysophospholipase L1 2-acylglycerophosphotidate n-C16 1 periplasm c0	1000	c0	 cpd00001[c0] + cpd15326[c0] -->  cpd00067[c0] + cpd00080[c0] + cpd15237[c0]
rxn00416_c0	L-aspartate L-glutamine amido-ligase AMP-forming c0	2.80771	c0	 cpd00002[c0] + cpd00001[c0] + cpd00053[c0] + cpd00041[c0] -->  cpd00012[c0] + cpd00018[c0] + cpd00023[c0] + cpd00132[c0]
rxn05338_c0_HDER4	3R-3-Hydroxydecanoyl-acyl-carrier-protein NADP oxidoreductase c0	0.9498552	c0	 cpd00067[c0] + cpd11487[c0] + cpd00005[c0] -->  cpd00006[c0] + cpd11482[c0]
rxn08707_c0	Heme O synthase c0	0.0003908795	c0	 cpd00001[c0] + cpd00028[c0] + cpd00350[c0] -->  cpd00012[c0] + cpd11313[c0]
rxn05466_c0	Ammonia transport via diffusion c0	130.9159	c0/e0	 cpd00013[e0] -->  cpd00013[c0]
rxn03901_c0	Undecaprenyl-diphosphate phosphohydrolase c0	0.3005174	c0	 cpd00001[c0] + cpd02229[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00286[c0]
rxn02507_c0	1-2-Carboxyphenylamino-1-deoxy-D-ribulose-5-phosphate c0	0.6434337	c0	 cpd00067[c0] + cpd00956[c0] -->  cpd00001[c0] + cpd00011[c0] + cpd02210[c0]
rxn03130_c0	UDP-2 3-bis3-hydroxytetradecanoylglucosamine diphosphatase c0	0.1043878	c0	 cpd00001[c0] + cpd02835[c0] -->  cpd00091[c0] + cpd02930[c0]
rxn03084_c0	5'-Phosphoribosylformylglycinamide L-glutamine amido-ligase c0	5.615478	c0	 cpd00002[c0] + cpd00001[c0] + cpd00053[c0] + cpd02678[c0] -->  cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd00023[c0] + cpd02826[c0]
rxn05323_c0	Tetradecanoyl-acyl-carrier protein malonyl-CoA c0	0.4279161	c0	 cpd00067[c0] + cpd00004[c0] + cpd11467[c0] -->  cpd00003[c0] + cpd11466[c0]
