Id	Description	Flux	Compartment	Equation
HPPK	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	0.6928799	c	 atp[c] + 2ahhmp[c] -->  amp[c] + h[c] + 2ahhmd[c]
MECDPDH	2C-methyl-D-erythritol 2,4 cyclodiphosphate dehydratase	0.03910614	c	 nadh[c] + 2mecdp[c] -->  h2o[c] + nad[c] + h2mb4p[c]
MTHFC	methenyltetrahydrofolate cyclohydrolase	14.15094	c	 h2o[c] + methf[c] -->  h[c] + 10fthf[c]
MTHFD	methylenetetrahydrofolate dehydrogenase (NADP)	14.15094	c	 nadp[c] + mlthf[c] -->  nadph[c] + methf[c]
PMPK	phosphomethylpyrimidine kinase	0.004711583	c	 atp[c] + 4ampm[c] -->  adp[c] + 2mahmp[c]
PPBNGS	porphobilinogen synthase	0.001884633	c	(2) 5aop[c] --> (2) h2o[c] + h[c] + ppbng[c]
RBFSa	riboflavin synthase	0.01912349	c	 4r5au[c] + db4p[c] --> (2) h2o[c] + pi[c] + dmlz[c]
RBFSb	riboflavin synthase	0.009561743	c	(2) dmlz[c] -->  4r5au[c] + ribflv[c]
UPP3S	uroporphyrinogen-III synthase	0.0004711583	c	 hmbil[c] -->  h2o[c] + uppg3[c]
EX_ac(e)	Acetate exchange	-795.0244	e	 ac[e] <-- () 
EX_co2(e)	CO2 exchange	1000	e	 co2[e] --> () 
EX_fe2(e)	Fe2+ exchange	744.4121	e	 fe2[e] --> () 
EX_fe3(e)	Fe3+ exchange	-744.4125	e	 fe3[e] <-- () 
EX_h(e)	H+ exchange	79.12746	e	 h[e] --> () 
EX_h2o(e)	H2O exchange	1000	e	 h2o[e] --> () 
EX_nh4(e)	Ammonium exchange	-150.9144	e	 nh4[e] <-- () 
EX_no2(e)	Nitrite exchange	814.7452	e	 no2[e] --> () 
EX_no3(e)	Nitrate exchange	-814.7452	e	 no3[e] <-- () 
EX_o2(e)	O2 exchange	-377.0081	e	 o2[e] <-- () 
EX_pi(e)	Phosphate exchange	-12.90704	e	 pi[e] <-- () 
EX_so4(e)	Sulfate exchange	-3.464358	e	 so4[e] <-- () 
EX_spmd(e)	Spermidine exchange	-0.09880468	e	 spmd[e] <-- () 
BIO_Rfer3	R.ferrireducens Biomass Equation	13.8576	c	(59.81) h2o[c] + (59.81) atp[c] + (0.00069) fad[c] + (0.000345) coa[c] + (0.0022) nadh[c] + (0.003) udpg[c] + (0.00034) ubq8h2[c] + (0.0017) nadph[c] + (0.03527) ptrc[c] + (0.00713) spmd[c] + (0.1598) glycogen[c] + (0.00908) lps_EC[c] + (0.02614) peptido_EC[c] + (0.05) thf[c] + (3.4e-05) pydx5p[c] + (0.00034) 4hba[c] + (0.00034) thmpp[c] + (0.00104) dna_Eco[c] + (0.00256) plipid_Eco[c] + (0.005088) protein_Eco[c] + (0.006566) rna_Eco[c] + (3.4e-05) hemeO[c] + (0.00102) hmfurn[c] --> (59.81) h[c] + (59.81) adp[c] + (59.81) pi[c]
