GroupID	PGNumber	Actual_SB.mns.LB.mns.Num	swFriendlyStrainName	ClusterMapping	Diet	MiSeqRun	SampleType	RV_end.mns.systolic_pressure_HFD_Mean_STRAIN	PercentageIncrease_STRAIN	PercentageIncrease_STRAIN	RV_Heart_Rate	RV_RAP	RV_End.mns.diastolic_pressure	RV_Maximum_Pressure	RV_End.mns.systolic_pressure	RV_mean_Pressure	RV_Maximum_dP.ovr.dt	RV_Min_dP.ovr.dt	RV_End.mns.diastolic_volume	RV_End.mns.Systolic_volume	RV_Stroke_Volume	RV_Cardiac_Output	RV_Resistance__PVR_Woods_	RV_Resistance__PVR_Dynes_	RV_Contractile_Index	RV_Ejection_Fraction	RV_Stroke_Work	RV_Peak_Power	RV_Peak_Power.ovr.EDV	RV_Ees	RV_Ea	RV_Ees.ovr.Ea	PA_Maximum_Pressure	PA_Min_Pressure	PA_mean_Pressure	PA_Pulse_Pressure	PA_Compliance	PA_RC_time	LV_Heart_Rate	LV_LAP	LV_End.mns.diastolic_pressure	LV_Maximum_Pressure	LV_End.mns.systolic_pressure	LV_mean_Pressure	LV_Maximum_dP.ovr.dt	LV_Min_dP.ovr.dt	LV_End.mns.diastolic_volume	LV_End.mns.Systolic_volume	LV_Stroke_Volume	LV_Cardiac_Output	LV_Resistance__SVR_Woods_	LV_Resistance__SVR_Dynes_	LV_Ejection_Fraction	LV_Contractile_Index	LV_Stroke_Work	LV_Peak_Power	LV_Peak_Power.ovr.EDV	LV_Ees	LV_Ea	LV_Ees.ovr.Ea	AO_Maximum_Pressure	AO_Min_Pressure	AO_mean_Pressure	AO_Pulse_Pressure	AO_Compliance	AO_RC_time	Duration	Weight	RV	LV.pls.S	Tibia	Fulton _RV.ovr.LV.pls.S_	RV.ovr.Tibia	LV.pls.S.ovr.Tibia	RV.ovr.weight	LV.pls.S.ovr.weight
0115.PG156.LB.MST	156	123	C3H_HeJ	BALB_A	Regular	run_3	LargeBowel	0.933165941	-6.7	Low	450.0056	3.0846	1.8195	27.7896	13.9872	18.8371	1870	-1600	38.1928	13.1627	25.0301	11300	22300	1790000	67.2673	65.5363	420.3504	0.6558	0.0172	0.9704	4.9631	0.1955	1	0	18.6133	1	25.0301	0.0667	408.1633	1.8195	1.8195	78.5928	43.1272	51.6602	5520	-4640	NA	NA	NA	NA	NA	NA	100	70.2949	NA	NA	1.1322	3.0032	3.1032	0.9678	NA	NA	51.6353	NA	NA	NA	20	33.08	23.5	97.3	18	0.24	1.31	5.41	0.71	2.94
0115.PG157.LB.MST	157	124	C57BL_10J	C57	HighFat	run_3	LargeBowel	1.136022226	13.6	Low	482.5806	3.113	1.5494	31.059	16.8586	20.8627	1840	-1580	24.6239	17.7365	6.8873	3330	82400	6590000	59.3172	27.9701	132.1606	0.1537	0.0062	NA	1.1458	NA	1	0	20.7383	1	6.8873	0.0621	420.5654	1.5494	1.5494	86.7235	47.3632	57.0944	5746	-4800	33.5105	0.652	32.8586	13800	19400	1550000	98.0545	66.2565	1.473	0.044	1.2176	13.3485	3.0032	4.4448	NA	NA	56.9203	NA	NA	NA	20	49.65	27.1	107.7	17	0.25	1.59	6.34	0.55	2.17
0115.PG158.LB.MST	158	125	C57BL_10J	C57	HighFat	run_3	LargeBowel	1.136022226	13.6	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	52.2	28.8	108.5	17.5	0.27	1.65	6.20	0.55	2.08
0115.PG159.LB.MST	159	126	C57BL_10J	C57	HighFat	run_3	LargeBowel	1.136022226	13.6	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	53.82	27.2	95.7	17.5	0.28	1.55	5.47	0.51	1.78
0115.PG160.LB.MST	160	127	C57BL_10J	C57	HighFat	run_3	LargeBowel	1.136022226	13.6	Low	538.961	NA	0.6397	24.5913	14.0441	16.6836	1400	-1250	80.6118	55.8175	24.7944	13400	NA	NA	56.7951	30.7577	394.0994	0.2284	0.0028	0.1585	NA	NA	1	0	16.5344	1	24.7944	0.0556	NA	0.6397	0.6397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	49.31	27.3	98.2	18	0.28	1.52	5.46	0.55	1.99
0115.PG161.LB.MST	161	128	C57BL_10J	C57	HighFat	run_3	LargeBowel	1.136022226	13.6	Low	463.9237	2.8571	1.521	29.1542	15.4513	19.351	1613	-1360	116.1948	83.2831	32.9116	15300	17300	1390000	55.3264	28.3245	591.7278	0.7208	0.0062	0.3222	4.6285	0.0696	1	0	19.5002	1	32.9116	0.0647	426.5451	1.521	1.521	113.1628	66.2544	74.0312	7305	-6500	29.4076	10.6526	18.755	8000	34200	2740000	63.776	64.553	0.7716	0.0262	1.0414	4.1499	9.7266	0.4267	NA	NA	74.1058	NA	NA	NA	20	53.02	26.8	123.5	18.5	0.22	1.45	6.68	0.51	2.33
0115.PG162.LB.MST	162	129	C57BL_10J	C57	HighFat	run_3	LargeBowel	1.136022226	13.6	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	50.43	28.6	103.8	17	0.28	1.68	6.11	0.57	2.06
0115.PG163.LB.MST	163	130	C57BL_10J	C57	HighFat	run_3	LargeBowel	1.136022226	13.6	Low	434.7978	2.7292	0.9808	26.5529	14.2573	17.088	1580	-1190	54.9498	36.6064	18.3434	7980	31000	2480000	59.4912	33.3821	308.6934	0.2591	0.0047	0.3368	2.9272	0.1151	1	0	17.8094	1	18.3434	0.069	384.6154	0.9808	0.9808	86.1265	52.2815	55.577	5284	-4200	22.4398	10.8133	11.6265	4470	55500	4440000	51.8121	61.3516	0.4569	0.0204	0.663	1.7602	5.5189	0.3189	NA	NA	56.5322	NA	NA	NA	20	51.4	28.1	99.7	18	0.28	1.56	5.54	0.55	1.94
0115.PG164.LB.MST	164	131	C57BL_10J	C57	HighFat	run_3	LargeBowel	1.136022226	13.6	Low	474.9606	NA	1.194	28.8131	16.0341	19.1292	1750	-1250	82.6004	67.1988	15.4016	7310	39100	3130000	60.5859	18.6459	278.5299	0.2648	0.0032	0.2206	11.1375	0.0198	1	0	19.2785	1	15.4016	0.0632	456.8587	1.194	1.194	77.2424	42.317	51.4441	5161	-3900	13.1928	9.3775	3.8153	1740	168000	13500000	28.9193	66.8157	0.1054	0.008	0.3134	1.0995	NA	NA	NA	NA	50.7575	NA	NA	NA	20	52.62	22	111.8	17	0.20	1.29	6.58	0.42	2.12
0115.PG165.LB.MST	165	132	C57BL_10J	C57	Regular	run_3	LargeBowel	1.136022226	13.6	Low	555.5873	1.8337	0.4122	27.5622	18.4222	18.1172	1590	-1340	122.4322	77.8693	44.5628	24700	13500	1080000	57.5305	36.398	804.5013	0.2645	0.0022	0.0841	NA	NA	1	0	18.4654	1	44.5628	0.054	514.2941	0.4122	0.4122	77.4982	39.7441	50.8243	5560	-4890	16.9648	3.6281	13.3367	6850	48900	3910000	78.6137	71.7608	0.3522	0.0208	0.8804	5.022	3.0142	1.6661	NA	NA	50.9238	NA	NA	NA	20	34.62	25	93.1	17	0.27	1.47	5.48	0.72	2.69
0115.PG166.LB.MST	166	133	C57BL_10J	C57	Regular	run_3	LargeBowel	1.136022226	13.6	Low	444.4444	1.4783	0.7889	22.9424	12.3881	15.3133	1220	-1030	83.8191	63.9799	19.8392	8820	30700	2460000	53.1984	23.6691	291.1138	0.2254	0.0027	0.6006	NA	NA	1	0	15.4626	1	19.8392	0.0675	308.7716	0.7889	0.7889	54.9396	31.656	35.9622	2450	-1960	30.3116	20.9146	9.397	2900	68700	5500000	31.0013	44.5338	0.2	0.0066	0.2492	1.069	104.4739	0.0102	NA	NA	36.2607	NA	NA	NA	20	33.68	23	89.1	17	0.26	1.35	5.24	0.68	2.65
0115.PG167.LB.MST	167	134	C57BL_10J	C57	Regular	run_3	LargeBowel	1.136022226	13.6	Low	526.3428	1.1798	1.0377	34.3568	19.2608	23.1058	2143	-2030	60.3518	22.7739	37.5779	19800	16800	1340000	62.3749	62.2648	820.8606	0.5615	0.0093	0.2752	0.4712	0.5842	1	0	22.8819	1	37.5779	0.057	427.5583	1.0377	1.0377	63.5679	36.9296	41.3467	3211	-2884	54.7337	30.8141	23.9196	10200	26900	2150000	43.7018	50.5129	0.4064	0.0074	0.4094	1.9616	2.923	0.6711	NA	NA	41.8691	NA	NA	NA	20	35.3	24.7	99.1	16.5	0.25	1.50	6.01	0.70	2.81
0115.PG168.LB.MST	168	135	C57BL_10J	C57	Regular	run_3	LargeBowel	1.136022226	13.6	Low	482.5806	2.118	1.1798	22.9282	12.8074	15.329	1290	-1130	95.3367	62.8141	32.5226	15700	17900	1430000	56.1172	34.1134	464.2123	0.5525	0.0058	0.1074	0.963	0.1115	1	0	15.4533	1	32.5226	0.0621	426.5451	1.1798	1.1798	101.2935	59.6873	66.2415	6380	-5920	23.0151	18	5.0151	2140	128000	10300000	21.7904	62.9853	0.153	0.0066	0.3186	NA	17.1596	NA	NA	NA	66.3908	NA	NA	NA	20	39.15	23.3	104.4	16	0.22	1.46	6.53	0.60	2.67
0115.PG169.LB.MST	169	136	C57BL_10J	C57	Regular	run_3	LargeBowel	1.136022226	13.6	Low	489.1377	1.0092	0.6254	19.7441	10.5473	13.3091	1227	-922.6667	49.6683	27.4171	22.2513	10900	28200	2250000	62.145	44.7997	283.887	0.2004	0.004	0.0922	NA	NA	1	0	13.3837	1	22.2513	0.0614	444.4444	0.6254	0.6254	46.0199	22.9282	30.4878	2513	-1831	41.5477	19.8693	21.6784	9630	29900	2390000	52.1771	54.6068	0.3151	0.0076	0.3452	0.2587	2.1307	0.1214	NA	NA	30.4629	NA	NA	NA	20	31.52	25.8	84.8	17.5	0.30	1.47	4.85	0.82	2.69
0115.PG170.LB.MST	170	137	C57BL_10J	C57	Regular	run_3	LargeBowel	1.136022226	13.6	Low	478.7302	1.5494	0.7676	20.8387	11.4144	14.1698	1040	-986.3333	64.2714	47.6583	16.6131	7950	36200	2900000	50.1152	25.8483	221.4113	0.1836	0.0029	0.0158	2.1512	0.0074	1	0	14.0951	1	16.6131	0.0627	428.5714	0.7676	0.7676	64.3213	35.8067	42.3837	3746	-3188	51.4271	24.2714	27.1558	11600	23800	1900000	52.8044	58.2389	0.6059	0.0118	0.4886	1.0511	1.8904	0.5561	NA	NA	42.3588	NA	NA	NA	20	33.16	19.3	91.1	16.5	0.21	1.17	5.52	0.58	2.75
0115.PG171.LB.MST	171	138	C57BL_10J	C57	Regular	run_3	LargeBowel	1.136022226	13.6	Low	483.8919	NA	0.2985	19.5025	11.0163	13.3012	1028	-905.3333	110.8744	93.4472	17.4271	8420	NA	NA	52.7112	15.7179	225.2999	0.0749	0.000676	0.0845	NA	NA	1	0	13.2266	1	17.4271	0.0621	NA	0.2985	0.2985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	37.63	24.5	102.9	16.5	0.24	1.48	6.24	0.65	2.73
0115.PG188.LB.MST	188	155	C57BLKS_J	C57	HighFat	run_3	LargeBowel	0.982938005	-1.7	Low	382.9822	2.1271	2.1984	53.2049	27.9372	35.418	1672	-1880	23.9558	2.259	21.6968	8310	28600	2290000	31.4257	90.57	714.5777	0.6869	0.0287	14.4082	1.9004	7.5815	1	0	35.1332	1	21.6968	0.0783	360.0029	2.1984	2.1984	52.9051	28.4511	35.388	3367	-1790	23.5843	0.4518	23.1325	8320	26800	2140000	98.0843	63.6423	0.7085	0.03	0.7318	14.1152	3.8919	3.6268	NA	NA	34.9383	NA	NA	NA	20	45.97	29.4	104.7	17	0.28	1.73	6.16	0.64	2.28
0115.PG189.LB.MST	189	156	C57BLKS_J	C57	HighFat	run_4	LargeBowel	0.982938005	-1.7	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	41.99	25.1	104.1	16	0.24	1.57	6.51	0.60	2.48
0115.PG191.LB.MST	191	158	C57BLKS_J	C57	HighFat	run_4	LargeBowel	0.982938005	-1.7	Low	476.25	2.227	4.9393	44.04	25.4961	28.9262	2640	-1745	37.239	9.7791	27.4598	13100	22300	1780000	59.8471	73.7396	665.5346	1.9531	0.0524	0.8308	1.7554	0.4733	1	0	29.176	1	27.4598	0.063	424.533	4.9393	4.9393	66.2955	35.5746	43.4472	4210	-2710	22.3193	4.0964	18.2229	7730	32000	2560000	81.6464	63.4935	0.5844	0.0262	0.7861	12.4242	3.2496	3.8233	NA	NA	43.6421	NA	NA	NA	20	47.29	26.9	97.1	17.5	0.28	1.54	5.55	0.57	2.05
0115.PG192.LB.MST	192	159	C57BLKS_J	C57	HighFat	run_4	LargeBowel	0.982938005	-1.7	Low	451.7155	NA	0.7994	25.853	13.9615	16.605	1360	-1400	20.1606	7.1888	12.9719	5880	NA	NA	52.6181	64.3426	214.7496	0.1493	0.0074	0.7906	1.8201	0.4344	1	0	17.3544	1	12.9719	0.0662	NA	0.7994	0.7994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	45.03	28.9	101.1	16.5	0.29	1.75	6.13	0.64	2.25
0115.PG193.LB.MST	193	160	C57BLKS_J	C57	HighFat	run_3	LargeBowel	0.982938005	-1.7	Low	361.4808	NA	0.5853	18.8294	10.5639	12.1146	772.3333	-495	35.1807	7.0984	28.0823	10100	NA	NA	41.0174	79.8231	342.7117	0.2367	0.0067	0.2123	NA	NA	1	0	12.7891	1	28.0823	0.0834	NA	0.5853	0.5853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	38.96	27.3	93.7	16	0.29	1.71	5.86	0.70	2.41
0115.PG194.LB.MST	194	161	C57BLKS_J	C57	HighFat	run_4	LargeBowel	0.982938005	-1.7	Low	462.7311	2.1984	2.0414	31.1206	17.2877	20.4786	1632	-1523	71.2149	6.9779	64.2369	29700	9290	744000	52.4411	90.2016	1200	1.8883	0.0265	0.4434	0.5893	0.7525	1	0	20.7784	1	64.2369	0.0649	428.5714	2.0414	2.0414	91.0778	46.995	59.091	6570	-4640	15.743	3.9859	11.757	5040	53900	4310000	74.6811	72.1178	0.3722	0.0236	1.0009	1.3922	6.3869	0.218	NA	NA	59.7506	NA	NA	NA	20	51.19	32.7	115.3	17.5	0.28	1.87	6.59	0.64	2.25
0115.PG195.LB.MST	195	162	C57BLKS_J	C57	HighFat	run_4	LargeBowel	0.982938005	-1.7	Low	521.7654	1.556	1.813	33.7616	17.8301	22.8198	2290	-1790	31.0843	7.2088	23.8755	12500	26000	2080000	67.8384	76.8088	493.7943	0.6233	0.0201	1.3298	1.1267	1.1802	1	0	22.495	1	23.8755	0.0575	468.7691	1.813	1.813	79.9143	43.2834	52.0197	6030	-4066	13.3333	1.3353	11.998	5630	52900	4230000	89.9849	75.4266	0.2688	0.0202	1.053	13.5017	4.7251	2.8574	NA	NA	52.4943	NA	NA	NA	20	39.78	28.2	79.8	17	0.35	1.66	4.69	0.71	2.01
0115.PG196.LB.MST	196	163	C57BLKS_J	C57	Regular	run_4	LargeBowel	0.982938005	-1.7	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	30.56	21.3	92.7	17	0.23	1.25	5.45	0.70	3.03
0115.PG197.LB.MST	197	164	C57BLKS_J	C57	Regular	run_4	LargeBowel	0.982938005	-1.7	Low	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	35.33	28.7	103.3	18	0.28	1.59	5.74	0.81	2.92
0115.PG198.LB.MST	198	165	C57BLKS_J	C57	Regular	run_4	LargeBowel	0.982938005	-1.7	Low	430.9315	0.5425	0.6709	26.8237	14.3326	17.9854	1610	-1550	10.9137	4.0663	6.8474	2960	95000	7600000	60.1085	62.7415	118.5588	0.0662	0.0061	1.0387	NA	NA	1	0	17.9854	1	6.8474	0.0694	406.3247	0.6709	0.6709	65.0964	42.8979	41.4986	4398	-2210	17.1285	0.4518	16.6767	6780	38900	3110000	97.3623	67.5614	0.1303	0.0076	0.9681	6.3623	3.4913	1.8224	NA	NA	42.8626	NA	NA	NA	20	26.8	22.7	84.9	17.5	0.27	1.30	4.85	0.85	3.17
0115.PG199.LB.MST	199	166	C57BLKS_J	C57	Regular	run_3	LargeBowel	0.982938005	-1.7	Low	437.9718	1.1135	0.8423	37.8729	23.212	24.8676	1961	-1670	97.8715	65.7329	32.1386	14000	19800	1580000	51.7784	32.8375	781.7755	0.3898	0.004	0.2065	1.8688	0.1105	1	0	25.1674	1	32.1386	0.0687	386.2696	0.8423	0.8423	66.0956	37.1306	43.3473	3900	-3190	22.4598	11.7269	10.7329	4150	60100	4810000	47.7872	59.0609	0.1721	0.0077	0.4582	6.5391	5.301	1.2336	NA	NA	43.5122	NA	NA	NA	20	28.62	27.4	103.2	17	0.27	1.61	6.07	0.96	3.61
0115.PG200.LB.MST	200	167	C57BLKS_J	C57	Regular	run_4	LargeBowel	0.982938005	-1.7	Low	440.103	1.656	1.0992	30.6924	16.5739	20.575	1930	-2113	39.3775	23.7149	15.6627	6890	39200	3140000	63.0016	39.7756	303.8683	0.2479	0.0063	0.7797	6.6029	0.1181	1	0	20.5	1	15.6627	0.0682	451.1448	1.0992	1.0992	80.4711	42.9836	52.8562	5870	-4090	21.496	1.3855	20.1104	9070	32000	2560000	93.5544	72.9454	0.4796	0.0223	1.0841	12.8178	3.97	3.2287	NA	NA	52.8562	NA	NA	NA	20	28.26	28.6	97.3	17.5	0.29	1.63	5.56	1.01	3.44
0115.PG201.LB.MST	201	168	C57BLKS_J	C57	Regular	run_4	LargeBowel	0.982938005	-1.7	Low	490.4705	1.656	1.1135	30.0928	14.4611	20.2602	1770	-1580	28.1225	2.4398	25.6827	12600	23900	1910000	58.7405	91.3245	487.8903	0.4118	0.0146	2.0797	1.265	1.6441	1	0	20.1103	1	25.6827	0.0612	451.1448	1.1135	1.1135	80.4711	42.9836	52.8562	5870	-4090	21.496	1.3855	20.1104	9070	32000	2560000	93.5544	72.9454	0.4796	0.0223	1.0841	18.6967	3.7615	4.9706	NA	NA	52.8562	NA	NA	NA	20	29.42	24.6	83.2	17	0.30	1.45	4.89	0.84	2.83
0115.PG202.LB.MST	202	169	C57BLKS_J	C57	Regular	run_4	LargeBowel	0.982938005	-1.7	Low	527.8953	5.7102	2.1699	51.8915	30.464	34.6792	2780	-3072	30.3514	13.5141	16.8373	8890	32700	2620000	53.6568	55.4747	540.6406	0.5261	0.0173	1.9306	3.7993	0.5081	1	0	34.2795	1	16.8373	0.0568	507.0746	2.1699	2.1699	126.8665	77.9443	84.3873	9170	-6890	20.4518	0.4719	19.9799	10100	31900	2550000	97.6927	72.2465	1.6429	0.0803	1.7295	8.86	5.373	1.649	NA	NA	83.0132	NA	NA	NA	20	32.95	29.7	112	17.5	0.27	1.70	6.40	0.90	3.40
0115.PG203.LB.MST	203	170	C57BLKS_J	C57	Regular	run_4	LargeBowel	0.982938005	-1.7	Low	441.1765	1.0992	1.4775	28.2227	15.9957	18.8948	1453	-1337	60.3012	40.1958	20.1054	8870	31400	2510000	51.4834	33.3417	350.1809	0.4278	0.0071	0.2506	1.5403	0.1627	1	0	18.8948	1	20.1054	0.068	447.7612	1.4775	1.4775	49.2648	28.2227	32.8719	2780	-2090	34.1667	8.8554	25.3112	11300	24900	1990000	74.0817	56.4297	0.4006	0.0117	0.5165	0.5494	1.4562	0.3773	NA	NA	32.5721	NA	NA	NA	20	29.72	26.4	102	17	0.26	1.55	6.00	0.89	3.43
0115.PG204.LB.MST	204	171	C57L_J	C57	HighFat	run_3	LargeBowel	1.239182929	23.9	Medium	376.6619	2.9424	0.0142	17.6688	12.7505	12.3482	922.6667	-567	NA	NA	NA	NA	NA	NA	52.2201	NA	NA	NA	NA	0.7664	NA	NA	1	0	12.0347	1	-4.4378	0.08	416.6667	NA	NA	69.4243	38.877	44.7057	4710	-3410	28.9357	1.6667	27.2691	11400	24100	1930000	94.2401	67.8917	1.1554	0.0399	0.9798	4.277	1.3855	3.087	NA	NA	45.6758	NA	NA	NA	20	55.43	35.7	95	18	0.38	1.98	5.28	0.64	1.71
0115.PG205.LB.MST	205	172	C57L_J	C57	HighFat	run_3	LargeBowel	1.239182929	23.9	Medium	504.2254	1.9758	1.4357	34.7974	18.3085	23.6161	2190	-2020	34.1064	12.9116	21.1948	10700	28700	2300000	63.0602	62.1431	460.6189	0.4382	0.0128	0.5186	2.0798	0.2494	1	0	23.1683	1	21.1948	0.0595	493.1801	1.4357	1.4357	88.7989	44.4492	58.5429	7327	-4298	12.8715	1.2952	11.5763	5710	55300	4420000	89.9376	82.5123	0.3294	0.0256	1.1398	NA	8.0292	NA	NA	NA	58.2693	NA	NA	NA	20	57.54	34.3	108.3	17.5	0.32	1.96	6.19	0.60	1.88
0115.PG206.LB.MST	206	173	C57L_J	C57	HighFat	run_3	LargeBowel	1.239182929	23.9	Medium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	62.3	43.5	127	16	0.34	2.72	7.94	0.70	2.04
0115.PG207.LB.MST	207	174	C57L_J	C57	HighFat	run_3	LargeBowel	1.239182929	23.9	Medium	512.8455	1.9332	1.0092	35.9346	21.2367	23.6587	2130	-1514	52.5803	29.1365	23.4438	12000	26100	2090000	59.2094	44.5866	536.8216	0.3407	0.0065	0.5672	0.8307	0.6828	1	0	23.9075	1	23.4438	0.0585	427.5583	1.0092	1.0092	71.5565	43.2552	46.8627	4395	-3110	15.7028	2.761	12.9418	5530	49700	3980000	82.4169	61.42	0.3603	0.0229	0.856	NA	6.7451	NA	NA	NA	47.0617	NA	NA	NA	20	58.89	30.6	122.7	17.5	0.25	1.75	7.01	0.52	2.08
0115.PG208.LB.MST	208	175	C57L_J	C57	HighFat	run_3	LargeBowel	1.239182929	23.9	Medium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	59.7	45.5	99.5	17	0.46	2.68	5.85	0.76	1.67
0115.PG209.LB.MST	209	176	C57L_J	C57	HighFat	run_3	LargeBowel	1.239182929	23.9	Medium	482.6221	2.4023	1.4073	35.0533	18.4932	24.0063	2270	-2080	26.506	6.004	20.502	9880	29100	2330000	64.8916	77.3485	449.5557	0.4155	0.0157	0.6155	2.3064	0.2669	1	0	23.3346	1	20.502	0.0622	481.2903	NA	NA	91.8692	49.9218	60.4142	7880	-5298	20.261	1.0643	19.1968	9240	33400	2670000	94.7473	85.7741	0.6641	0.0328	1.2476	6.7566	3.3194	2.0355	NA	NA	60.265	NA	NA	NA	20	55.28	33.8	103.2	17	0.33	1.99	6.07	0.61	1.87
0115.PG210.LB.MST	210	177	C57L_J	C57	HighFat	run_3	LargeBowel	1.239182929	23.9	Medium	538.9318	2.3738	1.5494	39.7584	21.8195	26.4427	2154	-1880	53.7349	31.0141	22.7209	12300	26600	2130000	54.1773	42.2833	564.467	0.5069	0.0094	0.4015	1.8414	0.2181	1	0	26.3929	1	22.7209	0.0556	485.2033	1.5494	1.5494	81.8905	46.0412	53.9779	6365	-4199	19.4478	9.257	10.1908	4950	62600	5010000	52.4006	77.7257	0.3484	0.0179	0.6135	1.0308	21.4445	0.0481	NA	NA	53.7789	NA	NA	NA	20	56.05	32.5	92.3	17	0.35	1.91	5.43	0.58	1.65
0115.PG211.LB.MST	211	178	C57L_J	C57	HighFat	run_3	LargeBowel	1.239182929	23.9	Medium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	57.34	27	104.9	17	0.26	1.59	6.17	0.47	1.83
0115.PG212.LB.MST	212	179	C57L_J	C57	Regular	run_3	LargeBowel	1.239182929	23.9	Medium	473.6908	2.6724	2.0043	27.4911	15.6645	18.3446	2120	-1470	20.1506	7.4297	12.7209	6020	45000	3600000	77.0673	63.129	208.8128	0.3671	0.0182	0.7726	1.5137	0.5104	1	0	18.4192	1	12.7209	0.0633	416.8812	2.0043	2.0043	69.4243	38.877	44.7057	4710	-3410	29.1365	1.6667	27.4699	11400	22900	1830000	94.2798	67.8917	1.0571	0.0363	0.9802	4.2064	1.4092	2.9848	NA	NA	45.6758	NA	NA	NA	20	35.93	30.8	90	17	0.34	1.81	5.29	0.86	2.50
0115.PG213.LB.MST	213	180	C57L_J	C57	Regular	run_3	LargeBowel	1.239182929	23.9	Medium	395.8392	NA	0.4975	29.2822	17.484	19.0461	1114	-1680	25.7631	13.2129	12.5502	5080	NA	NA	38.0436	48.714	239.5318	0.0899	0.0035	NA	4.6594	NA	1	0	19.5834	1	12.5502	0.0741	NA	0.4975	0.4975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20	37.23	26.2	96	17	0.27	1.54	5.65	0.70	2.58
