cpd00001	h2o
cpd09885	Prometon
cpd09886	o_p_DDT
cpd09887	3_tert_Butylphenol
cpd09888	2_4_6_Trichloro_4_biphenylol
cpd09889	2_3_4_5_Tetrachloro_4_biphenylol
cpd09890	2_Chloro_4_4_biphenyldiol
cpd09891	2_6_Dichloro_4_biphenylol
cpd09892	2_5_Dichloro_4_biphenylol
cpd09893	3_3_5_5_Tetrachloro_4_4_biphenyldiol
cpd09894	4_Chloro_4_biphenylol
cpd09895	2_3_5_6_Tetrachloro_4_4_biphenyldiol
cpd09896	2_2_3_3_6_6_Hexachloro_4_biphenylol
cpd09897	2_23_4_6_6_Hexachloro_4_biphenylol
cpd09898	2_2_5_5_TCB
cpd09899	Butylphen
cpd09900	2_2_4_4_5_5_Hexachlorobiphenyl
cpd09901	2_2_4_4_6_6_Hexachlorobiphenyl
cpd09902	2_2_3_3_5_5_Hexachloro_6_biphenylol
cpd09903	Hydroxyflutamide
cpd09904	4_t_Octylphenol
cpd09905	M1
cpd09906	M2
cpd09907	Promegestone
cpd09908	4_OH_Estradiol
cpd09909	4_Androstenediol
cpd09910	Butylbenzylphthalate
cpd09911	Nafoxidine
cpd09912	Aurin
cpd09913	Dibutylphthalate
cpd09914	2_4_Dihydroxybenzophenone
cpd09915	BisphenolS
cpd09916	1_6_Dimethylnaphthalene
cpd09917	1_8_Octanediol
cpd09918	2_Chlorophenol
cpd09919	4_4_Dihydroxybenzophenone
cpd09920	6_Hydroxyflavanone
cpd09921	Chrysene
cpd09922	Phenolphthalin
cpd09923	4_Phenylphenol
cpd09924	BisphenolB
cpd09925	4_t_Amylphenol
cpd09926	Di_n_octylphthalate
cpd09927	Methylparathion
cpd09928	DCPA
cpd09929	4_Hydroxybenzophenone
cpd09930	4_Hydroxychalcone
cpd09932	4_4_Dihydroxystilbene
cpd09933	Dimethylstilbestrol
cpd09934	Triphenylphosphate
cpd09935	4_Heptyloxyphenol
cpd09936	Monohydroxymethoxychlorolefin
cpd09937	Dihydroxymethoxychlorolefin
cpd09938	3_Deoxyestradiol
cpd09939	Dioctyladipate
cpd09940	4_Hydroxyflavanone
cpd09941	Mytatrienediol
cpd09942	3_3_Dihydroxyhexestrol
cpd09943	Monobenzone
cpd09944	4_Dodecylphenol
cpd09945	2_4_Dichlorobiphenyl
cpd09946	2_2_4_4_Tetrachlorobiphenyl
cpd09947	4_4_Dichlorobiphenyl
cpd09948	Norethynodrel
cpd09949	p_p_Methoxychlorolefin
cpd09950	1_3_Diphenyltetramethyldisiloxane
cpd09951	1_3_Dibenzyltetramethyldisiloxane
cpd09952	Dibutyladipate
cpd09953	Androstan_17_ol
cpd09954	Mibolerone
cpd09955	11_Keto_testosterone
cpd09956	Metribolone
cpd09957	p_Cumylphenol
cpd09958	DHTbenzoate
cpd09959	Diisobutyladipate
cpd09960	Trenbolone
cpd09961	p_Lactophenetide
cpd09962	N_Benzylphthalimide
cpd09963	2_(4_Hydroxybenzyl)isoindole_1_3_dione
cpd09964	N_(p_Nitrobenzyl)phthalimide
cpd09965	p_Chloroacetoacetanilide
cpd09966	2_6_Dihydroxyanthraquinone
cpd09967	Fenpiclonil
cpd09968	5alpha_Androstane_3_11_17_trione
cpd09969	3_Chlorophenol
cpd09970	Ethohexadiol
cpd09971	1_Octen_3_ol
cpd09972	1_2_Octanediol
cpd09973	4_Heptyloxybenzoicacid
cpd09974	Furan
cpd09975	4_(3_5_Diphenylcyclohexyl)phenol
cpd09976	3_4_Diphenyltetrahydrofuran
cpd09977	1_1_2_Triphenylpropane
cpd09978	Furfural
cpd09979	Furfuraldiethylacetal
cpd09980	5_Nitrofurfural
cpd09981	2_Furylmercurychloride
cpd09982	Dioxybenzone
cpd09983	2_2_Dihydroxybenzophenone
cpd09984	Oxybenzone
cpd09985	Phenolphthalein
cpd09986	4_4_Methylenebis(2_6_di_tert_butylphenol)
cpd09987	4_4_Methylenedianiline
cpd09988	Dibenzo_18_crown_6
cpd09989	7_Hydroxyflavanone
cpd09990	Carbofuran
cpd09991	Dichlorophen
cpd09992	NF45
cpd09993	Diphenolicacid
cpd09994	Penemac
cpd09995	Droloxifene
cpd09996	4_4_Biphenyldiol
cpd09997	Bis(4_hydroxyphenyl)methane
cpd09998	Cyanazine
cpd09999	Diamylphthalate
cpd10000	Dicofol
cpd10001	Dinoseb
cpd10002	Equilenin
cpd10003	NF161
cpd10004	4_Hexyloxyphenol
cpd10005	Z_Furan
cpd10006	Org4333
cpd10007	Methoprene
cpd10008	5_6_7_8_Tetrahydro_2_naphthol
cpd10009	Picloram
cpd10010	4_Propylphenol
cpd10011	Propazine
cpd10012	3_4_7_Trihydroxyisoflavone
cpd10013	6_Hydroxydaidzein
cpd10014	Anthracene
cpd10015	SB218655
cpd10016	Benz[a]anthracene
cpd10017	1_12_Benzoperylene
cpd10018	SR141716
cpd10019	3_4_Benzfluoranthene
cpd10020	Benzo[k]fluoranthene
cpd10021	Chlorpyrifos
cpd10022	Sutan
cpd10023	Diazinon
cpd10024	Dibenz[a_h]anthracene
cpd10025	Dimethoate
cpd10026	Heptachlorepoxide
cpd10027	o_Dichlorobenzene
cpd10028	1_2_Dimethylnaphthalene
cpd10029	2_6_Dimethylnaphthalene
cpd10030	Chlorocresol
cpd10031	Metribuzin
cpd10032	Pronamide
cpd10033	Aprocarb
cpd10034	Pyrene
cpd10035	1_2_Dibromo_3_chloropropane
cpd10036	Allethrin
cpd10037	PCNB
cpd10038	3_3_DimethylbisphenolA
cpd10039	4_Phenethylphenol
cpd10040	4_4_Dihydroxybibenzyl
cpd10041	3_Phenylphenol
cpd10042	Trifluralin
cpd10043	4_6_Dihydroxyflavone
cpd10044	BisphenolAdimethacrylate
cpd10045	BisphenolAbis(chloroformate)
cpd10046	BisphenolAethoxylate
cpd10047	BisphenolAdiglycidylether
cpd10048	BisphenolE
cpd10049	BisphenolAF
cpd10050	4_Butoxyphenol
cpd10051	6_Bromo_2_naphthol
cpd10052	2_Chlorobiphenyl
cpd10053	2_5_Dichlorobiphenyl
cpd10054	2_6_Dichlorobiphenyl
cpd10055	3_5_Dichlorobiphenyl
cpd10056	2_3_4_Trichlorobiphenyl
cpd10057	2_3_5_Trichlorobiphenyl
cpd10058	2_3_6_Trichlorobiphenyl
cpd10059	2_2_4_5_Tetrachlorobiphenyl
cpd10060	2_3_4_4_Tetrachlorobiphenyl
cpd10061	2_3_4_5_Tetrachlorobiphenyl
cpd10062	2_3_5_6_Tetrachlorobiphenyl
cpd10063	2_4_4_6_Tetrachlorobiphenyl
cpd10064	2_3_3_4_5_Pentachlorobiphenyl
cpd10065	2_3_4_5_6_Pentachlorobiphenyl
cpd10066	2_2_3_3_5_5_Hexachlorobiphenyl
cpd10067	Decachlorobiphenyl
cpd10068	2_2_3_3_6_6_Hexachlorobiphenyl
cpd10069	2_4_Dichloro_6_phenylphenol
cpd10070	3_5_Dichloro_4_hydroxybiphenyl
cpd10071	2_3_4_5_5_Pentachloro_2_hydroxybiphenyl
cpd10072	2_2_3_4_5_Pentachloro_4_biphenylol
cpd10073	2_2_3_4_6_Pentachloro_4_biphenylol
cpd10074	2_2_3_5_6_Pentachloro_4_biphenylol
cpd10075	2_2_4_6_Tetrachloro_4_biphenylol
cpd10076	2_3_3_4_5_Pentachloro_4_biphenylol
cpd10077	2_3_3_4_6_Pentachloro_4_biphenylol
cpd10078	2_3_3_5_6_Pentachloro_4_biphenylol
cpd10079	2_3_4_6_Tetrachloro_4_biphenylol
cpd10081	2_2_3_4_5_5_6_Heptachloro_4_biphenylol
cpd10082	16_Ketoestradiol
cpd10083	Benzo[b]fluorene
cpd10084	o_Ethylphenol
cpd10085	3_Ethylphenol
cpd10086	Sumithrin
cpd10087	Permethrin
cpd10088	Monohydroxymethoxychlor
cpd10089	hpal
cpd10090	Diethylstilbestroldimethylether
cpd10091	Equilin
cpd10092	Benzylparaben
cpd10093	4_Nitrotoluene
cpd10094	2_Phenylpropene
cpd10095	Cumene
cpd10096	Dinitrochlorobenzene
cpd10097	Ethylenethiourea
cpd10098	1_3_Dichloro_2_propanol
cpd10099	1_2_3_Trichloropropane
cpd10100	2_4_Diaminotoluene
cpd10101	o_Phenylenediamine
cpd10102	o_Toluidine
cpd10103	2_4_DB
cpd10104	N_Phenyl_1_naphthylamine
cpd10105	3_Nitrofluoranthene
cpd10106	2_Chloronitrobenzene
cpd10107	1_2_3_Trichlorobenzene
cpd10108	Dibenzofuran_2_ol
cpd10109	Phenbenzaminehydrochloride
cpd10110	Dicyclopentadiene
cpd10111	4_Toluenesulfonamide
cpd10112	Triphenyltinchloride
cpd10113	AI3_23606
cpd10114	Thiourea
cpd10115	Trp_P_2
cpd10116	2_Anthramine
cpd10117	3_Nitrophenol
cpd10118	2_4_DCA
cpd10119	MPP
cpd10120	1_Nitropyrene
cpd10121	NDEA
cpd10122	1_8_Dinitropyrene
cpd10123	1_6_Dinitropyrene
cpd10124	BPMC
cpd10125	Acephate
cpd10126	Diflubenzuron
cpd10127	Thiobencarb
cpd10128	Fenthoate
cpd10129	Dichlorvos
cpd10130	Methidathion
cpd10131	Thiophanate_methyl
cpd10132	Bendiocarb
cpd10133	EPN
cpd10134	1_2_Benzpyrene
cpd10135	EDDP
cpd10136	Captax
cpd10137	Captan
cpd10138	TBP
cpd10139	p_Dioxane
cpd10140	16_Ketoestrone
cpd10141	MEP
cpd10142	o_Tolidine
cpd10143	2_Aminoanthraquinone
cpd10144	Tris(2_chloroethyl)phosphate
cpd10145	Tris(butoxyethyl)phosphate
cpd10146	2_Picoline
cpd10147	Glyoxal
cpd10148	Epichlorohydrin
cpd10149	4_Chloroaniline
cpd10150	4_Chlorotoluene
cpd10151	Morpholine
cpd10152	4_Bromophenol
cpd10153	2_4_6_Tribromophenol
cpd10154	N_Ethylaniline
cpd10155	4_Chloronitrobenzene
cpd10156	Simetryn
cpd10157	Dihydrogenistein
cpd10158	2_Hydroxybenzo[a]pyrene
cpd10159	Fluoren_2_ol
cpd10160	3_Hydroxybenzo[a]pyrene
cpd10161	3_4_Dichlorophenol
cpd10162	R_3_Hydroxy_3_methyl_2_oxopentanoate
cpd10163	4_n_Butylphenol
cpd10164	4_n_Hexylphenol
cpd10165	p_Amylphenol
cpd10166	cis_1_2_Diphenylcyclobutane
cpd10167	Diisopropylphthalate
cpd10168	Di_n_propylphthalate
cpd10169	3_Methylcholanthrene
cpd10170	2_2_4_5_5_pentachloro_4_biphenylol
cpd10171	Tetra_O_methylscutellarein
cpd10172	Phthalazin_1_one
cpd10173	Benzarone
cpd10174	U19763
cpd10175	Xanthomicrol
cpd10176	3_3_Difluoroandrostane_17_olacetate
cpd10177	21_Deoxycortisone
cpd10178	Flumethasone
cpd10179	5_Diazouracil
cpd10180	1_Hydroxy_2_acetamidofluorene
cpd10181	5_Pregnen_3beta_ol
cpd10182	17alpha_Methylestradiol
cpd10183	Isoflupredone
cpd10184	17beta_Dihydroequilin
cpd10185	Norethindroneenanthate
cpd10186	Ethisterone
cpd10187	21_Fluoroprogesterone
cpd10188	19_Norprogesterone
cpd10189	Stenbolone
cpd10190	Normethandrone
cpd10191	NM394
cpd10192	Protandren
cpd10193	4_Chloroacetanilide
cpd10194	Eburicoicacid
cpd10195	Estrololactone
cpd10196	6beta_Hydroxytestosterone
cpd10197	17alpha_Dihydroequilenin
cpd10198	1_2_Epoxyhexadecane
cpd10199	19_Norandrostenedione
cpd10200	DPPD
cpd10201	Boldenone
cpd10202	16_Dehydropregnenoloneacetate
cpd10203	Di_n_hexylphthalate
cpd10204	Didecylphthalate
cpd10205	Chlorpropham
cpd10206	Diphenylcarbonate
cpd10207	Mesitylene
cpd10208	1_Tridecanol
cpd10209	Fensulfothion
cpd10210	Bis_GMA
cpd10211	Benzofuran
cpd10212	Tetrachlorvinphos
cpd10213	Chinomethionat
cpd10214	Camphorquinone
cpd10215	Kojicacid
cpd10216	Pretilachlor
cpd10217	Hemimellitene
cpd10218	1_Hydroxypyrene
cpd10219	Chlorpyrifos_methyl
cpd10220	2_4_Dibromophenol
cpd10221	3_Ethyltoluene
cpd10222	Diisopropyladipate
cpd10223	Flucythrinate
cpd10224	Mefenacet
cpd10225	Esprocarb
cpd10226	MMA
cpd10227	Tetrachlorodian
cpd10228	Dicyclohexylphthalate
cpd10229	HEMA
cpd10230	Azomycin
cpd10231	Silvex
cpd10232	Pseudocumene
cpd10233	Durene
cpd10234	4_t_Butylbenzoicacid
cpd10235	Glycitein
cpd10236	TMPTA
cpd10237	TMPT
cpd10238	Krm1657
cpd10239	RifamycinS
cpd10240	(R)_4_Deoxyindenestrol
cpd10241	(S)_4_Deoxyindenestrol
cpd10242	(R)_5_Deoxyindenestrol
cpd10243	(S)_5_Deoxyindenestrol
cpd10244	(S)_IndenestrolA
cpd10245	(R)_IndenestrolA
cpd10246	(S)_IndenestrolB
cpd10247	(R)_IndenestrolB
cpd10248	Triphenylsilanol
cpd10249	p_Nonylphenol
cpd10250	Mestilbol
cpd10251	11_Ketoetiocholanolone
cpd10252	11beta_Hydroxyetiocholanolone
cpd10253	Percotol
cpd10254	11alpha_Hydroxy_17alpha_methyltestosterone
cpd10255	9_Hydroxybenzo[a]pyrene
cpd10256	8_Hydroxybenzo[a]pyrene
cpd10257	7_Hydroxybenzo[a]pyrene
cpd10258	5_Hydroxybenzo[a]pyrene
cpd10259	4_Hydroxybenzo[a]pyrene
cpd10260	2_4_6_Triphenyl_1_hexene
cpd10261	2_4_Diphenyl_1_butene
cpd10262	12_Hydroxybenzo[a]pyrene
cpd10263	11_Hydroxybenzo[a]pyrene
cpd10264	10_Hydroxybenzo[a]pyrene
cpd10265	Diethyladipate
cpd10266	Acetyleugenol
cpd10267	Sumiherb
cpd10268	4_4_Thiobiphenyl
cpd10269	Dimethyladipate
cpd10270	Dimepiperate
cpd10271	2_Ethyltoluene
cpd10272	PCB126
cpd10273	Chlorobenzilate
cpd10274	Di_n_heptylphthalate
cpd10275	6_Hydroxybenzo[a]pyrene
cpd10276	Diisooctylphthalate
cpd10277	Diisodecylphthalate
cpd10278	Meobal
cpd10279	Karphos
cpd10280	1_3_Diphenylpropane
cpd10281	2_4_Dimethylphenol
cpd10282	p_Diethylbenzene
cpd10283	Chlorobenside
cpd10284	4_Chlorochalcone
cpd10285	6alpha_Methylprogesterone
cpd10286	11alpha_Hydroxyandrosta_1_4_diene_3_17_dione
cpd10287	7alpha_Methyltestosterone
cpd10288	4_4_Dinitrodibenzyl
cpd10289	6_Dehydroestradiol
cpd10290	Pyridarone
cpd10291	Methylnitronitrosoguanidine
cpd10292	Epimestrol
cpd10293	Tetrahydro_11_deoxycortisol
cpd10294	NMH
cpd10295	Ethamoxytriphetol
cpd10296	2_3_Di(4_methoxyphenyl)acrylonitrile
cpd10297	17alpha_Hydroxy_11_ketopregnanolone
cpd10298	Triphenylcyanoethylene
cpd10299	16alpha_Hydroxytestosterone
cpd10300	Methylmethoxyacetate
cpd10301	3_Hydroxyaminophenol
cpd10302	19_Nortestosteronecyclopentylpropionate
cpd10303	Aminohydroquinone
cpd10304	Metholone
cpd10305	11beta_Hydroxyandrosterone
cpd10306	Testosteronedecanoate
cpd10307	6alpha_Hydroxypregnanolone
cpd10308	17alpha_Hydroxypregnanolone
cpd10310	1_Chloro_2_(chlorophenylmethyl)benzene
cpd10311	Rubrophen
cpd10312	Allenolicacid
cpd10313	6_Amylmercaptopurine
cpd10314	17beta_Hydroxy_17_methylandrost_4_ene_3_11_dione
cpd10315	9alpha_Fluoro_17alpha_methyl_5beta_androstane_3alpha_11beta_17_triol
cpd10316	GrasanChrysoidine
cpd10317	Fluprednisolone
cpd10318	o_Chloroacetanilide
cpd10319	2_Acetamido_6H_dibenzo[b_d]pyran_6_one
cpd10320	9_Fluoro_17_methyl_11_oxotestosterone
cpd10321	(E)_Methoxy_4_nitrostilbene
cpd10322	6_(Ethylthio)purine
cpd10323	Androstane_3_17_dioldipropionate
cpd10324	9alpha_Fluoro_6alpha_methylprednisolone21_acetate
cpd10325	CB1414
cpd10326	14_Hydroxytestosterone
cpd10327	4_5alpha_Dihydro_2_(hydroxymethylene)testosterone
cpd10328	Fluorometholone17_acetate
cpd10329	9alpha_Fluoro_11beta_hydroxy_6alpha_methylpregn_4_ene_3_20_dione
cpd10330	Cetadiol
cpd10331	SKI22936
cpd10332	7_Hydroxy_2_acetamidofluorene
cpd10333	Methandrioldipropionate
cpd10334	16alpha_17alpha_Epoxypregnenoloneacetate
cpd10335	U_6013
cpd10336	16beta_Hydroxy_3_11_dioxopregna_4_17(20)_dien_21_oicacid_gamma_lactone
cpd10337	9alpha_Fluoro_16alpha_hydroxyhydrocortisone
cpd10338	2_Indanoneoxime
cpd10339	Estradiolcypionate
cpd10340	Cholesteryloleate
cpd10341	Melengestrolacetate
cpd10342	Medrysone
cpd10343	4_Bromophenylthiourea
cpd10344	Estradiol_17_phenylpropionate
cpd10345	11_Dehydroprogesterone
cpd10346	Braxoron
cpd10347	6alpha_Chloro_17_acetoxyprogesterone
cpd10348	15alpha_Hydroxytestosterone
cpd10349	6_Dehydroestrone
cpd10350	16_17_Epoxydeoxycorticosteroneacetate
cpd10351	17alpha_Ethynylestr_5(10)_ene_3alpha_17beta_diol
cpd10352	Descinoloneacetonide
cpd10353	12alpha_Hydroxyprogesterone
cpd10354	17_17_Dimethyl_18_norandrosta_4_13_dien_3_one
cpd10355	3_Hydroxy_2_acetamidofluorene
cpd10356	2_3_Diphenylindone
cpd10357	Pregnenoloneacetate
cpd10358	Carbestrol
cpd10359	17alpha_Ethyl_17beta_estradiol3_methylether
cpd10360	(E)_4_Nitrostilbene
cpd10361	Testosteroneisocaproate
cpd10362	11beta_16alpha_17alpha_21_Tetrahydroxy_9alpha_fluoropregn_4_ene_3_20_dione16_17_acetonide
cpd10363	Oranabol
cpd10364	4_Methoxydibenzyl
cpd10365	Testosteronephenylpropionate
cpd10366	Cortancyl
cpd10367	11beta_Hydroxy_12alpha_bromoprogesterone
cpd10368	10beta_Hydroxynorethindrone
cpd10369	11_Ketoandrosterone
cpd10370	p_Chlorobenzhydrol
cpd10371	7_Dehydrocholesterolbenzoate
cpd10372	16alpha_17alpha_Dihydroxyprogesteroneacetophenide
cpd10373	Corticosterone21_acetate
cpd10374	4_Chloroprogesterone
cpd10375	delta1_Progesterone
cpd10376	5_Hydroxy_2_acetamidofluorene
cpd10377	p_Methoxystilbene
cpd10378	5beta_Pregnane_3alpha_17alpha_20alpha_triol
cpd10379	16alpha_17alpha_Epoxyprogesterone
cpd10380	3_Methoxyestra_2_5(10)_dien_17beta_ol
cpd10381	11beta_Hydroxy_17alpha_methyltestosterone
cpd10382	4_9(11)_Androstadien_17alpha_methyl_17beta_ol_3_one
cpd10383	Dibenzyl
cpd10384	Dicyclohexylamine
cpd10385	2_Ethoxyethanol
cpd10386	2_2_Dichlorethylether
cpd10387	2_2_Oxydiethanol
cpd10388	Tetraethylenepentamine
cpd10389	Triethylamine
cpd10390	Chlorodibromomethane
cpd10391	BHT
cpd10392	Neozone
cpd10393	Triglycollamicacid
cpd10394	1_Nonanol
cpd10395	p_Isoamylphenol
cpd10396	p_Heptylphenol
cpd10397	1_Hydroxychlordene
cpd10398	Ethoxyflurane
cpd10399	Paraquat
cpd10400	o_Dinitrobenzene
cpd10401	1_8_Dimethylnaphthalene
cpd10402	Dimethylnitrosamine
cpd10403	1_1_1_2_Tetrachloroethane
cpd10404	DES
cpd10405	Bromoform
cpd10406	Bromodichloromethane
cpd10407	tert_Butylbenzoate
cpd10408	ibutoh
cpd10409	Nickelchloride
cpd10410	2_5_DCA
cpd10411	2_4_Dinitroaniline
cpd10412	m_p_DDD
cpd10413	Chloroxylenol
cpd10414	2_Ethylhexyl_4_hydroxybenzoate
cpd10415	15_Deoxy_PGJ2
cpd10416	Heptylparaben
cpd10417	Methallenestrilphenol
cpd10418	4_Ethyl_7_hydroxy_3_(p_methoxyphenyl)coumarin
cpd10419	34a_Deoxy_rifamycinW
cpd10420	RifamycinW_hemiacetal
cpd10421	RifamycinZ
cpd10422	Demethyl_desacetyl_rifamycinS
cpd10423	Demethyl_desacetyl_rifamycinSV
cpd10424	2_2_3_3_4_5_5_heptachloro_4_biphenylol
cpd10425	27_O_Demethyl_rifamycinSV
cpd10426	2_2_3_3_4_5_Hexachloro_4_biphenylol
cpd10428	2_2_3_4_5_5_Hexachloro_4_biphenylol
cpd10429	16alpha_Bromo_17beta_estradiol
cpd10430	5_OxoETE
cpd10431	2_3_4_5_Tetrachloro_3_biphenylol
cpd10432	2_5_Dichloro_3_biphenylol
cpd10433	2_5_Dichloro_2_biphenylol
cpd10434	3_4_5_Trichloro_4_biphenylol
cpd10435	Indanestrol
cpd10436	alpha_alpha_Diethyl_3_4_3_4_stilbenetetraol
cpd10437	alpha_alpha_Diethyl_3_4_4_stilbenetriol
cpd10438	o_Cymen_5y_ol
cpd10439	N_Nitrosodiphenylamine
cpd10440	Isophorone
cpd10441	Dacthal
cpd10442	Zindoxifene
cpd10443	Chlordimeform
cpd10444	2_2_BisphenolF
cpd10445	20_HETE
cpd10446	19(S)_HETE
cpd10447	trans_Zearalenol
cpd10448	beta_Zearalenol
cpd10449	Zeranol
cpd10450	Taleranol
cpd10451	Zearalanone
cpd10452	2_Chloro_4_biphenylol
cpd10453	2_2_3_6_6_Pentachloro_4_biphenylol
cpd10454	Moxestrol
cpd10455	ICI164384
cpd10456	4_4_Oxydianiline
cpd10457	Amaranth
cpd10458	trans_trans_1_4_Diphenyl_1_3_butadiene
cpd10459	13(S)_HODE
cpd10460	(E)_4_Stilbenol
cpd10461	2_Thiophenesulfonamide
cpd10462	13_KODE
cpd10463	9_KODE
cpd10464	9(S)_HODE
cpd10465	5_6_EET
cpd10466	8_9_EET
cpd10467	11_12_EET
cpd10468	14_15_EET
cpd10469	5_6_DHET
cpd10470	8_9_DHET
cpd10471	11_12_DHET
cpd10472	14_15_DHET
cpd10473	8(S)_HETE
cpd10474	12(S)_HETE
cpd10475	16(R)_HETE
cpd10476	9(S)_HETE
cpd10477	11(R)_HETE
cpd10478	15H_11_12_EETA
cpd10479	11_12_15_THETA
cpd10480	1_2_Naphthoquinone
cpd10481	1_2_Dihydroxy_3_4_epoxy_1_2_3_4_tetrahydronaphthalene
cpd10482	Naphthalene_1_4_diol
cpd10483	(1R_2S)_Naphthaleneepoxide
cpd10484	(1S_2R)_Naphthaleneepoxide
cpd10485	1_Nitrosonaphthalene
cpd10486	1_Naphthylhydroxylamine
cpd10487	1_Naphthylamine
cpd10488	(1R)_Hydroxy_(2R)_glutathionyl_1_2_dihydronaphthalene
cpd10489	(1S)_Hydroxy_(2S)_glutathionyl_1_2_dihydronaphthalene
cpd10490	(1R)_Glutathionyl_(2R)_hydroxy_1_2_dihydronaphthalene
cpd10491	2_3_Dinor_8_isoPGF2alpha
cpd10492	2_3_Dinor_8_isoPGF1alpha
cpd10493	(1R)_Hydroxy_(2R)_N_acetyl_L_cysteinyl_1_2_dihydronaphthalene
cpd10494	(1R)_N_Acetyl_L_cysteinyl_(2R)_hydroxy_1_2_dihydronaphthalene
cpd10495	(1S)_Hydroxy_(2S)_N_acetyl_L_cysteinyl_1_2_dihydronaphthalene
cpd10496	(1R_2R)_3_[(1_2_Dihydro_2_hydroxy_1_naphthalenyl)thio]_2_oxopropanoicacid
cpd10497	1_Nitronaphthalene_5_6_oxide
cpd10498	1_2_Dihydro_5_nitro_1_2_naphthalenediol
cpd10499	1_Nitronaphthalene_7_8_oxide
cpd10500	1_Nitro_7_hydroxy_8_glutathionyl_7_8_dihydronaphthalene
cpd10501	1_Nitro_7_glutathionyl_8_hydroxy_7_8_dihydronaphthalene
cpd10502	1_Nitro_5_hydroxy_6_glutathionyl_5_6_dihydronaphthalene
cpd10503	1_Nitro_5_glutathionyl_6_hydroxy_5_6_dihydronaphthalene
cpd10504	12_KETE
cpd10507	HepoxilinB3
cpd10508	TrioxilinB3
cpd10509	12(R)_HPETE
cpd10510	11H_14_15_EETA
cpd10511	11_14_15_THETA
cpd10512	5_6_Epoxytetraene
cpd10513	Sch59884
cpd10514	BMS379224
cpd10515	fe2
cpd10516	fe3
cpd10517	11(R)_HPETE
cpd10518	9(S)_HPETE
cpd10519	12(R)_HETE
cpd10520	8(S)_HPETE
cpd10521	8(R)_HETE
cpd10522	9(10)_EpOME
cpd10523	12(13)_EpOME
cpd10524	9(S)_HPOD
cpd10525	9_10_DHOA
cpd10526	12_13_DHOA
cpd10527	GDP_4_keto_6_L_deoxygalactose
cpd10528	8(R)_HPODE
cpd10529	12_13_Epoxy_9_hydroxy_10_octadecenoate
cpd10530	9_12_13_TriHOME
cpd10531	(11E)_9_10_Epoxyoctadecenoicacid
cpd10532	9_10_13_TriHOME
cpd10533	9_10_12_13_Diepoxyoctadecanoate
cpd10534	9_10_Dihydroxy_12_13_epoxyoctadecanoate
cpd10535	Y23684
cpd10536	Bromobenzene_3_4_oxide
cpd10537	Bromobenzene_2_3_oxide
cpd10538	2_Bromophenol
cpd10539	Bromobenzene_2_3_dihydrodiol
cpd10540	4_Bromocatechol
cpd10541	Bromobenzene_3_4_dihydrodiol
cpd10542	4_Bromophenol_2_3_epoxide
cpd10543	4_Bromo_1_2_benzoquinone
cpd10544	3_4_Dihydro_3_hydroxy_4_S_glutathionylbromobenzene
cpd10545	2_3_Dihydro_2_S_glutathionyl_3_hydroxybromobenzene
cpd10546	Benzo[a]pyrene_9_10_oxide
cpd10547	Benzo[a]pyrene_7_8_oxide
cpd10548	Benzo[a]pyrene_4_5_oxide
cpd10549	Benzo[a]pyrene_7_8_diol
cpd10550	Benzo[a]pyrene_7_8_dihydrodiol_9_10_oxide
cpd10551	9_Hydroxybenzo[a]pyrene_4_5_oxide
cpd10552	4_5_Dihydro_4_hydroxy_5_S_glutathionyl_benzo[a]pyrene
cpd10553	7_8_Dihydro_7_hydroxy_8_S_glutathionyl_benzo[a]pyrene
cpd10554	2_2_Dichlorooxirane
cpd10555	2_2_Dichloroacetaldehyde
cpd10556	Chloroacetylchloride
cpd10557	2_2_Dichloro_1_1_ethanediol
cpd10558	S_(2_2_Dichloro_1_hydroxy)ethylglutathione
cpd10559	2_S_Glutathionylacetate
cpd10560	2_(S_Glutathionyl)acetylglutathione
cpd10561	S_(2_Chloroacetyl)glutathione
cpd10562	2_(S_Glutathionyl)acetylchloride
cpd10563	Chloral
cpd10564	Dichloroacetylchloride
cpd10565	DCVG
cpd10566	Urochloralicacid
cpd10567	2_Bromoacetaldehyde
cpd10568	S_(Formylmethyl)glutathione
cpd10569	Thiodiaceticacid
cpd10570	Thiodiaceticacidsulfoxide
cpd10571	Glutathioneepisulfoniumion
cpd10572	S_(2_Hydroxyethyl)glutathione
cpd10573	S_(2_Hydroxyethyl)_N_acetyl_L_cysteine
cpd10574	S_[2_(N7_Guanyl)ethyl]_N_acetyl_L_cysteine
cpd10575	6alpha_17_Dimethyl_5alpha_androstane_3beta_17beta_diol
cpd10576	17_Methyl_3_(2_4_cyclopentadien_1_ylidene)_5alpha_androstane_17beta_ol
cpd10577	16alpha_17_Dihydroxypregn_4_ene_3_20_dionecyclicacetalwith2_furylmethylketone
cpd10578	17_Hydroxy_3_oxo_19_nor_5alpha_17alpha_pregnane_21_carboxylicacid_gamma_lactone
cpd10579	2alpha_Methyl_5alpha_androstane_3alpha_17beta_diol
cpd10580	9_Fluoro_17alpha_methyl_5alpha_androstane_3beta_11beta_17_triol
cpd10581	cis_1_3_4_6_7_11b_Hexahydro_9_methoxy_2H_benzo[a]quinolizine_3_carboxylicacidethylester
cpd10582	9_Fluoro_11beta_hydroxy_16beta_methylandrosta_1_4_diene_3_17_dione
cpd10583	16beta_Fluoroandrost_4_ene_3_17_dione
