sample_id	total	oxidoreductase_activity	sphingosine_hydroxylase_activity	monooxygenase_activity	electron_transfer_activity	oxygen_evolving_activity	steroid_dehydrogenase_activity	oxidoreductase_activity__acting_on_CH_OH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_CH_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH2_group_of_donors	oxidoreductase_activity__acting_on_the_CH_NH_group_of_donors	oxidoreductase_activity__acting_on_NAD_P_H	oxidoreductase_activity__acting_on_other_nitrogenous_compounds_as_donors	oxidoreductase_activity__acting_on_a_sulfur_group_of_donors	oxidoreductase_activity__acting_on_a_heme_group_of_donors	oxidoreductase_activity__acting_on_diphenols_and_related_substances_as_donors	oxidoreductase_activity__acting_on_peroxide_as_acceptor	oxidoreductase_activity__acting_on_hydrogen_as_donor	oxidoreductase_activity__acting_on_single_donors_with_incorporation_of_molecular_oxygen	oxidoreductase_activity__acting_on_paired_donors__with_incorporation_or_reduction_of_molecular_oxygen	oxidoreductase_activity__acting_on_superoxide_radicals_as_acceptor	oxidoreductase_activity__acting_on_metal_ions	oxidoreductase_activity__acting_on_CH_or_CH2_groups	oxidoreductase_activity__acting_on_iron_sulfur_proteins_as_donors	oxidoreductase_activity__acting_on_reduced_flavodoxin_as_donor	oxidoreductase_activity__acting_on_the_aldehyde_or_oxo_group_of_donors	pyrogallol_hydroxytransferase_activity	X2_octaprenylphenol_hydroxylase_activity	arsenate_reductase_activity	oxidoreductase_activity__acting_on_phosphorus_or_arsenic_in_donors	sulfur_reductase_activity	selenate_reductase_activity	X2_desacetyl_2_hydroxyethyl_bacteriochlorophyllide_a_dehydrogenase_activity	glycyl_radical_enzyme_activating_activity	crotonyl_CoA_reductase_activity	NADPH_sulfur_oxidoreductase_activity	tRNA__2_methylthio_N_6__cis_hydroxy_isopentenyl_adenosine__hydroxylase_activity	geranylgeranyl_reductase_activity	violaxanthin_de_epoxidase_activity	oxidoreductase_activity__acting_on_X_H_and_Y_H_to_form_an_X_Y_bond	dioxygenase_activity	X3_8_divinyl_protochlorophyllide_a_8_vinyl_reductase_activity	uracil_oxygenase_activity	epoxyqueuosine_reductase_activity	fatty_acid_alpha_hydroxylase_activity	transmembrane_monodehydroascorbate_reductase_activity	Remaining
0159_AY44_33037_20171009_ST	2679223	34221.1023809524	0	1634.825	6534.74126984127	0	603.5	25342.3916666667	8809.59166666667	8689.88333333334	5487.68333333333	5250.52222222222	1106.00238095238	5845.6	20.3190476190476	0.0333333333333334	2033.88333333333	693.033333333333	941.750000000002	414.658333333333	145.625	316.666666666666	4465.49999999999	278.033333333333	0	7717.31666666667	0	0	63	63	0	0.333333333333333	0	383.5	0	0	0	0	0	599.25	1361.95	0	0	149.166666666667	0	0	2556050.13769841
0159_AB10_26147_20181010_ST	2676334	35604.3833333333	0	1684.44166666667	6187.80952380952	0	348.833333333333	24667	8106.6	8279.13333333334	5107.39285714286	4036.18333333333	868.783333333333	4723.71944444445	15.3666666666667	0.3	1842.2	831.35	853.333333333335	320.908333333333	162.333333333333	190.666666666667	4114.3	466.066666666666	0	8406.10000000001	0	0	38.5	38.5	0	0.333333333333333	0	437.916666666667	0	0	0	0	0	332.75	1385.41666666667	0	0	200.75	0	0	2557082.6281746
0159_AB18_101080_20190909_ST	2671274	34937.425	0	1441	6337.82142857142	0	360.708333333333	23519.075	7905.73333333333	8567.88333333333	5547.23333333333	4288.65	784.302380952381	4728.71527777778	14.802380952381	0.4	1863.46666666667	802.933333333334	708.708333333333	373.95	177.083333333333	162	4476.75952380952	388.116666666667	0	7961.9119047619	1.25	0	88.25	88.25	0	3	0	357.25	1.5	0	0	0	0	240.75	1130.20833333333	0	0	197.75	0	0	2553817.11210317
0159_AB10_26175_20181010_ST	2652920	34094.7333333333	0	1713.03333333333	6845.05952380952	0	300.375	25461.4972222222	7891.88333333333	9269.6	5469.47619047619	5841.53333333333	1048.09523809524	5626.77777777778	14.6595238095238	0.7	2036.23333333334	879.25	830.666666666667	356.75	148	376.5	4152.16666666667	252.15	0	8015.65000000001	0	0	46.5	46.5	0	0.333333333333333	0	343.4	0	0	0.5	0	0	220	1239.25	0	0	184.833333333333	0	0	2530213.89285714
0159_AP39_21156_20180210_ST	2646778	36192.0833333333	0	1445.375	6654.8507936508	0	328	23620.2833333333	8004.54166666666	7918.76666666667	5231.01666666667	3795.17222222223	842.728571428571	4445.2875	16.4619047619048	1.4	1301.98333333333	720.15	818.166666666667	242.625	155	144.6	4536.41666666667	721.2	0	7505.41666666667	1.75	0	122.75	122.75	0	0	0	442.3	0	0	0	0	0	178	1027.66666666667	0	0	203.083333333333	0	0	2530038.17400794
0159_AY44_33259_20191007_ST	2643659	41256.85	0	1792.33333333334	7112.85396825397	0	280.958333333333	28476.8861111111	8937.35238095238	6876.75	4924.98333333333	5116.2380952381	3876.0619047619	5416.99027777778	107.273015873016	22.2333333333334	1832.22619047619	1574.91666666666	860.041666666668	1134.19166666667	189.833333333334	559.916666666667	6767.0119047619	804.9	0	12268.0119047619	0	0	159.166666666666	159.166666666666	0	44.1666666666667	0	524.75	0	0	0	0	0	2276	2213.48333333333	0	2.33333333333333	123.833333333333	0	0	2497967.2859127
0159_AK37_71073_20200105_ST	2630335	41283.35	0	1165.70416666667	6271.53968253968	0	545.458333333333	22371.9575757576	7715.93571428572	7368.76666666666	5075.91666666667	3069.86666666666	592.414285714286	4712.75694444444	13.5920634920635	2.73333333333333	1459.17777777778	1203.75	673.999999999998	253.129166666667	153.958333333333	126.016666666667	4967.66666666667	550.633333333334	0	9261.7130952381	1.75	0	58.3333333333335	58.6666666666668	0	4	0	393.9	0	0	0	4	0	631	1216.50833333334	0	0.333333333333333	229.833333333333	0	0	2508896.63786075
0159_AJ09_750041_20191126_ST	2629621	37003.8833333333	0	1488.74166666667	6683.47777777777	0	375.791666666667	23217.7916666667	8584.725	8215.38333333333	5075.66666666667	4423.19444444444	686.999999999999	5034.49305555556	23.7166666666667	0.566666666666666	1715.93333333334	775.066666666667	750.083333333335	269.408333333333	153.083333333333	177.5	4567.5	512.9	0	8727.00952380953	2.25	0	67.5	67.5	3	0	0	441.883333333333	0	0	0	0	0	175.75	1382.53333333333	0	0	245.833333333333	0	0	2508771.83353175
0159_AY44_33028_20170919_ST	2626122	34405.525	0	1295.79166666667	6909.80714285714	0	154.333333333333	19245.5666666667	6945.43333333333	7233.85000000001	4470.33333333333	5192.51666666666	383.361904761905	3572.36884920635	11.0119047619048	0.75	1634.30833333333	466.883333333334	333.833333333333	103.458333333333	131.333333333333	20.7666666666667	4679.75	334.833333333334	0	6009.55833333333	0	0	37	37	0.25	0.666666666666667	0	474.55	0	0	0	0	0	137.25	696.333333333333	0	0	252.916666666667	0	0	2520950.65853175
0159_AB10_103832_20190306_ST	2618290	37941.9166666667	0	1337.59285714286	5386.98888888889	0	234.208333333333	23633.8611111111	7137.35833333333	6996.86666666666	5096.66666666667	2545.33888888889	548.95	3736.88194444445	16.7166666666667	0.1	1348.725	926.566666666667	733.916666666668	250.77619047619	143.708333333333	131.5	4115.95	676.550000000001	0	7821.05	3.25	0	112.25	111.75	0	0.666666666666667	0	456.95	0	0	0	0	0	203.75	1089.21666666667	0	0	240.5	0	0	2505309.47678571
0159_AV42_66144_20190909_ST	2607563	37325.6511904762	0	1750.46666666667	6964.42619047619	0	406.708333333333	26381.1972222222	8719.19285714286	8235.06666666666	5438.86428571428	5887.42142857143	1771.08333333333	5592.32916666667	44.7738095238095	9.56666666666666	1975.30833333333	908.916666666667	772.458333333333	727.24880952381	192.875	353.733333333333	4531.41428571428	395.366666666667	0	9490.65357142857	1	0	98.7499999999998	97.9166666666665	5.5	10.25	0	391.633333333333	0	0	5.5	0	0	324.5	1814.12380952381	0	1	148	0	0	2476790.10337302
0159_AK37_71047_20190117_ST	2605714	34766.2833333333	0	1567.16666666667	5994.79523809524	0	375.083333333333	24031.0305555556	7425.15833333333	7363.1	5269.30952380952	3667.83333333333	670.009523809523	4062.94722222222	13.7428571428571	0.166666666666667	1588.11666666667	743.516666666666	684.541666666667	219.475	143.833333333333	112.5	4447.73333333334	708.716666666667	0	7081.94999999999	0.5	0	162.666666666666	162.666666666666	0	0.333333333333333	0	491.45	0	0	0	0	0	290.75	999.1	0	0	256.583333333333	0	0	2492412.94007937
0159_AP39_21127_20180218_ST	2585380	34129.3416666667	0	1712.35416666667	7336.61507936508	0	307.375	22946.225	8109.01904761905	8161.9	5043.9	5804.27936507937	800.29880952381	5539.98194444444	26.3404761904762	2.08333333333333	1827.49166666667	763.383333333333	694.5	444.2625	108.75	167.5	5457.9	346.075	0	6936.95238095238	0.75	0	50.0833333333335	50.0833333333335	0	0	0	424.033333333333	0	0	0.0454545454545454	0	0	267.5	1137.15833333333	0	0	167.583333333333	0	0	2466616.23410895
0159_AA34_42448_20190731_ST	2557911	48671.15	0	3930.4	10037.1369047619	0	404.375	41014.6277777778	13479.0083333333	7237.98333333333	6319.35	10081.3063492063	8779.26904761905	7768.55138888889	318.498412698413	92.1833333333333	2295.70595238095	2030.45	1077.95833333333	3388.90833333333	266.25	1586.21666666667	7810.2380952381	845.733333333333	0	19237.9380952381	0	0	272.166666666667	272.166666666667	0	123.166666666667	0	452.716666666667	0	0	15	0	0	139	4422.58333333333	0	9.66666666666667	88.5833333333333	0	0	2355442.71130952
0159_AY44_33086_20171029_ST	2556412	36286.5944444444	0	1574.125	7263.40634920634	0	468.625	22352.6246031746	8850.79404761905	8155.28333333334	4929.06666666667	4669.17777777777	605.819047619047	5098.21666666667	24.302380952381	0.8	1907.675	772.833333333333	780.083333333335	235.091666666667	177.166666666667	195.333333333333	4289.91666666667	309.733333333333	0	7873.31904761905	0.75	0	55	55	0	0.333333333333333	0	416.833333333333	0	0	0.090909090909091	1	0	205.75	1493.3	0	0	177.166666666667	0	0	2437186.78805916
0159_AA34_42461_20190814_ST	2550667	43166.1666666667	0	3160.46666666667	5535.41243386243	0	588	34655.2722222222	9034.14166666667	7645.31666666666	5116.35238095238	4212.49100529101	2921.03214285714	4945.54722222222	109.395238095238	47.8333333333333	2001.32976190476	1224.93333333333	1350.54166666667	2117.11785714286	199.166666666667	273.666666666667	5578.42857142856	722.075	0	14805.2873015873	0	0	73.6666666666668	73.3333333333335	0	6.08333333333333	0	493.85	0	0	100	0	0	1046.25	2302.79285714285	0	5.33333333333333	191.416666666667	0	0	2396964.29933862
0159_AY44_33303_20200127_ST	2540720	35480.55	0	1294.08333333333	5711.82777777777	0	387	24270.8111111111	6979.45	7110.45	4755.31666666667	2524.56111111111	814.016666666667	3333.58194444444	8.50714285714286	0.75	1243.31666666667	676.316666666667	761.666666666667	207.583333333333	160.875	67.8333333333334	4591.53333333334	689.25	0	6737.26904761905	1.5	0	98.25	98.25	0	1.25	0	466.25	0	0	0	0	0	203.25	965.25	0	0	244.833333333333	0	0	2430834.61686508
0159_AZ03_32018_20180723_STLS	2535177	33559.8428571429	0	1291.375	5937.87698412699	0	350.208333333333	22023.5222222222	7406.05833333333	7250.33333333333	4728.47619047619	2598.7253968254	821.895238095238	4002.89861111111	25.4230158730159	2.26666666666667	1226.69166666667	789.683333333334	717.583333333332	243.225	168.625	98.5666666666667	4456.23333333334	709.333333333334	0	7019.70952380952	4.25	0	119.916666666667	119.916666666667	0	6	0	443.816666666667	0	0	0.0454545454545454	0	0	135.5	1001.33333333333	0	0	245.25	0	0	2427672.41783911
0159_AY44_33282_20191127_ST	2530747	32004.25	0	1597.85	6505.40555555555	0	335.125	24784.5777777778	8343.225	8210	4886.51666666667	3537.17222222222	687.890476190477	4365.57916666667	10.5404761904762	1	1720.66666666667	712.616666666667	974	261.366666666667	151.416666666667	181	3949.41666666666	444.216666666667	0	7108.75000000001	0.75	0	108.5	108.5	1.25	1.66666666666667	0	436.333333333333	0	0	0	0	0	109	1251.18333333334	0	0	217.166666666667	0	0	2417740.06765873
0159_AB18_30304_20191002_ST	2521327	40396.8428571429	0	2148.51666666667	8107.03531746031	0	319.208333333333	31870.0159090909	9871.09880952381	7209.4	5516.45714285714	6153.90396825397	4462.74880952381	5780.59583333333	161.48492063492	41.35	1786.02142857143	1295.35	682.833333333333	1577.79880952381	214.25	678.733333333333	5871.92619047619	582.808333333333	0	12556.1797619048	1	0	190.166666666666	181.166666666666	0	65.5	0	468.016666666667	0	0	0.5	0.666666666666667	0	172	2055.86547619047	0	4.66666666666667	210.583333333333	0	0	2370692.30809885
0159_AB10_26201_20180917_ST	2520886	33259.6738095238	0	1528.15833333333	5480.21746031746	0	256.25	22487.7666666667	7123.23214285714	6765.5	4970.25	4079.92222222222	819.2	5064.98888888889	37.1666666666667	0.933333333333333	1496.85	653.466666666667	641	480.675	125.25	130	4143.58333333333	447.35	0	6931.96666666666	0	0	101.416666666667	101.416666666667	0	0.333333333333333	0	384.5	0	0	0	0	0	235.25	1079.26666666667	0	0	185.083333333333	0	0	2411875.33214286
0159_AB18_2646_20190328_ST	2517003	33632.9083333333	0	1134.625	6622.0619047619	0	451.766666666667	20947.2761904762	8060.925	7477.16666666667	5336.85	3836.18333333333	753.328571428571	4374.18194444445	18.5785714285714	1.06666666666667	1826.38333333333	1003.16666666667	734.916666666665	154.075	136.583333333333	138	4408.08333333333	363.733333333333	0	8294.55119047619	0.75	0	51	51	0	0.333333333333333	0	451.583333333333	0	0	0	0.6	0	114.25	1000.66666666667	0	0	173.833333333333	0	0	2405452.57162698
0159_AB10_26069_20180516_ST	2513225	29811.3	0	1175.2	5873.20714285714	0	260.708333333333	22017.85	7032.04444444444	7534.35	4682.18333333333	3804.18888888889	709.888095238095	3967.95773809524	7.37142857142857	3	1499.40833333334	696.033333333333	649.166666666667	183.283333333333	142.291666666667	178.033333333333	3876.08333333333	632.1	0	7192.52619047618	0.75	0	83.75	83.75	0	2.33333333333333	0	413.533333333333	0	0	0	0.933333333333333	0	165.5	841.45	0	0	214.166666666667	0	0	2409490.65773809
0159_AB10_26024_20180430_ST	2488676	32153.6833333333	0	1334.99404761905	5714.23015873016	0	307.375	22735.1611111111	7423.28333333333	7269.71666666667	4533.44285714286	3091.86587301587	807.669047619048	3998.02916666667	23.252380952381	1.6	1407.85833333333	684.6	781.083333333332	260.502380952381	141.875	144.333333333333	4110.5	510.55	0	6452.82857142857	0.75	0	110.416666666667	110.416666666667	0	0.333333333333333	0	430	0	0	0.5	0	0	372.5	1059.09166666667	0	0	193.083333333333	0	0	2382510.47440476
0159_AA34_42471_20190830_ST	2482750	37178.7	0	3108.47916666667	6363.44126984127	0	326.541666666667	33080.2055555556	11584.944047619	6460.35	5826.37619047619	6070.6380952381	5229.75952380953	8249.49722222223	192.029365079365	24.3166666666666	2379.85952380952	2172.48333333333	1060.125	1694.9255952381	322.333333333333	686.266666666667	8333.70238095238	895.05	0	15356.5726190476	0	0	201.166666666666	201.166666666666	0	2.66666666666667	0	745.55	0	0	56	0	0	143	2262.95476190476	0	0.666666666666667	151.25	0	0	2322388.98134921
0159_AP39_21137_20180210_ST	2479245	31062.5666666667	0	1181.99166666667	5561.40555555555	0	347.833333333333	22840.075	7091.3	7315.16666666666	4944.31666666666	3570.01349206349	860.033333333334	4231.4125	14.9777777777778	0.166666666666667	1688.69642857143	851.516666666667	785.166666666667	151.091666666667	125.333333333333	297.166666666666	3960.61666666666	775.05	0	6979.40000000001	3.75	0	94.75	94.75	0	2.66666666666667	0	392	0	0	0	0	0	195.25	1167.36666666667	0	0	181.083333333333	0	0	2372478.0859127
0159_AZ03_32098_20200124_ST	2472062	31191.0761904762	0	1602.6	6646.29285714286	0	289.708333333333	23020.7777777778	7642.4	8096.9	4433	5039.83333333334	964.866666666667	4573.66805555556	2.63333333333333	0.7	1686.86666666667	715.5	686.416666666665	367.741666666667	158.583333333333	122.25	3629.83333333333	315.75	0	6920.66904761904	0	0	41.25	41.25	0	0.333333333333333	0	368.7	0	0	0.5	0	0	466.5	939.625	0	0	194.75	0	0	2361901.02440476
0159_AS41_40100_20191102_ST	2472033	31760.7583333333	0	1255.64166666667	6258.85317460318	0	334.666666666667	22838.8388888889	7451.875	7410.06666666666	4924.25	4700.42222222222	724.314285714286	4665.93313492063	9.79761904761905	0.133333333333333	1773.44166666667	714.433333333334	726.416666666667	253.408333333333	163.958333333333	285.666666666667	4099.06666666667	388.083333333333	0	7109.29285714286	11.25	0	112	112	0	0.333333333333333	0	328	0	0	0	0	0	216.75	1292.2	0	0	164.25	0	0	2361946.89781746
0159_AZ03_32084_20190614_ST	2459870	34315.5111111111	0	1187.73333333333	5937.94206349207	0	396.166666666667	19815.2145833333	7002.21041666667	7045.15	4361.61666666667	2648.77777777777	668.571428571428	4025.91666666667	28.0047619047619	1.2	1224.28611111111	1119.53333333333	601.416666666665	168.15	141.875	89.4	4501.26666666666	507.383333333333	0	7964.18333333334	3.75	0	72	72.3333333333333	0	1.33333333333333	0	411.95	1	0	0	3.73333333333333	0	757.25	1080.53333333333	0	0	182.416666666667	0	0	2353532.19007936
0159_AY44_33283_20191212_ST	2446539	33802.2428571429	0	1151.80416666667	5582.41111111111	0	615.208333333333	25103.4916666667	7657.55	7406.65	4772.30238095238	2419.14047619048	902.188095238096	3611.99861111111	17.6325396825397	0.883333333333333	1258.725	992.166666666667	751.916666666667	145.572023809524	135.666666666667	159	4449.66666666667	798.6	0	6943.40476190476	6.75	0	129.75	129.75	0	15.5	0	476.25	0	0	0	0	0	582	1095.88452380952	0	0.333333333333333	193.416666666667	0	0	2335231.14345238
0159_AB10_101812_20190109_ST	2445301	30075.7833333333	0	1076.825	5564.21428571428	0	272.666666666667	21389.7833333333	7158.50238095238	6936.8	4886.66666666666	2958.76666666666	757.428571428571	3644.69583333333	10.7952380952381	1.4	1428.21388888889	768.883333333333	633.333333333333	151.158333333333	134.375	140.833333333333	3774.28333333333	425.15	0	6960.91666666667	0.75	0	105	105	0	0.666666666666667	0	448.816666666667	0	0	0.0454545454545454	1.4	0	98	877.95	0	0	201.083333333333	0	0	2344310.81268038
0159_AA34_42197_20180809_ST	2437782	30593.5666666667	0	1670.83333333333	5279.25634920634	0	216.166666666667	25071.6555555556	6894.79404761905	7876.15	5773.28571428571	4717.32777777778	1443.45238095238	4662.18888888889	34.7190476190476	12.8833333333333	1821.39166666667	657.483333333334	903.833333333333	1070.40119047619	109.083333333333	107.866666666667	4922.92857142857	114.066666666667	0	9290.05	0	0	65.9166666666665	65.9166666666665	0	14.3333333333333	0	320.75	0	0	1	0	0	251.25	1140.65119047619	0	0	126.166666666667	0	0	2322552.63095238
0159_AK37_71040_20181106_ST	2425223	42820.4166666667	0	3190.175	7749.12222222222	0	469	31226.1027777778	9723.60357142857	8835.53333333333	5839.38571428572	7322.54682539682	3165.78928571429	6064.725	112.875396825397	40.1	2080.22261904762	1293.18333333333	1114.54166666667	1946.48452380952	196.833333333333	431.166666666667	4869.34285714286	655.125	0	14321.0773809524	0	0	93.5833333333333	98.5833333333333	0	16.8333333333333	0	316.85	0	0	48.5	0	0	421.5	2499.66785714285	0	5	104.5	0	0	2268150.62896825
0159_AP39_21402_20180611_ST_E21	2421874	31053.4666666667	0	1466.06666666667	5920.26031746032	0	463.041666666667	21274.4575757576	6972.54166666667	7754.78333333334	4947.25	4408.47698412699	879.688095238096	4199.61736111111	6.27142857142857	0.55	1798.375	729.216666666666	708	471.15	128.333333333333	174.833333333333	4246.66666666667	260.483333333334	0	6911.96666666667	1.25	0	45.4166666666667	45.4166666666667	0	2	0	347.733333333333	0	0	0	0	0	150.25	1127.36666666667	0	0	142.75	0	0	2315236.3199044
0159_AY44_33159_20190508_ST	2421526	30388.1206349206	0	1518.44166666667	6525.00158730159	0	505.083333333333	23534.8972222222	8192.39404761905	8114.33333333334	4882.03571428571	5005.77142857143	776.585714285714	5190.99722222222	27.8801587301587	2.18333333333334	1686.93611111111	818.7	852.666666666667	210.263095238095	164.708333333333	338.2	3849.39285714286	408.3	0	7591.95119047619	1.25	0	79.75	79.75	0	1.33333333333333	0	377.133333333333	0	0	0.090909090909091	1.33333333333333	0	169.75	1233.72142857143	0	0.666666666666667	170.916666666667	0	0	2308825.46067821
0159_AB10_26254_20181210_ST	2415607	29904.5166666667	0	1182.56666666667	5564.82619047619	0	381.25	22313.0944444444	7292.69166666667	7216.76666666667	4603.46666666667	4417.16666666667	779.809523809524	4807.24583333333	4.14285714285714	0.1	1729.81666666667	741.383333333333	737.916666666668	164.033333333333	131.916666666667	317.166666666666	4020.08333333333	297.5	0	6676.04999999999	0.5	0	68.25	68.25	0	0	0	360.65	0	0	0	0	0	359.25	1191.28333333333	0	0	141.083333333333	0	0	2310134.22281746
0159_AY44_33265_20191106_ST	2406239	38408.5166666667	0	982.85119047619	5426.79682539682	0	431.083333333333	21185.8833333333	5972.05	5426.95	4037.34285714286	2237.05238095238	344.685714285714	3475.82777777778	14.2134920634921	0.5	990.866666666666	955.65	395.708333333333	96.3678571428572	112.875	17.8333333333333	4826.05	698.8	0	8747.7	1.25	0	73.75	73.25	4.75	1	0	391.216666666667	0	0	0	0.666666666666667	0	266.75	797.391666666667	0	0	261.833333333333	0	0	2299581.53690476
0159_AY44_33280_20191213_ST	2399764	30772.2	0	1202.10833333333	6081.5	0	376.666666666667	22595.8611111111	7509.10238095238	8121.51666666666	4824.4	3933.58333333334	744.216666666666	4018.54861111111	6.98809523809524	0.85	1495.19166666667	637.833333333333	820.166666666665	148.716666666667	130.875	169.866666666667	3780.47619047619	829.166666666667	0	6492.25595238095	0.75	0	145.25	145.25	1.25	3	0	390.783333333333	3.5	0	0	0	0	121.5	1021.175	0	0	189.333333333333	0	0	2293050.11765873
0159_AQ29_10004_20170630_ST	2393480	35696.5523809524	0	954.083333333333	6033.6615079365	0	223.208333333333	19372.9277777778	6775.21111111111	6804.05	3678.95	3257.75277777778	426.740476190476	3590.71111111111	4.55714285714286	0.5	937.558333333334	962.233333333333	418.083333333333	152.5	87.5416666666665	20.1666666666666	4838.61666666667	361.033333333333	0	9371.45	1.5	0	29.25	29.25	0	0.666666666666667	0	353.166666666667	1	0	0.090909090909091	9.6	0	576	460.833333333334	0	0	268.083333333333	0	0	2287782.46980519
0159_BE31_82021_20191230_ST	2391443	35267.725	0	1888.61666666667	6281.91825396825	0.25	362.625	26193.9305555556	8379.26666666667	8111.65	4776.54047619048	4295.7880952381	2217.66666666667	4462.70833333333	76.4753968253969	23.1333333333333	1444.63531746032	876.25	866.5	970.395238095238	166	233.4	4739.65238095238	622.7	0	9735.575	0.5	0	90.8333333333335	90.8333333333335	0.5	17.8333333333333	0	454.983333333333	0	0	22	0.666666666666667	0	85.25	1458.1619047619	0	1.66666666666667	219.666666666667	0	0	2267006.70238095
0159_AJ09_750026_20191016_ST	2386200	30057.3333333333	0	1307.58333333333	4614.46825396825	0	481.083333333333	23314.9555555556	7138.3	6648.48333333334	4566.9	2083.08015873016	709.640476190477	3528.66527777778	9.7904761904762	0.166666666666667	1336.15833333333	778.600000000001	733.666666666665	92.9166666666667	98.2916666666665	154.833333333333	4128.91666666666	1217.63333333333	0	6834.9	2.5	0	114.25	114.25	4.75	5	0	483.533333333333	0	0	0	0	0	387.5	1078.5	0	0	208.916666666667	0	0	2283964.43313492
0159_AB10_26008_20180410_ST	2383659	31122.6666666667	0	1142.66666666666	5857.17380952381	0	350	23368.6	7166.73611111111	7623.25	4935.05	4164.05	743.690476190477	4512.39027777778	12.7238095238095	0.833333333333334	1498.00833333333	767	748.583333333332	232.75	157.083333333333	249.333333333333	4229.41666666667	537.716666666666	0	6834.23333333333	0	0	117.5	117.5	0	0	0	406.066666666667	0	0	0.090909090909091	0	0	193.75	1073.91666666667	0	0	199.25	0	0	2275296.96960678
0159_AB10_26406_20190116_ST	2362966	33677.5833333333	0	1529.31666666667	5740.56746031746	0	254.291666666667	23137.9956349206	7321.83095238095	7156.80000000001	5139.05	4148.28888888889	867.102380952381	5057.35	16.1595238095238	1.06666666666667	1728.78333333333	993.283333333334	959	314.283333333333	144.5	266	4060.58333333333	425.983333333333	0	7809.00000000001	0.25	0	53.25	53.25	0.5	0.333333333333333	0	335.7	0.5	0	0.5	0.333333333333333	0	195.25	1566.91666666667	0	0	192.5	0	0	2249817.8968254
0159_AB10_103250_20181203_ST	2358358	31908.95	0	1248.09166666667	5488.9992063492	0	439.666666666667	21625.3357142857	6825.17424242424	6162.23333333334	4352.46666666667	3537.19444444444	690.721428571428	4142.6375	13.2047619047619	0.6	1611.8	887.366666666666	731.25	199.258333333333	138.916666666667	176.9	4454.58333333333	408.383333333334	0	7131.80952380953	1	0	93	93	0.75	0	0	392.466666666667	0	0	0	0	0	275	1487.55	0	0	168.666666666667	0	0	2253671.02317821
0159_AN38_59010_20180102_ST	2354086	30612.725	0	1451.06666666667	6596.03571428572	0	301.416666666667	22638.8638888889	7769.76944444445	7643.81666666666	4872.95476190476	5834.30634920635	1140.89047619048	5087.46111111111	33.636507936508	6.41666666666667	1604.66785714286	720.95	610.416666666667	475.627380952381	149.708333333333	348.583333333334	3870.23571428571	196.359523809524	0	7342.87261904762	2.5	0	74.25	74.25	0	3.33333333333333	0	352.133333333333	0	0	0	0	0	268.25	1140.35357142857	0	1	197.583333333333	0	0	2242663.56507936
0159_AP39_21133_20180203_ST	2348851	30055.2166666667	0	1185.99166666667	6060.86825396826	0	375.291666666667	23279.2944444444	7938.26666666667	7799.91666666667	4552.16666666667	3776.57777777778	831.240476190476	4661.8125	21.9571428571429	0.333333333333334	1642.875	786.016666666667	730.5	110.991666666667	157.208333333333	235.833333333333	3956.91666666667	756.283333333333	0	7233.88333333334	1.75	0	66.5	66.5	0	0	0	421.533333333333	0	0	0	0	0	132.75	1069.78333333333	0	0	220.333333333333	0	0	2240722.4077381
0159_AB18_105120_20191018_ST	2346744	29577.7428571429	0	1236.25833333333	5205.81666666667	0	361.75	20510.2444444444	6869	6598.16666666667	4484.73333333333	2816.15	652.890476190476	3710.79722222222	9.81428571428571	0.15	1350.93333333333	769.183333333334	695.083333333332	212.641666666667	124.791666666667	144.933333333333	4043.33333333334	511.083333333333	0	6910.87619047619	0.75	0	91	91	0	2.33333333333333	0	419.766666666667	0	0	0	0	0	272.5	1058.1	0	0	214.283333333333	0	0	2247797.89285714
0159_AY44_33261_20191002_ST	2333937	30131.9833333333	0	1364.86666666667	5189.61428571429	0	234.333333333333	22581.4333333333	7085.73571428571	7099.73333333333	4411.73095238095	2389.36666666667	766.878571428571	3407.70694444444	17.4285714285714	0.3	1187.73333333333	723.116666666667	723.166666666668	161.516666666667	92.7916666666665	49.95	4026.08333333333	592.583333333333	0	6068.88333333333	1	0	51.5	51.5	1.25	1.66666666666667	0	517.25	0	0	0	0	0	254.75	837.85	0	0	228.666666666667	0	0	2233684.62996032
0159_AB10_26269_20181101_ST	2329777	28512.3333333333	0	1171.69166666667	5380.08227513228	0	340.416666666667	22003.9	7209.58333333333	7402.13333333333	4698.58333333333	4459.43544973545	743.545238095238	4422.69861111111	3.47301587301587	2.63333333333334	1595.89166666667	582.1	540.416666666667	333.891666666667	129.25	203	4243.41666666667	243.5	0	7198.15396825398	0	0	49.5833333333333	49.5833333333333	0	2.33333333333333	0	284.666666666667	0	0	0	0	0	442	1183.93333333333	0	0.333333333333333	131.833333333333	0	0	2226212.60310847
0159_AJ09_760049_20191008_ST	2320095	30381.85	0	1369.50952380953	5907.07301587302	0	293	20664.8527777778	7459.95	6900.63333333334	4548.36666666666	4061.00952380952	695.019047619047	4686.59444444444	15.9968253968254	0.916666666666667	1517.05	648.75	734.583333333335	328.467857142857	176.25	205.333333333333	4212.14285714286	411.766666666666	0	6794.40238095238	0	0	99.8333333333335	99.8333333333335	0	2.33333333333333	0	369.383333333333	0	0	0	0	0	105.75	1127.99166666667	0	0	177.5	0	0	2216098.85674603
