id	name	parent_id	level	external_id	ec_id	child_count	level_backup
5253	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5254	Beta-ketoacyl-acyl-carrier-protein synthase II.	934	enzyme		2.3.1.179	0	enzyme
5255	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5256	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5257	Beta-ketoacyl-acyl-carrier-protein synthase II.	934	enzyme		2.3.1.179	0	enzyme
5258	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5259	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5260	Beta-ketoacyl-acyl-carrier-protein synthase II.	934	enzyme		2.3.1.179	0	enzyme
5261	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5262	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5263	Beta-ketoacyl-acyl-carrier-protein synthase II.	934	enzyme		2.3.1.179	0	enzyme
5264	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5265	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5266	Beta-ketoacyl-acyl-carrier-protein synthase II.	934	enzyme		2.3.1.179	0	enzyme
5267	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5268	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5269	Beta-ketoacyl-acyl-carrier-protein synthase II.	934	enzyme		2.3.1.179	0	enzyme
5270	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5271	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5272	Beta-ketoacyl-acyl-carrier-protein synthase II.	934	enzyme		2.3.1.179	0	enzyme
5273	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5274	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5275	Beta-ketoacyl-acyl-carrier-protein synthase II.	934	enzyme		2.3.1.179	0	enzyme
5276	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5277	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5278	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5279	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5280	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5281	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5282	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5283	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5284	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5285	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5286	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5287	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5288	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5289	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5290	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5291	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5292	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5293	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5294	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5295	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5296	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5297	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5298	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5299	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	934	enzyme		1.3.1.10	0	enzyme
5300	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5301	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5302	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5303	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5304	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5305	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5306	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5307	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5308	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5309	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5310	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5311	Hydro-lyases.	934	enzyme		4.2.1.-	0	enzyme
5312	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5313	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5314	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5315	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5316	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5317	Transferring groups other than amino-acyl groups.	934	enzyme		2.3.1.-	0	enzyme
5318	Dodecanoyl-[acyl-carrier-protein] hydrolase.	934	enzyme		3.1.2.21	0	enzyme
5319	Oleoyl-[acyl-carrier-protein] hydrolase.	934	enzyme		3.1.2.14	0	enzyme
5320	Enoyl-[acyl-carrier-protein] reductase (NADH).	934	enzyme		1.3.1.9	0	enzyme
5321	3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase.	934	enzyme		4.2.1.61	0	enzyme
5322	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5323	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5324	Enoyl-[acyl-carrier-protein] reductase (NADH).	934	enzyme		1.3.1.9	0	enzyme
5325	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	934	enzyme		4.2.1.59	0	enzyme
5326	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5327	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5328	Enoyl-[acyl-carrier-protein] reductase (NADH).	934	enzyme		1.3.1.9	0	enzyme
5329	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	934	enzyme		4.2.1.59	0	enzyme
5330	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5331	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5332	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	934	enzyme		4.2.1.59	0	enzyme
5333	Enoyl-[acyl-carrier-protein] reductase (NADH).	934	enzyme		1.3.1.9	0	enzyme
5334	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5335	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5336	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	934	enzyme		4.2.1.59	0	enzyme
5337	Enoyl-[acyl-carrier-protein] reductase (NADH).	934	enzyme		1.3.1.9	0	enzyme
5338	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5339	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5340	Crotonoyl-[acyl-carrier-protein] hydratase.	934	enzyme		4.2.1.58	0	enzyme
5341	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5342	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5343	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5344	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	934	enzyme		4.2.1.59	0	enzyme
5345	Enoyl-[acyl-carrier-protein] reductase (NADH).	934	enzyme		1.3.1.9	0	enzyme
5346	Enoyl-[acyl-carrier-protein] reductase (NADH).	934	enzyme		1.3.1.9	0	enzyme
5347	Oleoyl-[acyl-carrier-protein] hydrolase.	934	enzyme		3.1.2.14	0	enzyme
5348	Enoyl-[acyl-carrier-protein] reductase (NADH).	934	enzyme		1.3.1.9	0	enzyme
5349	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	934	enzyme		4.2.1.59	0	enzyme
5350	3-oxoacyl-[acyl-carrier-protein] reductase.	934	enzyme		1.1.1.100	0	enzyme
5351	Beta-ketoacyl-acyl-carrier-protein synthase I.	934	enzyme		2.3.1.41	0	enzyme
5352	Beta-ketoacyl-acyl-carrier-protein synthase III.	934	enzyme		2.3.1.180	0	enzyme
5353	[Acyl-carrier-protein] S-malonyltransferase.	934	enzyme		2.3.1.39	0	enzyme
5354	Acetyl-CoA carboxylase.	934	enzyme		6.4.1.2	0	enzyme
5355	D-nopaline dehydrogenase.	1607	enzyme		1.5.1.19	0	enzyme
5356	Nitrate reductase (cytochrome).	1977	enzyme		1.9.6.1	0	enzyme
5357	Nitrite reductase (cytochrome; ammonia-forming).	1977	enzyme		1.7.2.2	0	enzyme
5358	Arsenate reductase (donor).	2242	enzyme		1.20.99.1	0	enzyme
5359	Gluconokinase.	586	enzyme		2.7.1.12	0	enzyme
5360	Gluconolactonase.	586	enzyme		3.1.1.17	0	enzyme
5361	Glucose-fructose oxidoreductase.	586	enzyme		1.1.99.28	0	enzyme
5362	Tetrahydroberberine oxidase.	1156	enzyme		1.3.3.8	0	enzyme
5363	(S)-canadine synthase.	1156	enzyme		1.14.21.5	0	enzyme
5364	(S)-scoulerine 9-O-methyltransferase.	1156	enzyme		2.1.1.117	0	enzyme
5365	Reticuline oxidase.	1156	enzyme		1.21.3.3	0	enzyme
5366	With NAD(+) or NADP(+) as acceptor.	1186	enzyme		1.1.1.-	0	enzyme
5367	Transferring hydroxy groups.	1186	enzyme		5.4.4.-	0	enzyme
5368	Acyl groups converted into alkyl on transfer.	1186	enzyme		2.3.3.-	0	enzyme
5369	With NAD(+) or NADP(+) as acceptor.	1186	enzyme		1.1.1.-	0	enzyme
5370	Transferring hydroxy groups.	1186	enzyme		5.4.4.-	0	enzyme
5371	Acyl groups converted into alkyl on transfer.	1186	enzyme		2.3.3.-	0	enzyme
5372	With NAD(+) or NADP(+) as acceptor.	1186	enzyme		1.1.1.-	0	enzyme
5373	Transferring hydroxy groups.	1186	enzyme		5.4.4.-	0	enzyme
5374	Acyl groups converted into alkyl on transfer.	1186	enzyme		2.3.3.-	0	enzyme
5375	With NAD(+) or NADP(+) as acceptor.	1186	enzyme		1.1.1.-	0	enzyme
5376	Transferring hydroxy groups.	1186	enzyme		5.4.4.-	0	enzyme
5377	Acyl groups converted into alkyl on transfer.	1186	enzyme		2.3.3.-	0	enzyme
5378	With NAD(+) or NADP(+) as acceptor.	1186	enzyme		1.1.1.-	0	enzyme
5379	Transferring hydroxy groups.	1186	enzyme		5.4.4.-	0	enzyme
5380	Acyl groups converted into alkyl on transfer.	1186	enzyme		2.3.3.-	0	enzyme
5381	Asparaginase.	441	enzyme		3.5.1.1	0	enzyme
5382	Aspartate--ammonia ligase.	441	enzyme		6.3.1.1	0	enzyme
5383	Aspartate transaminase.	441	enzyme		2.6.1.1	0	enzyme
5384	Aspartate ammonia-lyase.	441	enzyme		4.3.1.1	0	enzyme
5385	Aspartate transaminase.	441	enzyme		2.6.1.1	0	enzyme
5386	Cystathionine beta-lyase.	449	enzyme		4.4.1.8	0	enzyme
5387	Cystathionine gamma-lyase.	449	enzyme		4.4.1.1	0	enzyme
5388	Cystathionine beta-synthase.	449	enzyme		4.2.1.22	0	enzyme
5389	Homoserine O-acetyltransferase.	449	enzyme		2.3.1.31	0	enzyme
5390	O-acetylhomoserine aminocarboxypropyltransferase.	449	enzyme		2.5.1.49	0	enzyme
5391	Adenylyl-sulfate kinase.	449	enzyme		2.7.1.25	0	enzyme
5392	Sulfate adenylyltransferase.	449	enzyme		2.7.7.4	0	enzyme
5393	Phosphoadenylyl-sulfate reductase (thioredoxin).	449	enzyme		1.8.4.8	0	enzyme
5394	Sulfite reductase (NADPH).	449	enzyme		1.8.1.2	0	enzyme
5395	4-hydroxy-2-oxoglutarate aldolase.	1543	enzyme		4.1.3.16	0	enzyme
5396	With other acceptors.	1543	enzyme		1.5.99.-	0	enzyme
5397	4-hydroxyglutamate transaminase.	1543	enzyme		2.6.1.23	0	enzyme
5398	1-pyrroline-5-carboxylate dehydrogenase.	1543	enzyme		1.5.1.12	0	enzyme
5399	Beta-ketoacyl-acyl-carrier-protein synthase I.	940	enzyme		2.3.1.41	0	enzyme
5400	3-oxoacyl-[acyl-carrier-protein] reductase.	940	enzyme		1.1.1.100	0	enzyme
5401	Enoyl-[acyl-carrier-protein] reductase (NADH).	940	enzyme		1.3.1.9	0	enzyme
5402	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	940	enzyme		1.3.1.10	0	enzyme
5403	Hydro-lyases.	940	enzyme		4.2.1.-	0	enzyme
5404	[Acyl-carrier-protein] S-acetyltransferase.	940	enzyme		2.3.1.38	0	enzyme
5405	Beta-ketoacyl-acyl-carrier-protein synthase I.	940	enzyme		2.3.1.41	0	enzyme
5406	Transferring groups other than amino-acyl groups.	940	enzyme		2.3.1.-	0	enzyme
5407	Beta-ketoacyl-acyl-carrier-protein synthase I.	940	enzyme		2.3.1.41	0	enzyme
5408	Beta-ketoacyl-acyl-carrier-protein synthase III.	940	enzyme		2.3.1.180	0	enzyme
5409	[Acyl-carrier-protein] S-malonyltransferase.	940	enzyme		2.3.1.39	0	enzyme
5410	Acetyl-CoA carboxylase.	940	enzyme		6.4.1.2	0	enzyme
5411	[Acyl-carrier-protein] S-acetyltransferase.	940	enzyme		2.3.1.38	0	enzyme
5412	Beta-ketoacyl-acyl-carrier-protein synthase I.	940	enzyme		2.3.1.41	0	enzyme
5413	Trans-2-decenoyl-[acyl-carrier-protein] isomerase.	940	enzyme		5.3.3.14	0	enzyme
5414	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase.	940	enzyme		4.2.1.60	0	enzyme
5415	3-oxoacyl-[acyl-carrier-protein] reductase.	940	enzyme		1.1.1.100	0	enzyme
5416	3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase.	940	enzyme		4.2.1.59	0	enzyme
5417	Enoyl-[acyl-carrier-protein] reductase (NADPH, B-specific).	940	enzyme		1.3.1.10	0	enzyme
5418	Inosine kinase.	1019	enzyme		2.7.1.73	0	enzyme
5419	Hypoxanthine phosphoribosyltransferase.	1019	enzyme		2.4.2.8	0	enzyme
5420	5'-nucleotidase.	1019	enzyme		3.1.3.5	0	enzyme
5421	Xanthine dehydrogenase.	1019	enzyme		1.17.1.4	0	enzyme
5422	Hypoxanthine phosphoribosyltransferase.	1019	enzyme		2.4.2.8	0	enzyme
5423	GMP synthase.	1019	enzyme		6.3.4.1	0	enzyme
5424	Purine nucleosidase.	1019	enzyme		3.2.2.1	0	enzyme
5425	Inosine kinase.	1019	enzyme		2.7.1.73	0	enzyme
5426	Guanine deaminase.	1019	enzyme		3.5.4.3	0	enzyme
5427	Guanosine deaminase.	1019	enzyme		3.5.4.15	0	enzyme
5428	5'-nucleotidase.	1019	enzyme		3.1.3.5	0	enzyme
5429	Purine nucleosidase.	1019	enzyme		3.2.2.1	0	enzyme
5430	5'-nucleotidase.	1019	enzyme		3.1.3.5	0	enzyme
5431	Inosine nucleosidase.	1019	enzyme		3.2.2.2	0	enzyme
5432	5'-nucleotidase.	1019	enzyme		3.1.3.5	0	enzyme
5433	IMP dehydrogenase.	1019	enzyme		1.1.1.205	0	enzyme
5434	Adenosine kinase.	1019	enzyme		2.7.1.20	0	enzyme
5435	AMP deaminase.	1019	enzyme		3.5.4.6	0	enzyme
5436	Adenine phosphoribosyltransferase.	1019	enzyme		2.4.2.7	0	enzyme
5437	Adenosine nucleosidase.	1019	enzyme		3.2.2.7	0	enzyme
5438	Uroporphyrinogen-III C-methyltransferase.	687	enzyme		2.1.1.107	0	enzyme
5439	Uroporphyrinogen-III C-methyltransferase.	687	enzyme		2.1.1.107	0	enzyme
5440	Sulfate adenylyltransferase (ADP).	2018	enzyme		2.7.7.5	0	enzyme
5441	Adenylyl-sulfate reductase.	2018	enzyme		1.8.99.2	0	enzyme
5442	Lactaldehyde reductase.	2253	enzyme		1.1.1.77	0	enzyme
5443	Lactaldehyde dehydrogenase.	2253	enzyme		1.2.1.22	0	enzyme
5444	L-rhamnose isomerase.	2253	enzyme		5.3.1.14	0	enzyme
5445	Rhamnulokinase.	2253	enzyme		2.7.1.5	0	enzyme
5446	Rhamnulose-1-phosphate aldolase.	2253	enzyme		4.1.2.19	0	enzyme
5447	L-fucose isomerase.	2253	enzyme		5.3.1.25	0	enzyme
5448	L-fuculokinase.	2253	enzyme		2.7.1.51	0	enzyme
5449	L-fuculose-phosphate aldolase.	2253	enzyme		4.1.2.17	0	enzyme
5450	Amino-acid N-acetyltransferase.	457	enzyme		2.3.1.1	0	enzyme
5451	Carbamoyl-phosphate synthase (glutamine-hydrolyzing).	457	enzyme		6.3.5.5	0	enzyme
5452	Glutamate N-acetyltransferase.	457	enzyme		2.3.1.35	0	enzyme
5453	Acetylglutamate kinase.	457	enzyme		2.7.2.8	0	enzyme
5454	N-acetyl-gamma-glutamyl-phosphate reductase.	457	enzyme		1.2.1.38	0	enzyme
5455	Acetylornithine transaminase.	457	enzyme		2.6.1.11	0	enzyme
5456	Ornithine carbamoyltransferase.	457	enzyme		2.1.3.3	0	enzyme
5457	Argininosuccinate lyase.	457	enzyme		4.3.2.1	0	enzyme
5458	Argininosuccinate synthase.	457	enzyme		6.3.4.5	0	enzyme
5459	Allose kinase.	1852	enzyme		2.7.1.55	0	enzyme
5460	Acting on carbohydrates and derivatives.	1852	enzyme		5.1.3.-	0	enzyme
5461	Interconverting aldoses and ketoses, and related compounds.	1852	enzyme		5.3.1.-	0	enzyme
5462	Cellulase.	575	enzyme		3.2.1.4	0	enzyme
5463	Cellulose synthase (UDP-forming).	575	enzyme		2.4.1.12	0	enzyme
5464	2,5-dioxovalerate dehydrogenase.	1863	enzyme		1.2.1.26	0	enzyme
5465	L-arabinose 1-dehydrogenase.	1863	enzyme		1.1.1.46	0	enzyme
5466	2-dehydro-3-deoxy-L-arabinonate dehydratase.	1863	enzyme		4.2.1.43	0	enzyme
5467	L-arabinonate dehydratase.	1863	enzyme		4.2.1.25	0	enzyme
5468	L-arabinonolactonase.	1863	enzyme		3.1.1.15	0	enzyme
5469	Aldehyde dehydrogenase (NAD(+)).	1936	enzyme		1.2.1.3	0	enzyme
5470	With incorporation of two atoms of oxygen.	1936	enzyme		1.13.11.-	0	enzyme
5471	With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	894	enzyme		1.14.11.-	0	enzyme
5472	With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	894	enzyme		1.14.11.-	0	enzyme
5473	With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	894	enzyme		1.14.11.-	0	enzyme
5474	With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	894	enzyme		1.14.11.-	0	enzyme
5475	With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	894	enzyme		1.14.11.-	0	enzyme
5476	With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	894	enzyme		1.14.11.-	0	enzyme
5477	With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	894	enzyme		1.14.11.-	0	enzyme
5478	Forming carbon-nitrogen bonds.	1955	enzyme		6.3.-.-	0	enzyme
5479	Hexosyltransferases.	1955	enzyme		2.4.1.-	0	enzyme
5480	Hexosyltransferases.	1955	enzyme		2.4.1.-	0	enzyme
5481	With a quinone or related compound as acceptor.	2171	enzyme		1.3.5.-	0	enzyme
5482	With a quinone or similar compound as acceptor.	2171	enzyme		1.6.5.-	0	enzyme
5483	Miscellaneous (requires further characterization).	958	enzyme		1.14.99.-	0	enzyme
5484	Hexosyltransferases.	1244	enzyme		2.4.1.-	0	enzyme
5485	Flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase.	1244	enzyme		2.4.1.236	0	enzyme
5486	Flavanone 7-O-beta-glucosyltransferase.	1244	enzyme		2.4.1.185	0	enzyme
5487	D-lactate dehydrogenase (cytochrome).	1481	enzyme		1.1.2.4	0	enzyme
5488	Hydroxyacylglutathione hydrolase.	1481	enzyme		3.1.2.6	0	enzyme
5489	Lactoylglutathione lyase.	1481	enzyme		4.4.1.5	0	enzyme
5490	Cycloartenol synthase.	1436	enzyme		5.4.99.8	0	enzyme
5491	Transferring other groups.	1436	enzyme		5.4.99.-	0	enzyme
5492	Acireductone dioxygenase (Ni(2+)-requiring).	1031	enzyme		1.13.11.53	0	enzyme
5493	With NAD(+) or NADP(+) as acceptor.	1324	enzyme		1.3.1.-	0	enzyme
5494	Transferring groups other than amino-acyl groups.	1324	enzyme		2.3.1.-	0	enzyme
5495	3-dehydrosphinganine reductase.	916	enzyme		1.1.1.102	0	enzyme
5496	Serine C-palmitoyltransferase.	916	enzyme		2.3.1.50	0	enzyme
5497	With other acceptors.	1559	enzyme		1.4.99.-	0	enzyme
5498	With NAD(+) or NADP(+) as acceptor.	1559	enzyme		1.4.1.-	0	enzyme
5499	Lanosterol synthase.	991	enzyme		5.4.99.7	0	enzyme
5500	Isopentenyl-diphosphate Delta-isomerase.	991	enzyme		5.3.3.2	0	enzyme
5501	Diphosphomevalonate decarboxylase.	991	enzyme		4.1.1.33	0	enzyme
5502	Phosphomevalonate kinase.	991	enzyme		2.7.4.2	0	enzyme
5503	Mevalonate kinase.	991	enzyme		2.7.1.36	0	enzyme
5504	Hydroxymethylglutaryl-CoA reductase (NADPH).	991	enzyme		1.1.1.34	0	enzyme
5505	Hydroxymethylglutaryl-CoA synthase.	991	enzyme		2.3.3.10	0	enzyme
5506	Acetyl-CoA C-acetyltransferase.	991	enzyme		2.3.1.9	0	enzyme
5507	Isopentenyl-diphosphate Delta-isomerase.	991	enzyme		5.3.3.2	0	enzyme
5508	Geranyltranstransferase.	991	enzyme		2.5.1.10	0	enzyme
5509	Dimethylallyltranstransferase.	991	enzyme		2.5.1.1	0	enzyme
5510	Delta(24(24(1)))-sterol reductase.	991	enzyme		1.3.1.71	0	enzyme
5511	Sterol 24-C-methyltransferase.	991	enzyme		2.1.1.41	0	enzyme
5512	3-keto-steroid reductase.	991	enzyme		1.1.1.270	0	enzyme
5513	Sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating).	991	enzyme		1.1.1.170	0	enzyme
5514	Methylsterol monooxygenase.	991	enzyme		1.14.13.72	0	enzyme
5515	Methylsterol monooxygenase.	991	enzyme		1.14.13.72	0	enzyme
5516	Methylsterol monooxygenase.	991	enzyme		1.14.13.72	0	enzyme
5517	Sterol-4-alpha-carboxylate 3-dehydrogenase (decarboxylating).	991	enzyme		1.1.1.170	0	enzyme
5518	Methylsterol monooxygenase.	991	enzyme		1.14.13.72	0	enzyme
5519	Methylsterol monooxygenase.	991	enzyme		1.14.13.72	0	enzyme
5520	Methylsterol monooxygenase.	991	enzyme		1.14.13.72	0	enzyme
5521	Delta(14)-sterol reductase.	991	enzyme		1.3.1.70	0	enzyme
5522	3-keto-steroid reductase.	991	enzyme		1.1.1.270	0	enzyme
5523	Sterol 14-demethylase.	991	enzyme		1.14.13.70	0	enzyme
5524	Squalene monooxygenase.	991	enzyme		1.14.99.7	0	enzyme
5525	Squalene synthase.	991	enzyme		2.5.1.21	0	enzyme
5526	Squalene synthase.	991	enzyme		2.5.1.21	0	enzyme
5527	Diphosphoinositol-pentakisphosphate kinase.	1343	enzyme		2.7.4.24	0	enzyme
5528	Diphosphoinositol-pentakisphosphate kinase.	1343	enzyme		2.7.4.24	0	enzyme
5529	Diphosphoinositol-pentakisphosphate kinase.	1343	enzyme		2.7.4.24	0	enzyme
5530	Inositol-hexakisphosphate kinase.	1343	enzyme		2.7.4.21	0	enzyme
5531	Inositol-hexakisphosphate kinase.	1343	enzyme		2.7.4.21	0	enzyme
5532	Inositol-pentakisphosphate 2-kinase.	1343	enzyme		2.7.1.158	0	enzyme
5533	Inositol-hexakisphosphate kinase.	1343	enzyme		2.7.4.21	0	enzyme
5534	Diphosphoinositol-pentakisphosphate kinase.	1343	enzyme		2.7.4.24	0	enzyme
5535	Inositol-hexakisphosphate kinase.	1343	enzyme		2.7.4.21	0	enzyme
5536	Transaminases (aminotransferases).	1187	enzyme		2.6.1.-	0	enzyme
5537	Sulfotransferases.	1187	enzyme		2.8.2.-	0	enzyme
5538	N-hydroxythioamide S-beta-glucosyltransferase.	1187	enzyme		2.4.1.195	0	enzyme
5539	With NADH or NADPH as one donor, and incorporation of one atom of oxygen.	1187	enzyme		1.14.13.-	0	enzyme
5540	Aspartate transaminase.	1562	enzyme		2.6.1.1	0	enzyme
5541	Glucokinase.	1873	enzyme		2.7.1.2	0	enzyme
5542	Beta-phosphoglucomutase.	1873	enzyme		5.4.2.6	0	enzyme
5543	Alpha,alpha-trehalose phosphorylase.	1873	enzyme		2.4.1.64	0	enzyme
5544	3-oxoadipyl-CoA thiolase.	1700	enzyme		2.3.1.174	0	enzyme
5545	3-oxoadipate CoA-transferase.	1700	enzyme		2.8.3.6	0	enzyme
5546	3-oxoadipate enol-lactonase.	1700	enzyme		3.1.1.24	0	enzyme
5547	Muconolactone Delta-isomerase.	1700	enzyme		5.3.3.4	0	enzyme
5548	Muconate cycloisomerase.	1700	enzyme		5.5.1.1	0	enzyme
5549	Catechol 1,2-dioxygenase.	1700	enzyme		1.13.11.1	0	enzyme
5550	Transferring alkyl or aryl groups, other than methyl groups.	737	enzyme		2.5.1.-	0	enzyme
5551	Hexosyltransferases.	1232	enzyme		2.4.1.-	0	enzyme
5552	Hexosyltransferases.	1232	enzyme		2.4.1.-	0	enzyme
5553	Hexosyltransferases.	1232	enzyme		2.4.1.-	0	enzyme
5554	Glutamate--ammonia ligase.	484	enzyme		6.3.1.2	0	enzyme
