#query_id	ref_id	ref_start	ref_bp_aligned	query_coverage	query_identity
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:18297:27160	hmp2011120623S_543	399	138	73.02	99.28
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:8658:27285	hmp2011120623S_84	483	56	40.88	92.86
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:12390:28274	hmp2011120623S_681	262	141	74.21	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:16290:28313	hmp2011120623S_435	1576	192	77.11	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:14254:28355	hmp2011120623S_543	1425	242	98.78	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:14318:28485	slr108_17666	100	198	81.82	99.49
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1112:13064:28543	slr108_18759	374	163	77.62	99.39
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:10254:3276	ncbibact2012011723S_442	2453	247	98.41	97.57
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11505:3727	ncbibact2012011723S_3311	1776	120	62.50	97.50
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11078:4616	ncbibact2012011723S_3364	2252	216	86.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:16501:4799	rdp1028_366882	651	87	53.70	98.85
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:24171:4937	hmp2011120623S_420	1023	90	59.21	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11016:5049	slr108_15937	155	91	52.30	97.80
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:13396:5073	slr108_9036	644	164	82.41	96.95
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:18189:5305	slr108_2447	1370	228	90.84	90.79
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:12106:5358	hmp2011120623S_75	1836	114	60.64	94.74
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:22989:5483	gg20110531_392218	4	51	38.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:20729:5943	slr108_1073	1225	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:14526:6002	gg20110531_71142	832	190	82.25	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:13576:6011	hmp2011120623S_115	182	226	90.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:21809:6467	slr108_4548	686	159	66.25	97.48
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:21809:6467	slr108_4548	840	75	31.25	96.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:9169:6979	slr108_6205	492	95	65.07	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:22958:7052	slr108_15940	801	192	81.36	99.48
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:8304:7153	slr108_15331	1167	152	64.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6712:7216	hmp2011120623S_436	1530	89	50.57	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:7905:7241	ssr108_32783	206	62	38.99	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:7905:7241	ssr108_86899	332	39	24.53	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:19182:7323	slr108_4630	1441	168	69.14	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:20642:7531	gg20110531_74724	121	103	55.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:10421:7674	slr108_4745	1043	127	60.48	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6202:7735	hmp2011120623S_172	1547	127	66.49	98.43
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:20853:7768	slr108_4597	1285	247	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:5847:7863	rdp1028_13050	642	111	59.04	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:23770:7942	hmp2011120623S_545	1428	119	59.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6817:8491	hmp2011120623S_661	2118	225	90.00	98.22
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:14260:8536	hmp2011120623S_153	257	105	56.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:9389:8875	slr108_4628	1000	103	56.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:18410:8967	hmp2011120623S_681	129	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:24290:9036	slr108_18892	2419	249	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11977:9040	slr108_6242	1096	112	58.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6931:9173	slr108_3719	417	141	78.77	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:15369:9283	hmp2011120623S_195	1337	207	83.81	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:23098:9308	slr108_3719	1810	144	71.64	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:18275:9432	ncbibact2012011723S_1826	1414	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:7705:10170	slr108_4597	1338	188	81.74	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:13898:10259	slr108_6862	1522	46	18.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:27148:10296	hmp2011120623S_659	1322	100	62.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:15994:10330	ssr108_7716	42	194	78.23	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6612:10447	ncbibact2012011723S_3822	2494	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:27572:10952	slr108_4663	279	75	43.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:25830:11086	ssr108_226439	465	112	58.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:17846:11214	hmp2011120623S_160	259	250	100.00	98.40
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:17083:11642	hmp2011120623S_175	371	95	53.98	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:16538:11808	slr108_18263	590	127	50.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:16538:11808	slr108_18263	634	76	30.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6686:12346	slr108_18280	590	176	70.12	99.43
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6686:12346	hmp2011120623S_115	874	78	31.08	97.44
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:21825:12404	slr108_6134	1292	69	47.26	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:7526:13229	slr108_1937	352	182	77.78	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:14408:13338	slr108_6047	1537	228	91.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:4635:14116	slr108_147	147	245	100.00	99.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:23093:14262	ssr108_238571	970	206	83.40	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:16231:14356	gg20110531_125794	647	250	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:10972:14454	slr108_3661	169	109	43.60	88.99
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:10972:14454	slr108_3661	281	72	28.80	95.83
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:25754:14683	slr108_15937	121	100	45.05	91.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6885:14817	hmp2011120623S_287	2055	229	91.24	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:17368:15244	rdp1028_1447019	645	73	47.71	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:19440:15367	hmp2011120623S_121	1775	135	56.72	98.52
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:4498:15480	hmp2011120623S_409	1464	246	100.00	99.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11531:15575	hmp2011120623S_659	1362	61	42.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:23287:15702	gg20110531_192821	443	164	67.49	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:7152:16040	slr108_741	464	82	38.50	92.68
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:13690:16465	hmp2011120623S_215	924	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:13432:16631	hmp2011120623S_708	1548	80	48.48	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:2229:16686	slr108_6134	1592	137	63.13	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6295:16825	rdp1028_72836	951	123	52.34	99.19
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6295:16825	gg20110531_199613	914	43	18.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:25844:16943	ncbibact2012011723S_3743	2528	140	63.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:4880:16997	hmp2011120623S_435	1664	116	67.84	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:25730:17156	slr108_4663	2239	206	84.77	99.03
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:7531:17266	slr108_12126	1	210	86.12	98.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:14693:17842	slr108_13486	489	102	55.14	94.12
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:24395:18326	gg20110531_113983	1113	248	99.20	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11944:18438	slr108_17667	2968	153	60.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11944:18438	slr108_14430	2918	100	39.84	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:28725:18453	gg20110531_118970	121	202	82.11	99.50
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:18181:18609	slr108_17686	151	64	44.76	89.06
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:10845:18689	hmp2011120623S_135	589	113	56.50	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:21575:19087	hmp2011120623S_528	1653	145	71.78	98.62
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:14684:19136	ncbibact2012011723S_1877	2100	248	100.00	97.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:15736:19169	slr108_1937	193	199	83.97	99.50
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:4088:19210	slr108_15937	109	111	58.12	91.89
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:8646:19261	gg20110531_168435	656	163	75.81	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:2310:19347	slr108_4010	455	140	62.78	94.29
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:24369:19387	slr108_15332	383	151	67.71	94.70
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:28600:19669	hmp2011120623S_668	1422	117	59.39	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:4655:19714	hmp2011120623S_435	1620	147	64.76	99.32
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:20267:19775	ncbibact2012011723S_1578	1501	105	53.03	95.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:18371:20176	ncbibact2012011723S_286	309	249	99.60	95.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:20453:20545	rdp1028_115017	1	99	51.30	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:6149:20848	rdp1028_1312679	101	55	40.44	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11834:20911	ncbibact2012011723S_1887	1000	226	90.40	99.56
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:9542:21629	gg20110531_168478	686	107	58.79	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:8483:21859	slr108_17777	1462	86	51.81	97.67
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:7349:22316	hmp2011120623S_659	1271	150	76.53	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:21621:22372	slr108_13486	481	126	60.87	92.86
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:5883:22443	slr108_6211	1302	114	58.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:17798:22474	ssr108_190398	1396	30	19.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:16494:22807	slr108_4497	230	182	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:17404:23012	slr108_17666	88	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:14320:23268	gg20110531_632990	294	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:8934:23464	slr108_1937	354	174	85.29	98.85
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:25063:23658	gg20110531_83605	285	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:24979:23782	ncbibact2012011723S_629	40	127	69.02	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:10289:24132	hmp2011120623S_683	1536	74	48.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:14168:24178	slr108_18757	1099	88	51.76	98.86
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:12063:24413	gg20110531_174788	833	97	55.75	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:18078:24580	hmp2011120623S_420	425	91	52.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:17954:24593	ncbibact2012011723S_733	1331	141	64.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:17470:24708	hmp2011120623S_652	1768	172	68.53	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:17465:24935	slr108_3343	1208	69	46.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:12107:25149	ncbibact2012011723S_1557	950	171	77.38	97.66
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:19968:25507	slr108_2026	403	68	45.95	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:16506:25658	slr108_15332	708	76	48.72	97.37
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:13051:25754	ncbibact2012011723S_340	2409	58	34.52	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:13051:25754	slr108_4493	2343	33	19.64	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11230:26163	slr108_4548	1355	182	72.80	89.56
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:20154:26213	ncbibact2012011723S_3364	1731	99	56.90	98.99
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:21307:26591	hmp2011120623S_661	456	134	75.71	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:10772:27020	slr108_6043	761	251	100.00	95.62
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:18515:27551	slr108_3893	1554	235	94.02	99.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:16280:27726	ncbibact2012011723S_3607	73	82	50.62	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:11221:27955	slr108_11445	357	110	56.70	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:18019:28368	ncbibact2012011723S_483	1982	135	74.59	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:17295:28537	slr108_8581	3005	132	52.80	99.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:12620:28759	hmp2011120623S_404	1435	78	47.56	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:12620:28759	slr108_1359	1488	42	25.61	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1113:16367:28759	hmp2011120623S_135	201	205	84.02	96.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:13979:2189	gg20110531_12812	604	130	59.63	99.23
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:16603:2214	rdp1028_101828	154	250	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:15407:2820	slr108_6097	2000	86	64.18	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:17988:3201	slr108_6130	1579	124	61.69	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:22196:3405	ncbibact2012011723S_2401	781	191	81.62	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:24225:4530	slr108_11993	2120	39	34.51	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:19532:4560	hmp2011120623S_587	1701	183	73.20	95.63
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:14405:4644	slr108_12457	534	176	75.54	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:8407:4988	hmp2011120623S_658	2025	249	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:23333:5063	hmp2011120623S_668	1423	192	83.48	94.79
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:6351:5082	slr108_6093	284	251	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:15892:5224	slr108_12030	663	139	71.65	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:25129:5258	slr108_18163	1244	127	70.17	98.43
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:15781:5421	hmp2011120623S_470	1508	113	58.85	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:10032:5552	slr108_18756	667	251	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:13864:5657	slr108_17165	466	251	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:15515:6290	slr108_4550	1500	139	75.14	99.28
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:6005:6313	rdp1028_1551593	31	229	91.24	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:23507:6490	slr108_90	431	60	45.11	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:13842:6805	slr108_15733	1867	199	79.28	99.50
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:20387:6878	slr108_15495	897	74	48.05	94.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:14260:6945	hmp2011120623S_361	1280	105	46.67	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:14260:6945	hmp2011120623S_361	1349	78	34.67	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:16973:7203	hmp2011120623S_526	326	252	100.00	99.21
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:16997:7261	hmp2011120623S_195	1370	240	96.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:20417:7541	ncbibact2012011723S_1599	1541	222	88.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:8746:7582	rdp1028_1385144	565	122	60.70	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:23158:7678	hmp2011120623S_623	1240	199	79.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:7160:7692	hmp2011120623S_668	1613	152	66.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:7160:7692	hmp2011120623S_668	1593	131	56.96	90.91
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:6718:8273	ncbibact2012011723S_3711	142	96	54.24	93.75
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:8738:8639	hmp2011120623S_484	777	218	86.85	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:8738:8639	ncbibact2012011723S_3364	1648	36	14.34	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:7358:8661	slr108_15330	694	67	27.69	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:7358:8661	slr108_4843	927	47	19.42	97.87
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:5769:8958	hmp2011120623S_652	2341	100	72.46	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:15027:9107	slr108_9071	1515	222	88.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:5958:9326	ncbibact2012011723S_1984	393	70	47.30	95.71
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:13208:9426	slr108_18892	889	237	94.42	99.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:25097:9801	slr108_6093	1553	195	80.58	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:22650:9840	hmp2011120623S_287	1722	106	65.03	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:16069:10251	gg20110531_744624	526	148	58.96	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:16069:10251	rdp1028_366882	677	45	17.93	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:17218:10615	hmp2011120616S_1233	699	80	50.00	98.75
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:18107:10720	slr108_1157	1348	90	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:14787:10799	rdp1028_1296856	672	97	56.07	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:4443:10801	slr108_4987	1701	144	71.64	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:5784:10883	ncbibact2012011723S_3272	1327	107	57.84	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:28606:11142	ncbibact2012011723S_286	314	247	99.20	95.55
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:23111:11184	slr108_3913	1751	75	48.08	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:11317:11701	slr108_15940	870	123	60.29	99.19
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:20461:11711	slr108_6359	1397	244	97.60	96.72
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:18597:11990	ncbibact2012011723S_627	565	166	68.03	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:7897:12183	gg20110531_553903	115	95	54.91	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:23320:12496	gg20110531_439800	750	40	20.62	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:9341:12634	slr108_4628	1403	43	32.33	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:23076:12774	slr108_18710	2684	43	34.68	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:11772:12989	hmp2011120623S_674	1331	114	58.46	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:16224:13031	ncbibact2012011723S_2401	1037	85	49.13	97.65
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:28362:13066	hmp2011120623S_671	1525	244	97.60	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:28806:13250	ncbibact2012011723S_286	267	109	67.70	96.33
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:15765:13726	slr108_8986	1495	126	59.15	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:19622:13859	hmp2011120623S_659	1340	87	52.73	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:13297:13987	slr108_14428	16	74	48.37	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:12786:14018	slr108_4659	1245	132	62.86	99.24
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:21329:14024	ncbibact2012011723S_3604	968	114	50.44	98.25
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:19552:14077	slr108_10785	1684	112	48.28	95.54
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:28431:14172	slr108_1255	1406	69	39.88	98.55
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:28431:14172	slr108_1159	1319	31	17.92	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:20947:14290	slr108_4628	976	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:6246:14526	slr108_8591	2784	121	47.41	91.74
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:6246:14526	slr108_18572	2396	78	30.68	93.59
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:7039:14704	slr108_6093	284	251	100.00	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:27969:14736	hmp2011120623S_671	1600	168	77.06	99.40
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:19022:14914	gg20110531_503930	679	178	80.54	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:4733:15048	ncbibact2012011723S_286	381	158	66.11	95.57
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:28436:15190	slr108_1937	344	187	88.63	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:10410:15338	rdp1028_8562	8	113	58.85	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:26797:15594	slr108_6093	338	196	78.09	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:24200:17029	slr108_3719	1063	112	55.45	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:10521:17029	slr108_3343	1206	239	96.37	99.58
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:5782:17084	hmp2011120623S_470	1496	177	77.29	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:19833:17176	slr108_90	404	160	79.60	99.38
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:7060:17275	hmp2011120623S_543	385	110	73.33	99.09
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:12428:17286	slr108_9179	388	232	92.40	87.93
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:19843:17345	slr108_3719	1605	232	92.80	99.57
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:12756:17393	ncbibact2012011723S_1984	284	151	65.09	93.38
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:6436:17567	hmp2011120623S_682	1306	250	100.00	99.60
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:19778:17805	hmp2011120623S_46	919	227	90.44	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:11652:17867	slr108_4548	340	144	68.57	93.75
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:17387:17889	slr108_6130	1547	124	59.33	99.19
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:7628:18078	slr108_6359	1345	124	63.92	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:23320:18183	slr108_6359	597	251	100.00	97.21
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:5173:18294	rdp1028_1385404	121	181	80.80	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:26041:18472	hmp2011120623S_435	1724	45	34.35	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:4168:18554	hmp2011120623S_706	1510	114	58.76	100.00
MISEQ-LAB244-W7:212:000000000-A9WNH:1:1114:10387:18731	hmp2011120623S_652	1709	172	68.53	100.00
