cpd00001	h2o
cpd08102	Niguldipine
cpd08103	Glucuronosylestradiol
cpd08104	GF 109203X
cpd08105	MK 571
cpd08106	Rufloxacin
cpd08107	Bacterio-chlorophyll a
cpd08108	Bacterio-chlorophyll b
cpd08109	Etoposide glucuronide
cpd08110	6alpha-Glucuronosylhyodeoxycholate
cpd08111	DU-6859
cpd08112	Cyclohexane
cpd08113	Colcemid
cpd08114	Cholesteryl palmitate
cpd08115	Chloroneb
cpd08116	Cefsulodin
cpd08117	Carmine
cpd08118	Carboxin
cpd08119	Calpeptin
cpd08120	Calcein AM
cpd08121	Bitertanol
cpd08122	Bicozamycin
cpd08123	Aminomethyl propanediol
cpd08124	Amitrole
cpd08125	Azacitidine
cpd08126	N-Benzyladenine
cpd08127	7-Hydroxyflavone
cpd08128	8-Azaadenosine
cpd08129	8-Bromoadenosine
cpd08130	Biapenem
cpd08131	Virginiamycin S1
cpd08132	Hexane
cpd08133	Fluorobenzene
cpd08134	Acriflavine
cpd08135	Tetrachlorosalicylanilide
cpd08136	Cetrimonium bromide
cpd08137	ACNU
cpd08138	PMEA
cpd08139	Aflatoxin B1exo-8,9-epoxide-GSH
cpd08140	Cetrimide
cpd08141	Dolastatin 10
cpd08142	Anisomycin
cpd08143	Azidopine
cpd08144	2,4-Dinitrophenylhydrazine
cpd08145	Indolebutyric acid
cpd08146	Tridemorph
cpd08147	16alpha,17beta-Estriol 3-(beta-D-glucuronide)
cpd08148	17beta-Estradiol 3-sulfate-17-(beta-D-glucuronide)
cpd08149	3-Chlorosalicylanilide
cpd08150	N-Acetylleucyl-leucyl-methioninal
cpd08151	CGA 64251
cpd08152	CPT-11
cpd08153	NAc-L4Y-amide
cpd08154	NAc-L3Y-amide
cpd08155	NAc-LLY-amide
cpd08156	f-NLP-ME
cpd08157	Mikamycin A
cpd08158	Soraphen A
cpd08159	Sulfoglycolithocholate
cpd08160	S-Octyl GSH
cpd08161	S-Decyl GSH
cpd08162	S-(PGA1)-glutathione
cpd08163	Triphenyltetrazolium chloride
cpd08164	Acetylleucyl-leucyl-norleucinal
cpd08165	Cetylpyridinium chloride
cpd08166	Chymostatin
cpd08167	Calcimycin
cpd08168	Cyperquat
cpd08169	Oligomycin A
cpd08170	Oligomycin B
cpd08171	Oligomycin C
cpd08172	Rutamycin
cpd08173	S-(p-Azidophenacyl)glutathione
cpd08174	Tetraphenylarsonium
cpd08175	DAMGO
cpd08176	3,5-Dinitrosalicylic acid
cpd08177	D-Ornithine hydrochloride
cpd08178	CHAPS
cpd08179	4,5,6,7-Tetrachloro-2-trifluoromethylbenzimidazole
cpd08180	Chromotropic acid
cpd08181	6-(3,3-DMA)chrysin
cpd08182	8-(3,3-DMA)chrysin
cpd08183	ANS
cpd08184	2-Pyridyl hydroxymethane sulfonic acid
cpd08185	Leucyl-leucyl-norleucine
cpd08186	NAc-AAA-ME
cpd08187	NAc-LLY
cpd08188	LLY
cpd08189	Leucyl-leucine
cpd08190	N-Acetyl-leucyl-leucine
cpd08191	Tetramethylammonium chloride
cpd08192	Mersalyl acid
cpd08193	Tetramisole hydrochloride
cpd08194	Bornyl acetate
cpd08195	Antimycin A1
cpd08196	Antimony potassium tartrate
cpd08197	N-Acetylphenylalanine beta-naphthyl ester
cpd08198	Oxolinic acid
cpd08199	Salicylhydroxamic acid
cpd08200	tert-Butyl methyl ether
cpd08201	Triazolealanine
cpd08202	16alpha,17beta-Estriol 17-(beta-D-glucuronide)
cpd08203	S-Methyl GSH
cpd08204	(S)-1-Phenylethanol
cpd08205	(+)-trans-alpha-Irone
cpd08206	N1-Amidinostreptamine 6-phosphate
cpd08207	5,6-Dichloro-1,3-cyclohexadiene
cpd08208	2-Hydroxy-3-chloropenta-2,4-dienoate
cpd08209	2hchd
cpd08210	4adcho
cpd08211	tcggrpp
cpd08213	(-)-Anaferine
cpd08215	(+)-Nornicotine
cpd08216	N-Acetylleukotriene E4
cpd08217	BQ 485
cpd08218	Sulfobromophthalein
cpd08219	CPT-11 carboxylate form
cpd08220	SN-38 carboxylate form
cpd08221	Gsh-prostaglandin A1
cpd08222	Grepafloxacin
cpd08223	Fluo-3
cpd08224	N-Ethylmaleimide-S-glutathione
cpd08225	Nafenopin
cpd08226	ZD1694
cpd08227	RS 5139
cpd08228	GW1843
cpd08229	SN38 glucuronide carboxylate form
cpd08230	SN-38G
cpd08231	alpha-N-Acetylneuraminyl-2,6-beta-D-galactosyl-1,4-N-acetyl-D- glucosaminyl-glycoprotein
cpd08232	Ubidecarenone
cpd08233	Cinchonidine
cpd08234	Apocynin
cpd08235	Benzoyltropine
cpd08236	(+)-3-Carene
cpd08238	(S)-(-)-Citronellal
cpd08239	Globotetraosylceramide
cpd08240	(-)-Citronellol
cpd08241	(1S,4R)-(-)-Fenchone
cpd08243	(+)-Linalool
cpd08244	(+)-Menthone
cpd08245	(S)-(+)-alpha-Phellandrene
cpd08246	(-)-beta-Phellandrene
cpd08247	(L)-alpha-Terpineol
cpd08248	(+)-Chrysanthenone
cpd08249	(4R,6R)-cis-Carveol
cpd08250	(1R,2R,4R)-Dihydrocarveol
cpd08251	(1R,2S,4R)-Neo-dihydrocarveol
cpd08252	(1R,4R)-Dihydrocarvone
cpd08253	(1S,2S,4R)-Iso-dihydrocarveol
cpd08254	(1S,2R,4R)-Neoiso-dihydrocarveol
cpd08255	(1S,4R)-Iso-dihydrocarvone
cpd08256	(4R,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone
cpd08257	(3S,6R)-6-Isopropenyl-3-methyl-2-oxo-oxepanone
cpd08258	(3R)-6-Hydroxy-3-isopropenyl-heptanoate
cpd08259	(3R)-3-Isopropenyl-6-oxoheptanoate
cpd08260	(5R)-6-Hydroxy-5-isopropenyl-2-methylhexanoate
cpd08261	(3R)-3-Isopropenyl-6-oxoheptanoyl-CoA
cpd08262	(4S,6S)-cis-Carveol
cpd08263	(+)-trans-Carveol
cpd08264	(1R,2S,4S)- Neoiso-dihydrocarveol
cpd08265	(1R,2R,4S)-Iso-dihydrocarveol
cpd08266	(1R,4S)-Iso-dihydrocarvone
cpd08267	(1S,2S,4S)-Dihydrocarveol
cpd08268	(4S,7R)-4-Isopropenyl-7-methyl-2-oxo-oxepanone
cpd08269	(1S,4S)-Dihydrocarvone
cpd08270	(1S,2R,4S)-Neo-dihydrocarveol
cpd08271	(3S)-6-Hydroxy-3-isopropenyl-heptanoate
cpd08272	(3S,6S)-6-Isopropenyl-3-methyl-2-oxo-oxepanone
cpd08273	(3S)-3-Isopropenyl-6-oxoheptanoate
cpd08274	(5S)-6-Hydroxy-5-isopropenyl-2-methylhexanoate
cpd08275	(3S)-3-Isopropenyl-6-oxoheptanoyl-CoA
cpd08276	Phenanthrene
cpd08277	2-Hydroxy-2H-benzo[h]chromene-2-carboxylate
cpd08278	cis-4-(1-Hydroxynaphth-2-yl)-2-oxobut-3-enoate
cpd08279	1-Hydroxy-2-naphthaldehyde
cpd08280	trans-9(S),10(S)-Dihydrodiolphenanthrene
cpd08281	Phenanthrene-9,10-oxide
cpd08282	9-Phenanthrol
cpd08283	Phenanthrene-1,2-oxide
cpd08284	1-Phenanthrol
cpd08285	1-Methoxyphenanthrene
cpd08286	2me4p
cpd08287	4c2me
cpd08288	2p4c2me
cpd08289	dxyl5p
cpd08290	C-1027 Chromophore
cpd08291	Deshydroxy-C-1027 chromophore
cpd08292	Aromatized C-1027 chromophore
cpd08293	Aromatized deshydroxy-C-1027 chromophore
cpd08294	4-(1,2-Epoxyethyl)-8,9-epoxy-enediyne
cpd08295	4-Dihydroxyethyl-8,9-epoxy-enediyne
cpd08296	dTDP-4-dimethylamino-4,6-dideoxy-5-C-methyl-L-mannose
cpd08297	Benzoxazolinyl-CoA
cpd08300	dTDP-4-oxo-beta-L-rhamnose
cpd08301	2mecdp
cpd08302	4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
cpd08303	cis-3-(1-Carboxy-ethyl)-3,5-cyclo-hexadiene-1,2-diol
cpd08304	3hpppn
cpd08305	ctbt
cpd08306	Butyro-betaine
cpd08307	dTDP-4-oxo-5-C-methyl-L-rhamnose
cpd08308	dTDP-4-amino-4,6-dideoxy-5-C-methyl-L-mannose
cpd08309	3-Hydroxy-L-tyrosyl-AMP
cpd08310	3,5-Dihydroxyanthranilate
cpd08311	5-Methoxy-3-hydroxyanthranilate
cpd08312	N-Pyruvoyl-5-methoxy-3-hydroxyanthranilate
cpd08313	Benzoxazolinate
cpd08314	Calichemicin gamma1
cpd08315	Dynemicin A
cpd08316	gmhep17bp
cpd08317	Evisect
cpd08318	Nereistoxin
cpd08320	2-Methyl-6-oxohepta-2,4-dienal
cpd08322	MEGA
cpd08323	GA
cpd08324	LY201116
cpd08325	nac
cpd08326	EPA
cpd08327	HMMF
cpd08328	NMF
cpd08329	AMCC
cpd08330	NOP
cpd08331	NOPM
cpd08332	Carfentrazone
cpd08333	Methyl 2-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-p-toluate
cpd08334	Methyl 6-(4-isopropyl-4-methyl-5-oxo-2-imidazolin-2-yl)-m-toluate
cpd08335	2-(R)-Hydroxypropyl-CoM
cpd08336	2-Oxopropyl-CoM
cpd08337	2-(S)-Hydroxypropyl-CoM
cpd08338	(S)-3-Sulfolactate
cpd08339	5-Dehydroadenosine
cpd08340	9-Riburonosyladenine
cpd08341	Mycothione
cpd08342	3-Hydroxy-1H-quinolin-4-one
cpd08343	3-Hydroxy-2-methyl-1H-quinolin-4-one
cpd08344	Propene
cpd08345	(R)-1,2-Epoxypropane
cpd08346	(S)-1,2-Epoxypropane
cpd08347	delta8,14 -Sterol
cpd08348	3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde
cpd08349	2,4.6-Trichloroanisole
cpd08350	L-threo-3-Hydroxyaspartate
cpd08351	Methyl jasmonate
cpd08352	(24R)-24-Methylcycloarta-25-en-3-beta-ol
cpd08353	aconm
cpd08354	(E)-2-(Methoxycarbonylmethyl)butenedioate
cpd08355	2-(alpha-D-Mannosyl)-3-phosphoglycerate
cpd08356	N-Cyclohexylformamide
cpd08357	Cyclohexyl isocyanide
cpd08358	UDP-6-sulfoquinovose
cpd08359	24-Methylene lophenol
cpd08360	24-Ethylidene lophenol
cpd08361	ppmi12346p
cpd08362	4-Hydroxymandelate
cpd08363	N-Carbamoyl-L-amino acid
cpd08364	beta-Primeveroside
cpd08365	beta-Primeverose
cpd08366	(2R)-Phosphosulfolactate
cpd08367	(2R)-3-Sulfolactate
cpd08368	copre2
cpd08369	copre3
cpd08370	copre4
cpd08371	copre5
cpd08372	copre6
cpd08373	codhpre6
cpd08374	manglyc
cpd08375	copre8
cpd08376	2-(beta-D-Glucosyl)-sn-glycerol
cpd08377	mi1456p
cpd08378	1-Carbazol-9-yl-3-(3,5-dimethylpyrazol-1-yl)-propan-2-ol
cpd08379	2-(4-Chloro-3,5-dimethylphenoxy)-N-(2-phenyl-2H-benzotriazol-5-yl)- acetamide
cpd08380	N-[2-(4-Chloro-phenyl)-acetyl]-N-(4,7-dimethyl-quinazolin-2-yl)- guanidine
cpd08381	1-Benzyl-7,8-dimethoxy-3-phenyl-3H-pyrazolo[3,4-c]isoquinoline
cpd08382	N-(3-Benzooxazol-2-yl-4-hydroxy-phenyl)-2-p-tolyloxyacetamide
cpd08383	8-Allyl-2-phenyl-8H-1,3a,8-triaza-cyclopenta[a]indene
cpd08384	3-(4-Chloro-benzyl)-5-(2-methoxy-phenyl)-[1,2,4]oxadiazole
cpd08385	2-Phenethylsulfanyl-5,6,7,8-tetrahydro-benzo[4,5]thieno[2,3- d]pyrimidin-4-ylamine
cpd08386	(5,12,13-Triaza-indeno[1,2-b]anthracen-13-yl)-acetic acid ethyl ester
cpd08387	2,2-(1-phenyl-1H-1,2,4-triazole-3,5-diyl)bis-phenol
cpd08388	2-(2-Chloro-phenyl)-5-(5-methylthiophen-2-yl)-[1,3,4]oxadiazole
cpd08389	2-p-Tolyl-5,6,7,8-tetrahydrobenzo[d]imidazo[2,1-b]thiazole
cpd08390	6,8-Di-DMA-chrysin
cpd08391	6-Geranylchrysin
cpd08392	8-Geranylchrysin
cpd08393	6-(3,3-DMA)galangin
cpd08394	3-Methylgalangin
cpd08395	8-(3,3-DMA)-3-methylgalangin
cpd08396	8-(1,1-DMA)-3-methylgalangin
cpd08397	8-(1,1-DMA)kaempferide
cpd08398	8-(1,1-DMA)galangin
cpd08399	o-Chlorophenylhydrazine hydrochloride
cpd08400	4-Glutathionyl cyclophosphamide
cpd08401	4-Methylumbelliferyl glucuronide
cpd08402	4-Methylumbelliferyl sulfate
cpd08403	1-Naphthyl glucuronide
cpd08404	BQ 123
cpd08405	cechddd
cpd08406	BQ 518
cpd08407	Beauvericin
cpd08408	DIDS
cpd08409	Diethyl pyrocarbonate
cpd08410	E3040
cpd08411	E3040 sulfate
cpd08412	E3040 glucuronide
cpd08413	FMLP
cpd08414	Grepafloxacin glucuronide
cpd08415	Hydroxylamine hydrochloride
cpd08416	IAARh123
cpd08417	IACI
cpd08418	LDS-751
cpd08419	MC-207,110
cpd08420	Monochloro-monoglutathionyl melphalan
cpd08421	N-t-Boc-deacetyl-leupeptin
cpd08422	NAc-DNP-Cys
cpd08423	NAc-FnorLRF-amide
cpd08424	NAc-L5Y-amide
cpd08425	Nafenopin glucuronide
cpd08426	Nigericin
cpd08427	Pepsinostreptin
cpd08428	Phenylglucoside
cpd08429	Mikamycin B
cpd08430	Pristinamycin IB
cpd08431	Pristinamycin IC
cpd08432	Puromycin dihydrochloride
cpd08433	Spectinomycin dihydrochloride
cpd08434	Syringetin
cpd08435	Tectochrysin
cpd08436	Tetramethylrosamine
cpd08437	Vinblastine sulfate
cpd08438	ortho-Vanadate
cpd08439	p-Aminobenzamidine dihydrochloride
cpd08440	omega-COOH-LTE4NAc
cpd08441	15,16-Dihydrobiliverdin
cpd08442	9-Riburonosylhypoxanthine
cpd08443	Polyneuridine aldehyde
cpd08444	16-Epivellosimine
cpd08445	Vellosimine
cpd08446	Sarpagan-17-ol
cpd08447	7-Deoxyloganate
cpd08448	3alpha,12alpha-Dihydroxy-5beta-chol-6-enoate
cpd08449	1-AMINO-PROPAN-2-ONE-3-PHOSPHATE
cpd08450	Pentaacetyl geniposide
cpd08451	Patrinoside
cpd08452	3,4-Anhydrovinblastine
cpd08453	19-Hydroxytabersonine
cpd08454	16-Hydroxytabersonine
cpd08455	Lamiide
cpd08456	Lamioside
cpd08457	Deoxyloganin tetraacetate
cpd08458	Deoxyloganic acid tetraacetate
cpd08459	8-Epideoxyloganin
cpd08460	8-Epideoxyloganic acid
cpd08461	8-Epideoxyloganin tetraacetate
cpd08462	8-Epiiridodial
cpd08463	Boschnaloside
cpd08464	Iridotrial glucoside
cpd08465	Tarennoside
cpd08466	Asperuloside tetraacetate
cpd08467	8-Epiiridodial glucoside
cpd08468	Iridodial glucoside tetraacetate
cpd08469	8-Epiiridodial glucoside tetraacetate
cpd08470	10-Hydroxyloganin
cpd08471	10-Hydroxymorroniside
cpd08472	7-Epiloganic acid
cpd08473	7-Epiloganin tetraacetate
cpd08474	Loganin pentaacetate
cpd08475	10-Deoxygeniposide tetraacetate
cpd08476	7-Deoxygardoside metyl ester tetraacetate
cpd08477	11-Hydroxyiridodial glucoside pentaacetate
cpd08478	8-epi-11-Hydroxyiridodial glucoside pentaacetate
cpd08479	7-Dehydrologanin tetraacetate
cpd08480	Deutzioside pentaacetate
cpd08481	Iridodial glucoside
cpd08482	Deutzioside
cpd08483	10-Deoxygeniposidic acid
cpd08484	Geniposidic acid
cpd08485	Secogalioside
cpd08486	16-Methoxytabersonine
cpd08487	Lochnericine
cpd08488	Horhammericine
cpd08489	Dialdehyde
cpd08490	4,21-Dehydrocorynantheine aldehyde
cpd08491	Cathenamine
cpd08492	19-epi-Cathenamine
cpd08493	Tetrahydroalstonine
cpd08494	19-epi-Ajmalicine
cpd08495	MET-enkephalin
cpd08496	Clorgyline
cpd08497	Uracil mustard
cpd08498	Aziridine
cpd08499	Asperlicin
cpd08500	Curacin A
cpd08501	Epibatidine
cpd08502	Stemmadenine
cpd08503	Tetrodotoxin
cpd08504	Quinoline-3-carboxamides
cpd08505	Anandamide
cpd08506	Practolol
cpd08507	Cromakalim
cpd08508	UH-301
cpd08509	HR 780
cpd08510	10-Deacetylbaccatin III
cpd08511	UK-47265
cpd08512	Ticrynafen
cpd08513	L-Isoprenaline
cpd08514	DuP 697
cpd08515	SC-58125
cpd08516	SC-57666
cpd08517	Pronetalol
cpd08518	Sultopride
cpd08519	DU 122290
cpd08520	MK-329
cpd08521	Succinyl proline
cpd08522	Teprotide
cpd08523	2-Naphthol
cpd08524	1-Naphthol
cpd08525	Lucanthone
cpd08526	Mirasan
cpd08527	D1927
cpd08528	L791456
cpd08529	L787257
cpd08530	Enalaprilat
cpd08531	Candoxatrilat
cpd08532	Hexobarbital
cpd08533	Cycloguanil pamoate
cpd08534	LDZ
cpd08535	Chloramphenicol palmitate
cpd08536	Chloramphenicol succinate
cpd08537	Clindamycin phosphate
cpd08538	Hetacillin
cpd08539	Foscan
cpd08540	3-Chlorobenzamide
cpd08541	Diethyl phenyl phosphate
cpd08542	Decamethonium
cpd08543	Altanserin
cpd08544	N-Ethylglycine
cpd08545	Floxuridine
cpd08546	CB3717
cpd08547	m-Chlorophenylpiperazine
cpd08548	SB 200646
cpd08549	SB 206553
cpd08550	SB 221284
cpd08551	SB 228357
cpd08552	SB 243213
cpd08553	Salvarsan
cpd08554	Succinyl sulfathiazole
cpd08555	Floxacillin
cpd08556	Penicillin T
cpd08557	Pivampicillin
cpd08558	Talampicillin
cpd08559	Carfecillin
cpd08560	Cefaloridine
cpd08561	MM13902
cpd08562	Acyl-D-Ala-D-Ala
cpd08563	Mupirocin
cpd08564	Amprotropine
cpd08565	Tridihexethyl bromide
cpd08566	Propantheline chloride
cpd08567	Miotine
cpd08568	Sarin
cpd08569	ProPAM
cpd08570	Rivastigmine
cpd08571	Xanomeline
cpd08572	Levonordefrin
cpd08573	R-Soterenol
cpd08574	Levalbuterol
cpd08575	Salmefamol
cpd08576	DCI
cpd08577	Epanolol
cpd08578	Primidolol
cpd08579	Xamoterol
cpd08580	Gepefrine
cpd08581	Iproniazid
cpd08582	3-Acetylmorphine
cpd08583	Heterocodeine
cpd08584	6-Ethylmorphine
cpd08585	6-Acetylmorphine
cpd08586	Dihydromorphine
cpd08587	Minovincinine
cpd08588	Echitovenine
cpd08589	Normorphine
cpd08590	Morphine N-oxide
cpd08591	Nalorphine
cpd08592	17-Methylmorphinan
cpd08593	Metazocine
cpd08594	Phenazocine
cpd08595	Bremazocine
cpd08596	Ketobemidone
cpd08597	Etorphine
cpd08598	Diprenorphine
cpd08599	Ethylketocyclazocine
cpd08600	U 50488
cpd08601	Tifluadom
cpd08602	Pyrilamine
cpd08603	SK&F 91581
cpd08604	Thiaburimamide
cpd08605	4-Methylburimamide
cpd08606	Oxaburimamide
cpd08607	Oxmetidine
cpd08608	Lamtidine
cpd08609	Loxtidine
cpd08610	Pantoprazole
cpd08611	Vinorine
cpd08612	1,2-Dihydrovomilenine
cpd08613	17-O-Acetylnorajmaline
cpd08614	Norajmaline
cpd08615	h2mb4p
cpd08616	Lochnerinine
cpd08617	Demethylalangiside
cpd08618	Demethylisoalangiside
cpd08619	Isoalangiside
cpd08620	Protoemetine
cpd08621	Deoxytubulosine
cpd08622	(R)-Canadine
cpd08624	alpha-Methyl-m-tyrosine
cpd08625	5-Hydroxyisourate
cpd08626	2amsa
cpd08627	2,3-Ene acid
cpd08628	3beta-Hydroxy-5beta-pregnane-20-one
cpd08629	13(1)-Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester
cpd08630	13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester
cpd08631	Divinylprotochlorophyllide
cpd08632	Divinyl chlorophyllide a
cpd08633	Isoclavulanic acid
cpd08634	4-Benzyloxybenzyl alcohol
cpd08635	nb-hsl
cpd08636	dhptd
cpd08637	N-(3-Oxohexanoyl)homoserine lactone
cpd08638	N-(3-Oxododecanoyl)homoserine lactone
cpd08639	OOHL
cpd08640	N-(3-(S)-Hydroxybutyryl)homoserine lactone
cpd08641	2 -(Butylamido)-4-hydroxybutanoic acid
cpd08642	N-Heptanoylhomoserine lactone
cpd08643	N-(3-Hydroxy-7-cis-tetradecenoyl)homoserine lactone
cpd08644	Cyclo(deltaAla-L-Val)
cpd08645	Cyclo(L-Phe-L-Pro)
cpd08646	2-Heptyl-3-hydroxy-quinolone
cpd08647	3-Hydroxy-palmitic acid methyl ester
cpd08648	Divinylchlorophyll a
cpd08649	Zn-Bacterio-chlorophyll a
cpd08651	Gibberellin A14 aldehyde
cpd08652	Gibberellin A51-catabolite
cpd08653	Gibberellin A29-catabolite
cpd08654	Gibberellin A6
cpd08655	Gibberellin A12
cpd08656	Gibberellin A14
cpd08657	Gibberellin A37 open lactone
cpd08658	Gibberellin A15 open lactone
cpd08659	Gibberellin A24
cpd08660	Gibberellin A36
cpd08661	Gibberellin A9
cpd08662	Gibberellin A4
cpd08663	Gibberellin A51
cpd08664	2,3-Dehydro-gibberellin A9
cpd08665	Gibberellin A7
cpd08666	Gibberellin A34
cpd08667	Gibberellin A34-catabolite
cpd08668	Gibberellin A8-catabolite
cpd08669	Gibberellin A5
cpd08670	Kaurenol
cpd08671	Kaurenal
cpd08672	Kaurenic acid
cpd08673	(-)-Kaur-16-en-7beta-ol-19-oic acid
cpd08674	6beta,7beta-Dihydroxykaurenoic acid
cpd08675	(+)-Sandaracopimaradiene
cpd08676	Abietadiene
cpd08677	Levopimaradiene
cpd08678	Neoabietadiene
cpd08679	Palustradiene
cpd08680	Abietol
cpd08681	Levopimarinol
cpd08682	Neoabietol
cpd08683	Neoabietal
cpd08684	Levopimarinal
cpd08685	Abietal
cpd08686	L-Pimaric acid
cpd08687	Neoabietic acid
cpd08688	Aphidicolan-16beta-ol
cpd08689	Aphidicol-16-ene
cpd08690	Aphidicol-15-ene
cpd08691	Cembrene
cpd08692	Taxa-4,11-diene
cpd08693	Taxa-4(20),11(12)-dien-5alpha-ol
cpd08694	Taxa-4(20),11(12)-dien-5alpha-yl acetate
cpd08695	Taxa-4(20),11(12)-dien-5alpha,13alpha-diol
cpd08696	5alpha-Acetoxytaxa-4(20),11(12)-dien-10beta-ol
cpd08697	10-Deacetyl-2-debenzoylbaccatin III
cpd08698	Baccatin III
cpd08700	syn-Copalyl diphosphate
cpd08701	Methanophenazine
cpd08702	Dihydromethanophenazine
cpd08703	Gibberellin A53 aldehyde
cpd08704	Sodium arsenite
cpd08706	dTDP-3-oxo-6-deoxy-D-glucose
cpd08707	dTDP-3-oxo-4,6-dideoxy-D-glucose
cpd08708	dTDP-3-amino-3,4,6-trideoxy-D-glucose
cpd08709	dTDP-D-desosamine
cpd08710	dTDP-6-deoxy-D-allose
cpd08711	D-Mycinose
cpd08712	dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose
cpd08713	dTDP-L-mycarose
cpd08714	L-Cladinose
cpd08715	Maltol
cpd08716	dTDP-L-megosamine
cpd08717	dTDP-L-olivose
cpd08718	dTDP-L-oleandrose
cpd08719	dTDP-4-oxo-2,6-dideoxy-D-glucose
cpd08720	dTDP-D-olivose
cpd08721	Perillic acid
cpd08722	dTDP-3-amino-3,6-dideoxy-D-glucose
cpd08723	dTDP-4-oxo-6-deoxy-D-allose
cpd08724	dTDP-4-oxo-2,6-dideoxy-L-mannose
cpd08725	dTDP-4-oxo-2,6-dideoxy-D-allose
cpd08726	Perillyl-CoA
cpd08727	dTDP 1-ester with (6R)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran
cpd08728	dTDP 1-ester with (6S)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran
cpd08729	dTDP 1-ester with 2,6-dideoxy-L-erythro-hexopyranos-3-ulose
cpd08730	dTDP-D-mycaminose
cpd08731	2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA
cpd08732	4-Isopropenyl-2-oxy-cyclohexanecarboxyl-CoA
cpd08733	3-Isopropenylpimelyl-CoA
cpd08734	(1S,4R)-1-Hydroxy-2-oxolimonene
cpd08735	Myrtenol
cpd08736	Myrtenal
cpd08737	Myrtenic acid
cpd08738	Pinocarveol
cpd08739	trans-2-Methyl-5-isopropylhexa-2,5-dienal
cpd08740	trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid
cpd08741	cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid
cpd08742	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA
cpd08743	cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA
cpd08744	3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA
cpd08745	2,6-Dimethyl-5-methylene-3-oxo-heptanoyl-CoA
cpd08746	3-Isopropylbut-3-enoyl-CoA
cpd08747	3-Isopropylbut-3-enoic acid
cpd08748	(+)-cis-Isopulegone
cpd08749	(+)-Isomenthone
cpd08750	6,8a-Seco-6,8a-deoxy-5-oxoavermectin 2b aglycone
cpd08751	5-Oxoavermectin 2b aglycone
cpd08752	Avermectin B2b aglycone
cpd08753	Avermectin A2b aglycone
cpd08754	Avermectin B2b monosaccharide
cpd08755	Avermectin A2b monosaccharide
cpd08756	Avermectin B2b
cpd08757	Avermectin A2b
cpd08758	6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1b aglycone
cpd08759	5-Oxoavermectin 1b aglycone
cpd08760	Avermectin B1b aglycone
cpd08761	Avermectin A1b aglycone
cpd08762	Avermectin B1b monosaccharide
cpd08763	Avermectin A1b monosaccharide
cpd08764	Avermectin B1b
cpd08765	Avermectin A1b
cpd08766	6,8a-Seco-6,8a-deoxy-5-oxoavermectin 2a aglycone
cpd08767	5-Oxoavermectin 2a aglycone
cpd08768	Avermectin B2a aglycone
cpd08769	Avermectin A2a aglycone
cpd08770	Avermectin B2a monosaccharide
cpd08771	Avermectin A2a monosaccharide
cpd08772	Avermectin B2a
cpd08773	Avermectin A2a
cpd08774	6,8a-Seco-6,8a-deoxy-5-oxoavermectin 1a aglycone
cpd08775	5-Oxoavermectin 1a aglycone
cpd08776	Avermectin B1a aglycone
cpd08777	Avermectin A1a aglycone
cpd08778	Avermectin B1a monosaccharide
cpd08779	Avermectin A1a monosaccharide
cpd08780	Avermectin B1a
cpd08781	Avermectin A1a
cpd08782	Megalomicin A
cpd08783	Megalomicin B
cpd08784	Megalomicin C1
cpd08785	Megalomicin C2
cpd08786	8,8a-Deoxyoleandolide
cpd08787	Oleandolide
cpd08788	L-Olivosyl-oleandolide
cpd08789	L-Oleandrosyl-oleandolide
cpd08790	10-Deoxymethynolide
cpd08791	YC-17
cpd08792	Neomethymycin
cpd08793	Methymycin
cpd08794	Narbonolide
cpd08795	Narbomycin
cpd08796	Pikromycin
cpd08797	Tylactone
cpd08798	5-O-beta-D-Mycaminosyltylactone
cpd08799	5-O-beta-D-Mycaminosyltylonolide
cpd08800	Demethyllactenocin
cpd08801	Liposidomycin B
cpd08802	MRD A
cpd08803	Ramoplanin A2
cpd08804	RU66647
cpd08805	DMG-MINO
cpd08806	GAR 936
cpd08807	Daptomycin
cpd08808	Chloroeremomycin
cpd08809	A47934
cpd08810	MK826
cpd08811	SM-17466
cpd08812	2-(Biaryl)carbapenems
cpd08813	ABT-773
cpd08814	Alanylphosphate
cpd08815	Phosphophosphinate
cpd08816	Undecylprodigiosin
cpd08817	CDA
cpd08818	2,6-Diamino-7-hydroxy-azelaic acid
cpd08819	3,5-Dihydroxy-phenylglycine
cpd08820	2-Amino-9,10-epoxy-8-oxodecanoic acid
